"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"03/01/2022 22:00:00 - 03/01/2022 23:00:00","BZN|CH","Without sequence","165.78","",""
"03/01/2022 23:00:00 - 04/01/2022 00:00:00","BZN|CH","Without sequence","146.55","",""
"04/01/2022 00:00:00 - 04/01/2022 01:00:00","BZN|CH","Without sequence","127.03","",""
"04/01/2022 01:00:00 - 04/01/2022 02:00:00","BZN|CH","Without sequence","111.97","",""
"04/01/2022 02:00:00 - 04/01/2022 03:00:00","BZN|CH","Without sequence","101.04","",""
"04/01/2022 03:00:00 - 04/01/2022 04:00:00","BZN|CH","Without sequence","97.75","",""
"04/01/2022 04:00:00 - 04/01/2022 05:00:00","BZN|CH","Without sequence","100.79","",""
"04/01/2022 05:00:00 - 04/01/2022 06:00:00","BZN|CH","Without sequence","122.72","",""
"04/01/2022 06:00:00 - 04/01/2022 07:00:00","BZN|CH","Without sequence","160.34","",""
"04/01/2022 07:00:00 - 04/01/2022 08:00:00","BZN|CH","Without sequence","197.84","",""
"04/01/2022 08:00:00 - 04/01/2022 09:00:00","BZN|CH","Without sequence","210.65","",""
"04/01/2022 09:00:00 - 04/01/2022 10:00:00","BZN|CH","Without sequence","212.8","",""
"04/01/2022 10:00:00 - 04/01/2022 11:00:00","BZN|CH","Without sequence","207.99","",""
"04/01/2022 11:00:00 - 04/01/2022 12:00:00","BZN|CH","Without sequence","204.26","",""
"04/01/2022 12:00:00 - 04/01/2022 13:00:00","BZN|CH","Without sequence","191.3","",""
"04/01/2022 13:00:00 - 04/01/2022 14:00:00","BZN|CH","Without sequence","189.33","",""
"04/01/2022 14:00:00 - 04/01/2022 15:00:00","BZN|CH","Without sequence","193.5","",""
"04/01/2022 15:00:00 - 04/01/2022 16:00:00","BZN|CH","Without sequence","199.93","",""
"04/01/2022 16:00:00 - 04/01/2022 17:00:00","BZN|CH","Without sequence","206.99","",""
"04/01/2022 17:00:00 - 04/01/2022 18:00:00","BZN|CH","Without sequence","201.94","",""
"04/01/2022 18:00:00 - 04/01/2022 19:00:00","BZN|CH","Without sequence","205.8","",""
"04/01/2022 19:00:00 - 04/01/2022 20:00:00","BZN|CH","Without sequence","205.62","",""
"04/01/2022 20:00:00 - 04/01/2022 21:00:00","BZN|CH","Without sequence","191.63","",""
"04/01/2022 21:00:00 - 04/01/2022 22:00:00","BZN|CH","Without sequence","169.45","",""
"04/01/2022 22:00:00 - 04/01/2022 23:00:00","BZN|CH","Without sequence","152.84","",""
"04/01/2022 23:00:00 - 05/01/2022 00:00:00","BZN|CH","Without sequence","135.74","",""
"05/01/2022 00:00:00 - 05/01/2022 01:00:00","BZN|CH","Without sequence","141.44","",""
"05/01/2022 01:00:00 - 05/01/2022 02:00:00","BZN|CH","Without sequence","117.12","",""
"05/01/2022 02:00:00 - 05/01/2022 03:00:00","BZN|CH","Without sequence","106.61","",""
"05/01/2022 03:00:00 - 05/01/2022 04:00:00","BZN|CH","Without sequence","92.61","",""
"05/01/2022 04:00:00 - 05/01/2022 05:00:00","BZN|CH","Without sequence","91.26","",""
"05/01/2022 05:00:00 - 05/01/2022 06:00:00","BZN|CH","Without sequence","105.97","",""
"05/01/2022 06:00:00 - 05/01/2022 07:00:00","BZN|CH","Without sequence","159.64","",""
"05/01/2022 07:00:00 - 05/01/2022 08:00:00","BZN|CH","Without sequence","194.54","",""
"05/01/2022 08:00:00 - 05/01/2022 09:00:00","BZN|CH","Without sequence","206.37","",""
"05/01/2022 09:00:00 - 05/01/2022 10:00:00","BZN|CH","Without sequence","205.44","",""
"05/01/2022 10:00:00 - 05/01/2022 11:00:00","BZN|CH","Without sequence","203.82","",""
"05/01/2022 11:00:00 - 05/01/2022 12:00:00","BZN|CH","Without sequence","201.63","",""
"05/01/2022 12:00:00 - 05/01/2022 13:00:00","BZN|CH","Without sequence","194.5","",""
"05/01/2022 13:00:00 - 05/01/2022 14:00:00","BZN|CH","Without sequence","192.41","",""
"05/01/2022 14:00:00 - 05/01/2022 15:00:00","BZN|CH","Without sequence","192.94","",""
"05/01/2022 15:00:00 - 05/01/2022 16:00:00","BZN|CH","Without sequence","195.36","",""
"05/01/2022 16:00:00 - 05/01/2022 17:00:00","BZN|CH","Without sequence","199.46","",""
"05/01/2022 17:00:00 - 05/01/2022 18:00:00","BZN|CH","Without sequence","226.14","",""
"05/01/2022 18:00:00 - 05/01/2022 19:00:00","BZN|CH","Without sequence","242.29","",""
"05/01/2022 19:00:00 - 05/01/2022 20:00:00","BZN|CH","Without sequence","237.67","",""
"05/01/2022 20:00:00 - 05/01/2022 21:00:00","BZN|CH","Without sequence","206.79","",""
"05/01/2022 21:00:00 - 05/01/2022 22:00:00","BZN|CH","Without sequence","193.23","",""
"05/01/2022 22:00:00 - 05/01/2022 23:00:00","BZN|CH","Without sequence","189.35","",""
"05/01/2022 23:00:00 - 06/01/2022 00:00:00","BZN|CH","Without sequence","180.55","",""
"06/01/2022 00:00:00 - 06/01/2022 01:00:00","BZN|CH","Without sequence","195.42","",""
"06/01/2022 01:00:00 - 06/01/2022 02:00:00","BZN|CH","Without sequence","177.06","",""
"06/01/2022 02:00:00 - 06/01/2022 03:00:00","BZN|CH","Without sequence","170.93","",""
"06/01/2022 03:00:00 - 06/01/2022 04:00:00","BZN|CH","Without sequence","155.39","",""
"06/01/2022 04:00:00 - 06/01/2022 05:00:00","BZN|CH","Without sequence","155.83","",""
"06/01/2022 05:00:00 - 06/01/2022 06:00:00","BZN|CH","Without sequence","166.57","",""
"06/01/2022 06:00:00 - 06/01/2022 07:00:00","BZN|CH","Without sequence","197.53","",""
"06/01/2022 07:00:00 - 06/01/2022 08:00:00","BZN|CH","Without sequence","236.8","",""
"06/01/2022 08:00:00 - 06/01/2022 09:00:00","BZN|CH","Without sequence","249.1","",""
"06/01/2022 09:00:00 - 06/01/2022 10:00:00","BZN|CH","Without sequence","247.19","",""
"06/01/2022 10:00:00 - 06/01/2022 11:00:00","BZN|CH","Without sequence","250.47","",""
"06/01/2022 11:00:00 - 06/01/2022 12:00:00","BZN|CH","Without sequence","241.05","",""
"06/01/2022 12:00:00 - 06/01/2022 13:00:00","BZN|CH","Without sequence","238.27","",""
"06/01/2022 13:00:00 - 06/01/2022 14:00:00","BZN|CH","Without sequence","239.2","",""
"06/01/2022 14:00:00 - 06/01/2022 15:00:00","BZN|CH","Without sequence","234.08","",""
"06/01/2022 15:00:00 - 06/01/2022 16:00:00","BZN|CH","Without sequence","239.49","",""
"06/01/2022 16:00:00 - 06/01/2022 17:00:00","BZN|CH","Without sequence","245.98","",""
"06/01/2022 17:00:00 - 06/01/2022 18:00:00","BZN|CH","Without sequence","266.28","",""
"06/01/2022 18:00:00 - 06/01/2022 19:00:00","BZN|CH","Without sequence","265.48","",""
"06/01/2022 19:00:00 - 06/01/2022 20:00:00","BZN|CH","Without sequence","250.34","",""
"06/01/2022 20:00:00 - 06/01/2022 21:00:00","BZN|CH","Without sequence","241.79","",""
"06/01/2022 21:00:00 - 06/01/2022 22:00:00","BZN|CH","Without sequence","221.43","",""
"06/01/2022 22:00:00 - 06/01/2022 23:00:00","BZN|CH","Without sequence","209.25","",""
"06/01/2022 23:00:00 - 07/01/2022 00:00:00","BZN|CH","Without sequence","198.12","",""
"07/01/2022 00:00:00 - 07/01/2022 01:00:00","BZN|CH","Without sequence","202.49","",""
"07/01/2022 01:00:00 - 07/01/2022 02:00:00","BZN|CH","Without sequence","197.5","",""
"07/01/2022 02:00:00 - 07/01/2022 03:00:00","BZN|CH","Without sequence","189.14","",""
"07/01/2022 03:00:00 - 07/01/2022 04:00:00","BZN|CH","Without sequence","175.92","",""
"07/01/2022 04:00:00 - 07/01/2022 05:00:00","BZN|CH","Without sequence","170.53","",""
"07/01/2022 05:00:00 - 07/01/2022 06:00:00","BZN|CH","Without sequence","182.93","",""
"07/01/2022 06:00:00 - 07/01/2022 07:00:00","BZN|CH","Without sequence","207.97","",""
"07/01/2022 07:00:00 - 07/01/2022 08:00:00","BZN|CH","Without sequence","247.17","",""
"07/01/2022 08:00:00 - 07/01/2022 09:00:00","BZN|CH","Without sequence","266.58","",""
"07/01/2022 09:00:00 - 07/01/2022 10:00:00","BZN|CH","Without sequence","265.83","",""
"07/01/2022 10:00:00 - 07/01/2022 11:00:00","BZN|CH","Without sequence","256.87","",""
"07/01/2022 11:00:00 - 07/01/2022 12:00:00","BZN|CH","Without sequence","245.52","",""
"07/01/2022 12:00:00 - 07/01/2022 13:00:00","BZN|CH","Without sequence","241.58","",""
"07/01/2022 13:00:00 - 07/01/2022 14:00:00","BZN|CH","Without sequence","232.38","",""
"07/01/2022 14:00:00 - 07/01/2022 15:00:00","BZN|CH","Without sequence","230.92","",""
"07/01/2022 15:00:00 - 07/01/2022 16:00:00","BZN|CH","Without sequence","235.29","",""
"07/01/2022 16:00:00 - 07/01/2022 17:00:00","BZN|CH","Without sequence","246.03","",""
"07/01/2022 17:00:00 - 07/01/2022 18:00:00","BZN|CH","Without sequence","258.9","",""
"07/01/2022 18:00:00 - 07/01/2022 19:00:00","BZN|CH","Without sequence","266.56","",""
"07/01/2022 19:00:00 - 07/01/2022 20:00:00","BZN|CH","Without sequence","256.67","",""
"07/01/2022 20:00:00 - 07/01/2022 21:00:00","BZN|CH","Without sequence","239.02","",""
"07/01/2022 21:00:00 - 07/01/2022 22:00:00","BZN|CH","Without sequence","223.79","",""
"07/01/2022 22:00:00 - 07/01/2022 23:00:00","BZN|CH","Without sequence","213.85","",""
"07/01/2022 23:00:00 - 08/01/2022 00:00:00","BZN|CH","Without sequence","211.64","",""
"08/01/2022 00:00:00 - 08/01/2022 01:00:00","BZN|CH","Without sequence","215.25","",""
"08/01/2022 01:00:00 - 08/01/2022 02:00:00","BZN|CH","Without sequence","205.15","",""
"08/01/2022 02:00:00 - 08/01/2022 03:00:00","BZN|CH","Without sequence","202.22","",""
"08/01/2022 03:00:00 - 08/01/2022 04:00:00","BZN|CH","Without sequence","202.01","",""
"08/01/2022 04:00:00 - 08/01/2022 05:00:00","BZN|CH","Without sequence","199.93","",""
"08/01/2022 05:00:00 - 08/01/2022 06:00:00","BZN|CH","Without sequence","201.88","",""
"08/01/2022 06:00:00 - 08/01/2022 07:00:00","BZN|CH","Without sequence","202.02","",""
"08/01/2022 07:00:00 - 08/01/2022 08:00:00","BZN|CH","Without sequence","220.73","",""
"08/01/2022 08:00:00 - 08/01/2022 09:00:00","BZN|CH","Without sequence","228.09","",""
"08/01/2022 09:00:00 - 08/01/2022 10:00:00","BZN|CH","Without sequence","245.26","",""
"08/01/2022 10:00:00 - 08/01/2022 11:00:00","BZN|CH","Without sequence","227.48","",""
"08/01/2022 11:00:00 - 08/01/2022 12:00:00","BZN|CH","Without sequence","222.45","",""
"08/01/2022 12:00:00 - 08/01/2022 13:00:00","BZN|CH","Without sequence","214.57","",""
"08/01/2022 13:00:00 - 08/01/2022 14:00:00","BZN|CH","Without sequence","209.47","",""
"08/01/2022 14:00:00 - 08/01/2022 15:00:00","BZN|CH","Without sequence","212.63","",""
"08/01/2022 15:00:00 - 08/01/2022 16:00:00","BZN|CH","Without sequence","218.0","",""
"08/01/2022 16:00:00 - 08/01/2022 17:00:00","BZN|CH","Without sequence","227.75","",""
"08/01/2022 17:00:00 - 08/01/2022 18:00:00","BZN|CH","Without sequence","255.16","",""
"08/01/2022 18:00:00 - 08/01/2022 19:00:00","BZN|CH","Without sequence","259.8","",""
"08/01/2022 19:00:00 - 08/01/2022 20:00:00","BZN|CH","Without sequence","261.57","",""
"08/01/2022 20:00:00 - 08/01/2022 21:00:00","BZN|CH","Without sequence","242.47","",""
"08/01/2022 21:00:00 - 08/01/2022 22:00:00","BZN|CH","Without sequence","222.54","",""
"08/01/2022 22:00:00 - 08/01/2022 23:00:00","BZN|CH","Without sequence","215.78","",""
"08/01/2022 23:00:00 - 09/01/2022 00:00:00","BZN|CH","Without sequence","203.24","",""
"09/01/2022 00:00:00 - 09/01/2022 01:00:00","BZN|CH","Without sequence","219.26","",""
"09/01/2022 01:00:00 - 09/01/2022 02:00:00","BZN|CH","Without sequence","205.11","",""
"09/01/2022 02:00:00 - 09/01/2022 03:00:00","BZN|CH","Without sequence","195.97","",""
"09/01/2022 03:00:00 - 09/01/2022 04:00:00","BZN|CH","Without sequence","178.72","",""
"09/01/2022 04:00:00 - 09/01/2022 05:00:00","BZN|CH","Without sequence","177.77","",""
"09/01/2022 05:00:00 - 09/01/2022 06:00:00","BZN|CH","Without sequence","180.46","",""
"09/01/2022 06:00:00 - 09/01/2022 07:00:00","BZN|CH","Without sequence","200.41","",""
"09/01/2022 07:00:00 - 09/01/2022 08:00:00","BZN|CH","Without sequence","179.95","",""
"09/01/2022 08:00:00 - 09/01/2022 09:00:00","BZN|CH","Without sequence","183.99","",""
"09/01/2022 09:00:00 - 09/01/2022 10:00:00","BZN|CH","Without sequence","198.27","",""
"09/01/2022 10:00:00 - 09/01/2022 11:00:00","BZN|CH","Without sequence","223.77","",""
"09/01/2022 11:00:00 - 09/01/2022 12:00:00","BZN|CH","Without sequence","224.47","",""
"09/01/2022 12:00:00 - 09/01/2022 13:00:00","BZN|CH","Without sequence","224.66","",""
"09/01/2022 13:00:00 - 09/01/2022 14:00:00","BZN|CH","Without sequence","212.03","",""
"09/01/2022 14:00:00 - 09/01/2022 15:00:00","BZN|CH","Without sequence","216.3","",""
"09/01/2022 15:00:00 - 09/01/2022 16:00:00","BZN|CH","Without sequence","218.88","",""
"09/01/2022 16:00:00 - 09/01/2022 17:00:00","BZN|CH","Without sequence","226.66","",""
"09/01/2022 17:00:00 - 09/01/2022 18:00:00","BZN|CH","Without sequence","235.39","",""
"09/01/2022 18:00:00 - 09/01/2022 19:00:00","BZN|CH","Without sequence","243.15","",""
"09/01/2022 19:00:00 - 09/01/2022 20:00:00","BZN|CH","Without sequence","243.36","",""
"09/01/2022 20:00:00 - 09/01/2022 21:00:00","BZN|CH","Without sequence","232.58","",""
"09/01/2022 21:00:00 - 09/01/2022 22:00:00","BZN|CH","Without sequence","219.76","",""
"09/01/2022 22:00:00 - 09/01/2022 23:00:00","BZN|CH","Without sequence","214.49","",""
"09/01/2022 23:00:00 - 10/01/2022 00:00:00","BZN|CH","Without sequence","211.83","",""
"10/01/2022 00:00:00 - 10/01/2022 01:00:00","BZN|CH","Without sequence","210.02","",""
"10/01/2022 01:00:00 - 10/01/2022 02:00:00","BZN|CH","Without sequence","203.33","",""
"10/01/2022 02:00:00 - 10/01/2022 03:00:00","BZN|CH","Without sequence","196.7","",""
"10/01/2022 03:00:00 - 10/01/2022 04:00:00","BZN|CH","Without sequence","195.86","",""
"10/01/2022 04:00:00 - 10/01/2022 05:00:00","BZN|CH","Without sequence","198.12","",""
"10/01/2022 05:00:00 - 10/01/2022 06:00:00","BZN|CH","Without sequence","209.37","",""
"10/01/2022 06:00:00 - 10/01/2022 07:00:00","BZN|CH","Without sequence","252.67","",""
"10/01/2022 07:00:00 - 10/01/2022 08:00:00","BZN|CH","Without sequence","297.29","",""
"10/01/2022 08:00:00 - 10/01/2022 09:00:00","BZN|CH","Without sequence","309.32","",""
"10/01/2022 09:00:00 - 10/01/2022 10:00:00","BZN|CH","Without sequence","309.99","",""
"10/01/2022 10:00:00 - 10/01/2022 11:00:00","BZN|CH","Without sequence","305.03","",""
"10/01/2022 11:00:00 - 10/01/2022 12:00:00","BZN|CH","Without sequence","304.02","",""
"10/01/2022 12:00:00 - 10/01/2022 13:00:00","BZN|CH","Without sequence","297.1","",""
"10/01/2022 13:00:00 - 10/01/2022 14:00:00","BZN|CH","Without sequence","286.5","",""
"10/01/2022 14:00:00 - 10/01/2022 15:00:00","BZN|CH","Without sequence","289.3","",""
"10/01/2022 15:00:00 - 10/01/2022 16:00:00","BZN|CH","Without sequence","295.99","",""
"10/01/2022 16:00:00 - 10/01/2022 17:00:00","BZN|CH","Without sequence","302.97","",""
"10/01/2022 17:00:00 - 10/01/2022 18:00:00","BZN|CH","Without sequence","322.5","",""
"10/01/2022 18:00:00 - 10/01/2022 19:00:00","BZN|CH","Without sequence","321.9","",""
"10/01/2022 19:00:00 - 10/01/2022 20:00:00","BZN|CH","Without sequence","301.44","",""
"10/01/2022 20:00:00 - 10/01/2022 21:00:00","BZN|CH","Without sequence","279.68","",""
"10/01/2022 21:00:00 - 10/01/2022 22:00:00","BZN|CH","Without sequence","257.17","",""
"10/01/2022 22:00:00 - 10/01/2022 23:00:00","BZN|CH","Without sequence","240.14","",""
"10/01/2022 23:00:00 - 11/01/2022 00:00:00","BZN|CH","Without sequence","225.79","",""
"11/01/2022 00:00:00 - 11/01/2022 01:00:00","BZN|CH","Without sequence","213.6","",""
"11/01/2022 01:00:00 - 11/01/2022 02:00:00","BZN|CH","Without sequence","203.48","",""
"11/01/2022 02:00:00 - 11/01/2022 03:00:00","BZN|CH","Without sequence","197.75","",""
"11/01/2022 03:00:00 - 11/01/2022 04:00:00","BZN|CH","Without sequence","194.96","",""
"11/01/2022 04:00:00 - 11/01/2022 05:00:00","BZN|CH","Without sequence","195.05","",""
"11/01/2022 05:00:00 - 11/01/2022 06:00:00","BZN|CH","Without sequence","203.0","",""
"11/01/2022 06:00:00 - 11/01/2022 07:00:00","BZN|CH","Without sequence","239.9","",""
"11/01/2022 07:00:00 - 11/01/2022 08:00:00","BZN|CH","Without sequence","293.37","",""
"11/01/2022 08:00:00 - 11/01/2022 09:00:00","BZN|CH","Without sequence","310.01","",""
"11/01/2022 09:00:00 - 11/01/2022 10:00:00","BZN|CH","Without sequence","299.43","",""
"11/01/2022 10:00:00 - 11/01/2022 11:00:00","BZN|CH","Without sequence","291.22","",""
"11/01/2022 11:00:00 - 11/01/2022 12:00:00","BZN|CH","Without sequence","280.97","",""
"11/01/2022 12:00:00 - 11/01/2022 13:00:00","BZN|CH","Without sequence","275.65","",""
"11/01/2022 13:00:00 - 11/01/2022 14:00:00","BZN|CH","Without sequence","271.51","",""
"11/01/2022 14:00:00 - 11/01/2022 15:00:00","BZN|CH","Without sequence","274.29","",""
"11/01/2022 15:00:00 - 11/01/2022 16:00:00","BZN|CH","Without sequence","280.11","",""
"11/01/2022 16:00:00 - 11/01/2022 17:00:00","BZN|CH","Without sequence","286.78","",""
"11/01/2022 17:00:00 - 11/01/2022 18:00:00","BZN|CH","Without sequence","314.39","",""
"11/01/2022 18:00:00 - 11/01/2022 19:00:00","BZN|CH","Without sequence","321.88","",""
"11/01/2022 19:00:00 - 11/01/2022 20:00:00","BZN|CH","Without sequence","308.73","",""
"11/01/2022 20:00:00 - 11/01/2022 21:00:00","BZN|CH","Without sequence","277.08","",""
"11/01/2022 21:00:00 - 11/01/2022 22:00:00","BZN|CH","Without sequence","247.0","",""
"11/01/2022 22:00:00 - 11/01/2022 23:00:00","BZN|CH","Without sequence","230.37","",""
"11/01/2022 23:00:00 - 12/01/2022 00:00:00","BZN|CH","Without sequence","217.22","",""
"12/01/2022 00:00:00 - 12/01/2022 01:00:00","BZN|CH","Without sequence","203.01","",""
"12/01/2022 01:00:00 - 12/01/2022 02:00:00","BZN|CH","Without sequence","199.14","",""
"12/01/2022 02:00:00 - 12/01/2022 03:00:00","BZN|CH","Without sequence","196.13","",""
"12/01/2022 03:00:00 - 12/01/2022 04:00:00","BZN|CH","Without sequence","190.56","",""
"12/01/2022 04:00:00 - 12/01/2022 05:00:00","BZN|CH","Without sequence","192.47","",""
"12/01/2022 05:00:00 - 12/01/2022 06:00:00","BZN|CH","Without sequence","204.88","",""
"12/01/2022 06:00:00 - 12/01/2022 07:00:00","BZN|CH","Without sequence","234.91","",""
"12/01/2022 07:00:00 - 12/01/2022 08:00:00","BZN|CH","Without sequence","289.53","",""
"12/01/2022 08:00:00 - 12/01/2022 09:00:00","BZN|CH","Without sequence","308.66","",""
"12/01/2022 09:00:00 - 12/01/2022 10:00:00","BZN|CH","Without sequence","302.43","",""
"12/01/2022 10:00:00 - 12/01/2022 11:00:00","BZN|CH","Without sequence","287.97","",""
"12/01/2022 11:00:00 - 12/01/2022 12:00:00","BZN|CH","Without sequence","275.71","",""
"12/01/2022 12:00:00 - 12/01/2022 13:00:00","BZN|CH","Without sequence","260.57","",""
"12/01/2022 13:00:00 - 12/01/2022 14:00:00","BZN|CH","Without sequence","254.63","",""
"12/01/2022 14:00:00 - 12/01/2022 15:00:00","BZN|CH","Without sequence","256.29","",""
"12/01/2022 15:00:00 - 12/01/2022 16:00:00","BZN|CH","Without sequence","263.92","",""
"12/01/2022 16:00:00 - 12/01/2022 17:00:00","BZN|CH","Without sequence","275.54","",""
"12/01/2022 17:00:00 - 12/01/2022 18:00:00","BZN|CH","Without sequence","298.94","",""
