time,airdensity,clearskyshortwave_instant,dif_instant,directshortwaveradiation_instant,dni_instant,extraterrestrialradiation_instant,felttemperature,ghi_instant,gni_instant,gust,precipitation,relativehumidity,sealevelpressure,surfaceairpressure,temperature,winddirection,winddirection_80m,windspeed,windspeed_80m
2025-07-31 10:15,1.15,583.84,198.75,115.19,177.48,861.57,18.42,313.93,412.41,6.09,0.02,78,1019.26,965.44,18.30,251,248,1.94,2.40
2025-07-31 10:30,1.15,617.54,204.51,129.54,190.51,902.70,18.60,334.05,429.84,6.30,0.01,78,1019.25,965.33,18.48,252,250,1.96,2.50
2025-07-31 10:45,1.15,649.25,208.78,144.52,203.83,941.26,18.78,353.31,445.93,6.49,0.01,77,1019.23,965.25,18.66,254,252,1.99,2.59
2025-07-31 11:00,1.15,678.81,211.54,160.05,217.45,977.10,18.95,371.59,460.67,6.65,0.01,77,1019.22,965.21,18.83,255,254,2.01,2.66
2025-07-31 11:15,1.15,706.07,223.79,163.86,215.37,1010.06,19.15,387.65,470.12,6.79,0.01,76,1019.15,965.25,19.02,255,254,2.02,2.72
2025-07-31 11:30,1.15,730.88,235.63,166.83,212.95,1040.00,19.34,402.46,478.73,6.92,0.00,75,1019.09,965.35,19.20,256,255,2.02,2.77
2025-07-31 11:45,1.15,753.13,247.00,168.93,210.22,1066.79,19.53,415.93,486.49,7.03,0.00,74,1019.02,965.45,19.39,256,255,2.02,2.81
2025-07-31 12:00,1.15,772.70,257.82,170.16,207.19,1090.31,19.73,427.99,493.39,7.12,0.00,74,1018.96,965.50,19.58,256,255,2.03,2.85
2025-07-31 12:15,1.15,789.49,267.89,170.44,203.75,1110.46,19.91,438.32,499.17,7.18,0.00,73,1018.89,965.46,19.77,255,254,2.04,2.88
2025-07-31 12:30,1.15,803.42,277.26,169.85,200.04,1127.16,20.10,447.11,504.07,7.22,0.00,72,1018.83,965.37,19.97,255,254,2.06,2.90
2025-07-31 12:45,1.15,814.43,285.89,168.41,196.06,1140.33,20.28,454.30,508.09,7.24,0.00,71,1018.76,965.27,20.16,255,253,2.07,2.91
2025-07-31 13:00,1.15,822.45,293.70,166.15,191.82,1149.92,20.47,459.85,511.25,7.26,0.00,70,1018.69,965.18,20.36,254,253,2.09,2.92
2025-07-31 13:15,1.14,827.45,300.25,162.89,187.08,1155.89,20.66,463.13,512.86,7.28,0.00,69,1018.63,965.13,20.55,254,252,2.08,2.93
2025-07-31 13:30,1.14,829.40,305.85,158.87,182.10,1158.21,20.86,464.71,513.57,7.29,0.00,69,1018.56,965.08,20.74,253,252,2.08,2.92
2025-07-31 13:45,1.14,828.30,310.45,154.13,176.88,1156.87,21.05,464.58,499.90,7.30,0.00,68,1018.50,965.04,20.93,253,252,2.08,2.91
2025-07-31 14:00,1.14,824.14,314.00,148.74,171.42,1151.87,21.24,462.73,498.39,7.30,0.00,67,1018.43,964.96,21.12,253,252,2.08,2.90
2025-07-31 14:15,1.14,816.95,310.06,163.45,189.81,1143.24,21.40,473.52,527.43,7.28,0.00,66,1018.32,964.85,21.29,254,253,2.07,2.87
2025-07-31 14:30,1.14,806.76,305.28,176.98,207.74,1131.02,21.56,482.26,541.68,7.25,0.00,65,1018.21,964.72,21.46,255,254,2.07,2.83
2025-07-31 14:45,1.14,793.62,299.63,189.18,225.20,1115.25,21.72,488.81,554.85,7.22,0.00,65,1018.10,964.58,21.63,256,256,2.06,2.78
2025-07-31 15:00,1.14,777.60,293.12,199.95,242.20,1096.00,21.88,493.07,566.88,7.22,0.00,64,1018.00,964.45,21.80,257,258,2.06,2.72
2025-07-31 15:15,1.14,758.77,285.40,208.93,258.42,1073.36,22.02,494.33,577.01,7.26,0.00,63,1017.89,964.34,21.92,259,260,2.03,2.67
2025-07-31 15:30,1.14,737.24,276.85,216.27,274.11,1047.42,22.15,493.12,585.90,7.32,0.00,63,1017.78,964.23,22.03,261,263,2.00,2.61
2025-07-31 15:45,1.14,713.09,267.51,221.88,289.27,1018.29,22.28,489.39,593.48,7.37,0.00,62,1017.67,964.13,22.15,262,265,1.97,2.55
2025-07-31 16:00,1.14,686.47,257.38,225.70,303.86,986.10,22.42,483.07,599.68,7.40,0.00,62,1017.56,964.04,22.27,264,267,1.94,2.50
2025-07-31 16:15,1.14,657.49,246.24,227.43,317.51,950.98,22.45,473.68,603.84,7.40,0.00,62,1017.46,963.96,22.28,265,269,1.92,2.44
2025-07-31 16:30,1.14,626.31,234.43,227.29,330.47,913.09,22.48,461.72,606.51,7.38,0.00,62,1017.35,963.89,22.30,266,270,1.90,2.39
2025-07-31 16:45,1.14,593.10,221.95,225.23,342.68,872.59,22.52,447.18,607.61,7.33,0.00,62,1017.24,963.82,22.32,266,270,1.87,2.33
2025-07-31 17:00,1.14,558.02,208.86,221.24,354.03,829.64,22.55,430.10,632.02,7.25,0.00,62,1017.13,963.74,22.33,266,270,1.85,2.27
2025-07-31 17:15,1.14,521.26,196.08,208.38,352.66,784.44,22.48,404.45,619.45,7.13,0.00,62,1017.14,963.63,22.24,265,269,1.81,2.20
2025-07-31 17:30,1.14,483.03,182.61,194.69,350.64,737.17,22.41,377.30,605.17,6.98,0.00,62,1017.14,963.51,22.15,263,266,1.78,2.14
2025-07-31 17:45,1.14,443.55,168.53,180.26,347.83,688.04,22.34,348.79,589.09,6.84,0.00,62,1017.15,963.41,22.06,261,262,1.75,2.12
2025-07-31 18:00,1.14,403.05,153.91,165.16,344.07,637.27,22.27,319.06,571.11,6.69,0.00,63,1017.16,963.34,21.97,257,257,1.71,2.11
2025-07-31 18:15,1.14,361.79,138.96,149.59,339.47,585.05,22.10,288.55,551.53,6.53,0.00,63,1017.16,963.33,21.78,253,252,1.68,2.11
2025-07-31 18:30,1.14,320.04,123.64,133.54,333.48,531.63,21.93,257.18,529.73,6.37,0.00,64,1017.17,963.36,21.59,249,246,1.65,2.11
2025-07-31 18:45,1.14,278.10,108.08,117.11,325.79,477.23,21.76,225.19,505.49,6.18,0.00,65,1017.18,963.41,21.40,244,240,1.62,2.13
2025-07-31 19:00,1.14,236.34,92.41,100.45,315.97,422.07,21.58,192.86,478.46,5.97,0.00,66,1017.18,963.46,21.21,239,234,1.58,2.16
2025-07-31 19:15,1.14,195.15,76.69,83.62,302.99,366.41,21.37,160.31,447.53,5.75,0.00,66,1017.19,963.52,20.98,234,228,1.56,2.22
2025-07-31 19:30,1.14,155.04,61.25,67.00,286.50,310.47,21.15,128.24,412.64,5.52,0.00,67,1017.20,963.61,20.75,229,223,1.54,2.29
2025-07-31 19:45,1.14,116.64,46.35,50.86,265.35,254.49,20.93,97.22,372.69,5.30,0.00,68,1017.20,963.67,20.52,225,219,1.52,2.35
2025-07-31 20:00,1.14,80.84,32.35,35.61,237.94,198.72,20.72,67.97,339.80,5.10,0.00,69,1017.21,963.67,20.29,221,216,1.49,2.40
2025-07-31 20:15,1.14,48.97,22.33,20.72,191.82,143.39,20.50,43.05,281.78,4.94,0.00,70,1017.26,963.58,20.07,217,214,1.48,2.44
2025-07-31 20:30,1.15,23.13,11.95,9.40,107.85,88.74,20.27,21.35,168.02,4.78,0.00,71,1017.30,963.41,19.85,213,212,1.47,2.48
2025-07-31 20:45,1.15,6.23,3.68,2.46,28.27,35.00,20.05,6.14,43.17,4.62,0.00,72,1017.35,963.23,19.63,210,211,1.46,2.51
2025-07-31 21:00,1.15,0.00,0.00,0.00,0.00,0.00,19.83,0.00,0.00,4.49,0.00,73,1017.39,963.09,19.41,207,209,1.45,2.52
2025-07-31 21:15,1.15,0.00,0.00,0.00,0.00,0.00,19.62,0.00,0.00,4.41,0.00,73,1017.44,962.99,19.22,206,208,1.48,2.56
2025-07-31 21:30,1.15,0.00,0.00,0.00,0.00,0.00,19.40,0.00,0.00,4.34,0.00,74,1017.48,962.92,19.03,205,208,1.50,2.58
2025-07-31 21:45,1.15,0.00,0.00,0.00,0.00,0.00,19.19,0.00,0.00,4.29,0.01,75,1017.53,962.86,18.84,205,207,1.52,2.60
2025-07-31 22:00,1.15,0.00,0.00,0.00,0.00,0.00,18.98,0.00,0.00,4.27,0.01,76,1017.58,962.80,18.65,204,206,1.54,2.62
2025-07-31 22:15,1.15,0.00,0.00,0.00,0.00,0.00,18.80,0.00,0.00,4.29,0.01,76,1017.62,962.74,18.50,204,206,1.57,2.65
2025-07-31 22:30,1.15,0.00,0.00,0.00,0.00,0.00,18.62,0.00,0.00,4.33,0.01,77,1017.67,962.69,18.35,203,206,1.60,2.67
2025-07-31 22:45,1.15,0.00,0.00,0.00,0.00,0.00,18.43,0.00,0.00,4.39,0.01,78,1017.71,962.65,18.19,202,205,1.64,2.69
2025-07-31 23:00,1.15,0.00,0.00,0.00,0.00,0.00,18.25,0.00,0.00,4.45,0.01,78,1017.76,962.61,18.04,202,205,1.67,2.71
2025-07-31 23:15,1.15,0.00,0.00,0.00,0.00,0.00,18.11,0.00,0.00,4.48,0.01,79,1017.72,962.58,17.90,202,205,1.67,2.66
2025-07-31 23:30,1.15,0.00,0.00,0.00,0.00,0.00,17.97,0.00,0.00,4.54,0.01,80,1017.68,962.57,17.77,202,204,1.66,2.61
2025-07-31 23:45,1.15,0.00,0.00,0.00,0.00,0.00,17.84,0.00,0.00,4.59,0.01,80,1017.64,962.56,17.63,202,204,1.66,2.54
2025-08-01 00:00,1.15,0.00,0.00,0.00,0.00,0.00,17.70,0.00,0.00,4.61,0.00,81,1017.60,962.52,17.49,203,204,1.65,2.47
2025-08-01 00:15,1.15,0.00,0.00,0.00,0.00,0.00,17.55,0.00,0.00,4.56,0.00,82,1017.56,962.44,17.34,203,204,1.65,2.39
2025-08-01 00:30,1.15,0.00,0.00,0.00,0.00,0.00,17.40,0.00,0.00,4.47,0.00,82,1017.52,962.34,17.20,205,205,1.64,2.31
2025-08-01 00:45,1.16,0.00,0.00,0.00,0.00,0.00,17.25,0.00,0.00,4.37,0.00,83,1017.48,962.23,17.05,206,205,1.63,2.24
2025-08-01 01:00,1.16,0.00,0.00,0.00,0.00,0.00,17.10,0.00,0.00,4.31,0.00,84,1017.44,962.13,16.91,207,205,1.63,2.17
2025-08-01 01:15,1.16,0.00,0.00,0.00,0.00,0.00,16.95,0.00,0.00,4.30,0.00,84,1017.40,962.02,16.76,208,205,1.62,2.11
2025-08-01 01:30,1.16,0.00,0.00,0.00,0.00,0.00,16.80,0.00,0.00,4.31,0.00,85,1017.36,961.92,16.61,209,206,1.61,2.06
2025-08-01 01:45,1.16,0.00,0.00,0.00,0.00,0.00,16.65,0.00,0.00,4.34,0.00,86,1017.32,961.82,16.45,210,206,1.60,2.03
2025-08-01 02:00,1.16,0.00,0.00,0.00,0.00,0.00,16.50,0.00,0.00,4.37,0.00,86,1017.28,961.73,16.30,212,207,1.59,2.00
2025-08-01 02:15,1.16,0.00,0.00,0.00,0.00,0.00,16.34,0.00,0.00,4.48,0.00,87,1017.20,961.67,16.16,214,243,1.60,4.09
2025-08-01 02:30,1.16,0.00,0.00,0.00,0.00,0.00,16.18,0.00,0.00,4.62,0.00,88,1017.11,961.61,16.02,217,246,1.62,4.09
2025-08-01 02:45,1.16,0.00,0.00,0.00,0.00,0.00,16.02,0.00,0.00,4.73,0.00,88,1017.03,961.57,15.88,219,248,1.64,4.08
2025-08-01 03:00,1.16,0.00,0.00,0.00,0.00,0.00,15.86,0.00,0.00,4.77,0.00,89,1016.94,961.54,15.74,222,250,1.65,4.07
2025-08-01 03:15,1.16,0.00,0.00,0.00,0.00,0.00,15.80,0.00,0.00,4.66,0.00,89,1016.85,961.53,15.67,224,252,1.64,4.02
2025-08-01 03:30,1.16,0.00,0.00,0.00,0.00,0.00,15.73,0.00,0.00,4.47,0.00,90,1016.77,961.54,15.60,226,253,1.63,3.97
2025-08-01 03:45,1.16,0.00,0.00,0.00,0.00,0.00,15.66,0.00,0.00,4.30,0.00,90,1016.68,961.55,15.53,228,255,1.62,3.91
2025-08-01 04:00,1.16,0.00,0.00,0.00,0.00,0.00,15.59,0.00,0.00,4.26,0.00,90,1016.60,961.55,15.46,229,255,1.61,3.84
2025-08-01 04:15,1.16,0.00,0.00,0.00,0.00,0.00,15.61,0.00,0.00,4.43,0.00,90,1016.52,961.54,15.47,230,255,1.60,3.76
2025-08-01 04:30,1.16,0.00,0.00,0.00,0.00,0.00,15.63,0.00,0.00,4.74,0.00,90,1016.43,961.54,15.47,231,255,1.58,3.66
2025-08-01 04:45,1.16,0.00,0.00,0.00,0.00,0.00,15.65,0.00,0.00,5.05,0.00,90,1016.34,961.52,15.48,231,254,1.56,3.57
2025-08-01 05:00,1.16,0.00,0.00,0.00,0.00,0.00,15.67,0.00,0.00,5.21,0.00,90,1016.26,961.45,15.49,231,254,1.55,3.50
2025-08-01 05:15,1.16,0.00,0.00,0.00,0.00,0.00,15.78,0.00,0.00,5.13,0.00,90,1016.25,961.30,15.58,232,253,1.53,3.46
2025-08-01 05:30,1.16,0.00,0.00,0.00,0.00,0.00,15.89,0.00,0.00,4.91,0.00,89,1016.25,961.09,15.67,232,251,1.51,3.45
2025-08-01 05:45,1.16,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,4.65,0.00,89,1016.24,960.88,15.76,232,250,1.49,3.44
2025-08-01 06:00,1.16,0.00,0.00,0.00,0.00,0.00,16.11,0.00,0.00,4.47,0.00,89,1016.24,960.74,15.85,231,248,1.47,3.44
2025-08-01 06:15,1.16,2.92,1.96,0.16,1.88,18.53,16.26,2.13,2.96,4.43,0.00,88,1016.23,960.68,15.99,231,247,1.47,3.46
2025-08-01 06:30,1.16,16.77,11.88,0.95,10.94,71.92,16.41,12.83,17.77,4.47,0.00,87,1016.22,960.66,16.13,231,245,1.47,3.48
2025-08-01 06:45,1.16,40.11,28.16,2.17,22.81,126.29,16.56,30.33,52.52,4.50,0.00,87,1016.22,960.68,16.27,232,244,1.48,3.49
2025-08-01 07:00,1.16,70.34,48.59,3.58,26.19,181.41,16.71,52.16,84.96,4.47,0.00,86,1016.21,960.73,16.41,232,243,1.48,3.47
2025-08-01 07:15,1.16,105.05,70.27,4.93,27.61,237.04,16.91,75.20,113.46,4.33,0.00,85,1016.21,960.82,16.59,234,243,1.48,3.40
2025-08-01 07:30,1.15,142.71,92.19,6.13,27.79,292.94,17.11,98.32,137.95,4.12,0.00,85,1016.20,960.95,16.77,235,243,1.48,3.29
2025-08-01 07:45,1.15,182.32,113.46,7.12,27.09,348.88,17.31,120.58,158.50,3.92,0.00,84,1016.20,961.07,16.96,237,243,1.49,3.17
2025-08-01 08:00,1.15,223.18,133.49,7.85,25.77,404.62,17.51,141.35,151.67,3.81,0.00,83,1016.19,961.12,17.14,240,244,1.49,3.07
2025-08-01 08:15,1.15,264.76,151.34,17.92,51.72,459.91,17.69,169.25,216.72,3.90,0.00,83,1016.14,961.05,17.34,242,245,1.54,3.09
2025-08-01 08:30,1.15,306.62,167.29,30.50,78.70,514.52,17.87,197.79,256.79,4.30,0.00,82,1016.09,960.91,17.54,244,246,1.58,3.35
2025-08-01 08:45,1.15,348.40,181.24,45.50,106.33,568.22,18.05,226.75,318.74,4.77,0.00,81,1016.04,960.75,17.74,245,246,1.63,3.64
2025-08-01 09:00,1.15,389.79,193.09,62.80,134.32,620.77,18.24,255.88,356.27,5.25,0.00,80,1015.99,960.60,17.94,246,247,1.67,3.92
2025-08-01 09:15,1.15,430.49,202.11,81.96,161.96,671.96,18.43,284.07,390.54,5.73,0.00,79,1015.94,960.46,18.16,247,248,1.75,4.19
2025-08-01 09:30,1.15,470.24,208.95,102.93,189.43,721.55,18.61,311.88,422.68,6.22,0.00,78,1015.89,960.33,18.38,248,249,1.82,4.45
2025-08-01 09:45,1.15,508.82,213.64,125.52,216.65,769.34,18.80,339.16,476.70,6.69,0.00,78,1015.85,960.19,18.61,249,250,1.90,4.70
2025-08-01 10:00,1.15,545.98,216.24,149.51,243.55,815.12,18.99,365.75,503.79,7.14,0.00,77,1015.80,960.08,18.83,250,251,1.97,4.90
2025-08-01 10:15,1.14,581.53,220.24,177.38,274.30,858.70,19.18,397.63,536.73,7.53,0.00,76,1015.75,959.97,19.07,251,252,2.06,5.05
2025-08-01 10:30,1.14,615.27,222.26,206.96,305.39,899.89,19.36,429.22,567.89,7.87,0.00,75,1015.70,959.88,19.30,252,253,2.15,5.13
2025-08-01 10:45,1.14,647.03,222.31,238.02,336.77,938.51,19.55,460.33,620.37,8.16,0.00,74,1015.65,959.80,19.53,253,254,2.23,5.18
2025-08-01 11:00,1.14,676.63,220.45,270.31,368.37,974.41,19.74,490.76,647.07,8.40,0.00,73,1015.60,959.76,19.76,254,255,2.32,5.22
2025-08-01 11:15,1.14,703.92,229.41,276.24,364.11,1007.41,19.91,505.64,649.28,8.62,0.00,72,1015.51,959.78,19.98,256,257,2.38,5.25
2025-08-01 11:30,1.14,728.76,237.57,280.83,359.47,1037.38,20.09,518.40,650.24,8.82,0.00,71,1015.42,959.83,20.19,258,259,2.45,5.27
2025-08-01 11:45,1.14,751.04,244.90,284.09,354.48,1064.20,20.27,528.99,650.04,9.00,0.00,70,1015.32,959.90,20.41,261,261,2.51,5.29
2025-08-01 12:00,1.14,770.63,251.35,286.03,349.18,1087.75,20.44,537.38,648.74,9.13,0.01,70,1015.23,959.95,20.62,263,263,2.57,5.30
2025-08-01 12:15,1.14,787.44,257.17,286.97,343.95,1107.92,20.55,544.14,647.08,9.22,0.01,69,1015.14,959.96,20.77,267,266,2.62,5.31
2025-08-01 12:30,1.14,801.38,262.07,286.65,338.46,1124.64,20.66,548.72,644.49,9.28,0.01,68,1015.05,959.97,20.93,270,269,2.68,5.33
2025-08-01 12:45,1.14,812.39,266.02,285.11,332.74,1137.82,20.76,551.13,641.05,9.31,0.01,67,1014.96,959.96,21.08,273,272,2.73,5.35
2025-08-01 13:00,1.14,820.41,269.02,282.37,326.79,1147.41,20.87,551.39,636.82,9.33,0.02,67,1014.87,959.94,21.23,276,275,2.79,5.38
2025-08-01 13:15,1.14,825.39,270.19,277.63,319.65,1153.38,20.89,547.82,629.95,9.35,0.02,66,1014.78,959.88,21.28,279,277,2.82,5.41
2025-08-01 13:30,1.14,827.32,270.35,271.82,312.33,1155.68,20.91,542.17,622.38,9.37,0.02,66,1014.68,959.81,21.32,281,280,2.84,5.44
2025-08-01 13:45,1.14,826.19,269.49,265.01,304.86,1154.33,20.94,534.50,614.12,9.37,0.03,66,1014.59,959.74,21.37,283,282,2.87,5.47
2025-08-01 14:00,1.13,822.00,267.63,257.27,297.25,1149.31,20.96,524.90,605.18,9.35,0.03,66,1014.50,959.73,21.42,285,283,2.90,5.50
2025-08-01 14:15,1.14,814.77,264.59,261.03,303.89,1140.65,20.87,525.62,609.92,9.28,0.04,66,1014.47,959.80,21.37,286,284,2.94,5.52
2025-08-01 14:30,1.14,804.54,260.60,263.70,310.33,1128.39,20.77,524.30,613.91,9.18,0.05,66,1014.44,959.92,21.32,287,285,2.99,5.54
2025-08-01 14:45,1.14,791.35,255.69,265.22,316.56,1112.58,20.68,520.91,617.10,9.08,0.06,66,1014.40,960.04,21.27,288,286,3.03,5.54
2025-08-01 15:00,1.14,775.28,249.88,265.55,322.55,1093.29,20.58,515.43,619.42,9.01,0.07,66,1014.37,960.14,21.22,288,286,3.08,5.50
2025-08-01 15:15,1.14,756.40,243.77,265.28,329.05,1070.59,20.45,509.05,622.21,9.02,0.08,66,1014.34,960.19,21.10,288,286,3.09,5.41
2025-08-01 15:30,1.14,734.80,236.79,263.74,335.28,1044.60,20.31,500.53,623.97,9.06,0.09,67,1014.31,960.24,20.98,288,285,3.10,5.28
2025-08-01 15:45,1.14,710.60,228.96,260.89,341.20,1015.41,20.18,489.86,624.61,9.09,0.10,67,1014.27,960.25,20.85,288,284,3.10,5.14
2025-08-01 16:00,1.14,683.91,220.34,256.73,346.77,983.15,20.04,477.07,624.06,9.05,0.10,68,1014.24,960.25,20.73,288,283,3.11,5.02
2025-08-01 16:15,1.14,654.87,211.21,251.53,352.35,947.96,19.91,462.74,622.95,8.90,0.11,68,1014.21,960.20,20.59,287,282,3.09,4.93
2025-08-01 16:30,1.14,623.63,201.34,244.97,357.49,910.00,19.78,446.31,620.47,8.69,0.12,69,1014.18,960.12,20.44,286,280,3.07,4.86
2025-08-01 16:45,1.14,590.36,190.79,237.06,362.10,869.41,19.65,427.85,616.55,8.46,0.12,69,1014.14,960.03,20.30,285,279,3.06,4.80
2025-08-01 17:00,1.14,555.22,179.61,227.83,366.11,826.39,19.51,407.43,611.11,8.25,0.12,70,1014.11,959.95,20.16,284,278,3.04,4.73
2025-08-01 17:15,1.14,518.41,175.03,199.22,338.71,781.10,19.41,374.26,581.10,8.08,0.12,71,1014.16,959.88,20.02,282,276,2.99,4.65
2025-08-01 17:30,1.14,480.13,169.21,171.70,310.76,733.74,19.30,340.91,521.88,7.90,0.11,71,1014.20,959.81,19.88,280,275,2.94,4.56
2025-08-01 17:45,1.14,440.60,162.12,145.50,282.27,684.53,19.20,307.63,487.32,7.69,0.10,72,1014.25,959.76,19.73,277,273,2.88,4.48
2025-08-01 18:00,1.14,400.06,153.74,120.85,253.26,633.66,19.09,274.59,450.78,7.44,0.09,72,1014.29,959.76,19.59,274,271,2.83,4.40
2025-08-01 18:15,1.14,358.76,144.05,97.95,223.75,581.35,19.02,242.00,412.28,7.13,0.07,73,1014.34,959.85,19.46,271,269,2.75,4.36
2025-08-01 18:30,1.14,316.99,133.07,77.03,193.81,527.84,18.94,210.10,371.91,6.79,0.06,73,1014.39,959.99,19.33,267,267,2.66,4.33
2025-08-01 18:45,1.14,275.04,120.81,58.28,163.52,473.34,18.87,179.09,305.82,6.46,0.04,74,1014.43,960.15,19.20,264,265,2.58,4.30
2025-08-01 19:00,1.14,233.28,107.31,41.89,133.06,418.09,18.79,149.20,262.44,6.14,0.03,75,1014.48,960.28,19.07,260,263,2.49,4.27
2025-08-01 19:15,1.15,192.11,92.61,28.00,102.61,362.33,18.74,120.60,217.58,5.86,0.03,75,1014.52,960.36,18.95,256,261,2.39,4.22
2025-08-01 19:30,1.15,152.05,76.92,16.77,72.73,306.29,18.68,93.69,171.80,5.61,0.03,76,1014.57,960.43,18.83,253,260,2.28,4.16
2025-08-01 19:45,1.15,113.75,60.51,8.31,44.12,250.22,18.63,68.82,106.54,5.40,0.03,76,1014.61,960.48,18.71,250,258,2.17,4.10
2025-08-01 20:00,1.15,78.14,43.83,2.63,17.97,194.36,18.58,46.46,62.20,5.25,0.05,77,1014.66,960.49,18.59,247,258,2.06,4.05
2025-08-01 20:15,1.15,46.59,28.18,1.47,14.01,138.94,18.52,29.64,40.13,5.15,0.08,77,1014.77,960.44,18.47,245,257,1.97,4.00
2025-08-01 20:30,1.15,21.32,13.93,0.62,7.17,84.20,18.46,14.55,15.19,5.10,0.12,77,1014.87,960.35,18.36,244,257,1.88,3.95
2025-08-01 20:45,1.15,5.22,3.76,0.14,1.66,30.37,18.40,3.90,3.74,5.09,0.17,78,1014.97,960.25,18.25,242,257,1.79,3.91
2025-08-01 21:00,1.15,0.00,0.00,0.00,0.00,0.00,18.34,0.00,0.00,5.12,0.22,78,1015.08,960.19,18.14,242,258,1.70,3.87
2025-08-01 21:15,1.15,0.00,0.00,0.00,0.00,0.00,18.25,0.00,0.00,5.19,0.28,78,1015.18,960.18,18.04,241,260,1.66,3.85
2025-08-01 21:30,1.15,0.00,0.00,0.00,0.00,0.00,18.17,0.00,0.00,5.29,0.34,79,1015.29,960.20,17.94,242,262,1.62,3.86
2025-08-01 21:45,1.15,0.00,0.00,0.00,0.00,0.00,18.09,0.00,0.00,5.47,0.41,79,1015.40,960.24,17.84,242,264,1.58,3.94
2025-08-01 22:00,1.15,0.00,0.00,0.00,0.00,0.00,18.01,0.00,0.00,5.66,0.47,79,1015.50,960.30,17.74,244,266,1.54,4.02
2025-08-01 22:15,1.15,0.00,0.00,0.00,0.00,0.00,17.91,0.00,0.00,5.85,0.52,80,1015.61,960.40,17.66,246,268,1.53,4.10
2025-08-01 22:30,1.15,0.00,0.00,0.00,0.00,0.00,17.82,0.00,0.00,5.98,0.57,80,1015.71,960.52,17.58,249,270,1.53,4.15
2025-08-01 22:45,1.15,0.00,0.00,0.00,0.00,0.00,17.73,0.00,0.00,6.07,0.60,80,1015.81,960.67,17.49,251,271,1.53,4.16
2025-08-01 23:00,1.15,0.00,0.00,0.00,0.00,0.00,17.64,0.00,0.00,6.13,0.62,80,1015.92,960.81,17.41,253,272,1.53,4.17
2025-08-01 23:15,1.15,0.00,0.00,0.00,0.00,0.00,17.56,0.00,0.00,6.18,0.64,81,1015.95,960.98,17.35,253,272,1.53,4.18
2025-08-01 23:30,1.15,0.00,0.00,0.00,0.00,0.00,17.49,0.00,0.00,6.21,0.64,81,1015.98,961.16,17.28,253,271,1.54,4.17
2025-08-01 23:45,1.15,0.00,0.00,0.00,0.00,0.00,17.41,0.00,0.00,6.22,0.63,81,1016.01,961.33,17.21,253,270,1.54,4.16
2025-08-02 00:00,1.15,0.00,0.00,0.00,0.00,0.00,17.33,0.00,0.00,6.21,0.61,81,1016.04,961.42,17.15,253,270,1.54,4.14
