time,airdensity,clearskyshortwave_instant,dif_instant,directshortwaveradiation_instant,dni_instant,extraterrestrialradiation_instant,felttemperature,ghi_instant,gni_instant,gust,precipitation,relativehumidity,sealevelpressure,surfaceairpressure,temperature,winddirection,winddirection_80m,windspeed,windspeed_80m
2025-07-26 00:00,1.17,0.00,0.00,0.00,0.00,0.00,16.36,0.00,0.00,2.00,0.00,87,1016.95,967.38,15.70,94,17,0.73,1.11
2025-07-26 00:15,1.17,0.00,0.00,0.00,0.00,0.00,16.39,0.00,0.00,1.95,0.00,88,1016.94,967.17,15.70,65,3,0.69,1.17
2025-07-26 00:30,1.17,0.00,0.00,0.00,0.00,0.00,16.42,0.00,0.00,1.79,0.00,88,1016.92,966.87,15.70,31,351,0.66,1.19
2025-07-26 00:45,1.17,0.00,0.00,0.00,0.00,0.00,16.47,0.00,0.00,1.57,0.00,88,1016.91,966.58,15.71,12,344,0.63,1.16
2025-07-26 01:00,1.17,0.00,0.00,0.00,0.00,0.00,16.53,0.00,0.00,1.40,0.00,88,1016.90,966.37,15.74,4,340,0.59,1.14
2025-07-26 01:15,1.16,0.00,0.00,0.00,0.00,0.00,16.57,0.00,0.00,1.46,0.00,88,1016.88,966.30,15.78,359,338,0.64,1.26
2025-07-26 01:30,1.16,0.00,0.00,0.00,0.00,0.00,16.60,0.00,0.00,1.59,0.00,88,1016.87,966.31,15.83,355,336,0.68,1.40
2025-07-26 01:45,1.16,0.00,0.00,0.00,0.00,0.00,16.57,0.00,0.00,1.74,0.00,88,1016.85,966.35,15.82,350,335,0.72,1.53
2025-07-26 02:00,1.17,0.00,0.00,0.00,0.00,0.00,16.43,0.00,0.00,1.83,0.00,89,1016.84,966.37,15.72,346,335,0.77,1.63
2025-07-26 02:15,1.17,0.00,0.00,0.00,0.00,0.00,16.22,0.00,0.00,1.76,0.00,89,1016.76,966.38,15.52,342,338,0.76,1.60
2025-07-26 02:30,1.17,0.00,0.00,0.00,0.00,0.00,15.97,0.00,0.00,1.63,0.00,90,1016.68,966.38,15.30,338,342,0.76,1.56
2025-07-26 02:45,1.17,0.00,0.00,0.00,0.00,0.00,15.80,0.00,0.00,1.52,0.00,91,1016.60,966.39,15.15,335,346,0.75,1.51
2025-07-26 03:00,1.17,0.00,0.00,0.00,0.00,0.00,15.70,0.00,0.00,1.50,0.00,91,1016.51,966.38,15.07,333,349,0.75,1.46
2025-07-26 03:15,1.17,0.00,0.00,0.00,0.00,0.00,15.79,0.00,0.00,1.66,0.00,90,1016.43,966.38,15.17,334,350,0.76,1.45
2025-07-26 03:30,1.17,0.00,0.00,0.00,0.00,0.00,15.87,0.00,0.00,1.92,0.00,89,1016.35,966.37,15.27,336,350,0.77,1.43
2025-07-26 03:45,1.17,0.00,0.00,0.00,0.00,0.00,15.96,0.00,0.00,2.19,0.00,89,1016.27,966.35,15.36,339,349,0.78,1.42
2025-07-26 04:00,1.17,0.00,0.00,0.00,0.00,0.00,16.05,0.00,0.00,2.37,0.00,89,1016.19,966.28,15.45,340,345,0.79,1.42
2025-07-26 04:15,1.17,0.00,0.00,0.00,0.00,0.00,16.18,0.00,0.00,2.38,0.00,89,1016.10,966.10,15.53,337,339,0.76,1.39
2025-07-26 04:30,1.17,0.00,0.00,0.00,0.00,0.00,16.31,0.00,0.00,2.31,0.00,89,1016.02,965.85,15.60,332,331,0.73,1.38
2025-07-26 04:45,1.16,0.00,0.00,0.00,0.00,0.00,16.40,0.00,0.00,2.22,0.00,89,1015.94,965.64,15.65,328,327,0.71,1.38
2025-07-26 05:00,1.16,0.00,0.00,0.00,0.00,0.00,16.42,0.00,0.00,2.16,0.00,89,1015.86,965.57,15.65,325,324,0.68,1.35
2025-07-26 05:15,1.16,0.00,0.00,0.00,0.00,0.00,16.35,0.00,0.00,2.21,0.00,89,1015.86,965.74,15.62,323,322,0.70,1.34
2025-07-26 05:30,1.17,0.00,0.00,0.00,0.00,0.00,16.26,0.00,0.00,2.27,0.00,89,1015.86,966.07,15.57,321,321,0.72,1.29
2025-07-26 05:45,1.17,0.00,0.00,0.00,0.00,0.00,16.18,0.00,0.00,2.36,0.00,89,1015.86,966.40,15.51,319,321,0.74,1.24
2025-07-26 06:00,1.17,0.00,0.00,0.00,0.00,0.00,16.10,0.00,0.00,2.49,0.00,90,1015.86,966.58,15.43,318,320,0.76,1.20
2025-07-26 06:15,1.17,8.15,2.17,1.87,21.51,43.17,16.05,4.05,34.67,2.66,0.00,91,1015.86,966.53,15.33,315,318,0.76,1.15
2025-07-26 06:30,1.17,26.13,6.98,6.24,71.58,96.02,16.00,13.22,112.12,2.88,0.00,92,1015.85,966.35,15.23,311,315,0.77,1.12
2025-07-26 06:45,1.17,52.42,18.23,27.23,240.98,149.84,15.96,45.46,319.26,3.08,0.00,93,1015.85,966.13,15.16,307,310,0.77,1.09
2025-07-26 07:00,1.17,84.32,29.09,44.43,288.16,204.41,15.95,73.51,383.68,3.21,0.00,94,1015.85,965.98,15.13,305,306,0.78,1.07
2025-07-26 07:15,1.17,119.94,34.73,62.35,318.56,259.49,15.91,97.08,419.26,3.30,0.00,94,1015.85,965.92,15.14,308,305,0.82,1.13
2025-07-26 07:30,1.17,158.06,16.24,101.63,427.98,314.85,15.89,117.87,472.81,3.32,0.00,93,1015.85,965.90,15.17,313,306,0.87,1.18
2025-07-26 07:45,1.17,197.87,34.75,100.07,358.37,370.24,15.90,134.82,449.52,3.30,0.00,92,1015.85,965.90,15.24,316,306,0.92,1.23
2025-07-26 08:00,1.17,238.76,55.71,91.49,285.14,425.44,15.97,147.20,391.62,3.26,0.00,91,1015.85,965.87,15.37,315,306,0.96,1.28
2025-07-26 08:15,1.17,280.25,72.15,92.03,254.11,480.19,16.11,164.18,381.40,3.28,0.00,89,1015.88,965.82,15.58,309,305,0.99,1.42
2025-07-26 08:30,1.16,321.95,89.46,89.21,221.39,534.28,16.28,178.67,341.44,3.38,0.00,87,1015.91,965.74,15.80,303,303,1.01,1.70
2025-07-26 08:45,1.16,363.52,107.04,83.45,188.34,587.46,16.43,190.49,327.52,3.49,0.00,86,1015.94,965.68,16.01,299,302,1.04,1.94
2025-07-26 09:00,1.16,404.66,124.31,75.18,155.86,639.52,16.58,199.49,313.27,3.59,0.00,84,1015.97,965.66,16.19,299,303,1.07,2.07
2025-07-26 09:15,1.16,445.10,137.89,82.95,159.34,690.22,16.70,220.83,330.89,3.68,0.00,83,1016.00,965.71,16.35,304,309,1.11,2.05
2025-07-26 09:30,1.16,484.58,151.32,90.62,162.50,739.35,16.82,241.94,347.84,3.78,0.00,82,1016.03,965.80,16.50,312,317,1.15,1.96
2025-07-26 09:45,1.16,522.87,164.52,98.18,165.47,786.70,16.90,262.70,364.12,3.87,0.00,82,1016.05,965.90,16.61,322,326,1.19,1.89
2025-07-26 10:00,1.16,559.74,177.39,105.59,168.25,832.06,16.91,282.98,379.66,3.96,0.00,82,1016.08,965.95,16.64,328,333,1.23,1.84
2025-07-26 10:15,1.16,595.01,194.34,85.06,128.86,875.24,16.87,279.40,335.69,4.04,0.00,82,1016.11,965.92,16.62,330,334,1.25,1.78
2025-07-26 10:30,1.16,628.47,208.17,64.32,93.10,916.06,16.80,272.49,313.26,4.12,0.00,82,1016.14,965.84,16.57,329,332,1.27,1.69
2025-07-26 10:45,1.16,659.96,218.31,44.06,61.21,954.34,16.81,262.37,271.98,4.20,0.00,82,1016.17,965.76,16.58,326,328,1.29,1.60
2025-07-26 11:00,1.16,689.33,224.25,24.96,33.43,989.92,16.92,249.21,250.07,4.30,0.00,82,1016.20,965.75,16.68,321,323,1.31,1.53
2025-07-26 11:15,1.16,716.41,237.04,33.69,43.68,1022.64,17.13,270.74,274.14,4.43,0.00,81,1016.17,965.85,16.88,316,317,1.32,1.51
2025-07-26 11:30,1.16,741.07,248.62,43.58,54.91,1052.37,17.39,292.20,297.89,4.57,0.00,81,1016.15,966.02,17.10,309,310,1.34,1.54
2025-07-26 11:45,1.16,763.18,258.81,54.62,67.12,1078.97,17.65,313.43,321.15,4.71,0.00,80,1016.12,966.18,17.35,302,302,1.35,1.57
2025-07-26 12:00,1.16,782.64,267.46,66.79,80.33,1102.33,17.94,334.25,358.88,4.88,0.00,78,1016.09,966.23,17.65,294,293,1.36,1.62
2025-07-26 12:15,1.16,799.35,273.05,106.36,125.65,1122.36,18.22,379.41,410.02,5.05,0.00,76,1016.06,966.12,17.98,284,280,1.41,1.72
2025-07-26 12:30,1.15,813.22,271.24,153.44,178.62,1138.96,18.50,424.67,474.68,5.23,0.00,74,1016.04,965.89,18.33,274,267,1.46,1.91
2025-07-26 12:45,1.15,824.18,261.68,207.93,239.31,1152.06,18.75,469.61,524.63,5.40,0.00,73,1016.01,965.65,18.64,265,257,1.52,2.15
2025-07-26 13:00,1.15,832.18,244.18,269.59,307.73,1161.62,18.94,513.77,588.62,5.57,0.00,71,1015.98,965.51,18.90,257,250,1.57,2.33
2025-07-26 13:15,1.15,837.17,242.15,281.03,319.14,1167.58,19.07,523.18,597.09,5.76,0.00,70,1015.95,965.50,19.09,251,246,1.60,2.38
2025-07-26 13:30,1.15,839.14,238.81,291.94,330.87,1169.92,19.19,530.75,605.01,6.10,0.00,69,1015.93,965.57,19.27,245,242,1.63,2.49
2025-07-26 13:45,1.15,838.08,234.17,302.24,342.92,1168.63,19.29,536.41,612.39,6.41,0.00,68,1015.90,965.66,19.41,238,239,1.66,2.56
2025-07-26 14:00,1.15,833.98,228.28,311.81,355.28,1163.71,19.34,540.10,619.26,6.59,0.00,67,1015.87,965.70,19.51,232,236,1.70,2.61
2025-07-26 14:15,1.15,826.87,218.73,326.33,374.56,1155.20,19.38,545.06,629.62,6.63,0.00,67,1015.81,965.66,19.56,228,233,1.73,2.65
2025-07-26 14:30,1.15,816.78,207.88,339.99,394.37,1143.11,19.40,547.87,639.49,6.61,0.00,67,1015.74,965.59,19.60,227,230,1.76,2.70
2025-07-26 14:45,1.15,803.77,195.84,352.61,414.66,1127.51,19.39,548.45,648.83,6.55,0.00,67,1015.68,965.52,19.59,226,229,1.79,2.74
2025-07-26 15:00,1.15,787.89,182.76,363.99,435.40,1108.46,19.37,546.75,665.73,6.47,0.05,67,1015.61,965.50,19.57,227,228,1.82,2.78
2025-07-26 15:15,1.15,769.22,197.51,311.23,379.98,1086.05,19.30,508.74,620.70,6.32,0.07,68,1015.55,965.54,19.48,228,229,1.82,2.77
2025-07-26 15:30,1.15,747.87,201.67,277.55,347.07,1060.36,19.24,479.22,594.94,6.12,0.01,69,1015.48,965.64,19.40,231,231,1.82,2.75
2025-07-26 15:45,1.15,723.92,203.11,246.27,316.56,1031.51,19.18,449.38,568.73,6.06,0.00,69,1015.42,965.74,19.31,233,233,1.82,2.85
2025-07-26 16:00,1.15,697.51,202.05,217.37,288.34,999.62,19.12,419.43,542.11,6.00,0.00,70,1015.36,965.80,19.23,235,234,1.82,2.90
2025-07-26 16:15,1.15,668.77,198.00,192.88,265.07,964.82,19.05,390.88,494.64,5.92,0.00,71,1015.29,965.84,19.13,237,236,1.82,2.82
2025-07-26 16:30,1.15,637.84,191.85,171.09,244.65,927.27,18.98,362.93,469.06,5.88,0.00,72,1015.23,965.85,19.03,240,237,1.82,2.70
2025-07-26 16:45,1.15,604.88,183.90,151.76,226.83,887.13,18.91,335.66,444.05,5.94,0.00,72,1015.16,965.84,18.93,242,238,1.82,2.70
2025-07-26 17:00,1.15,570.07,174.46,134.63,211.37,844.57,18.83,309.09,419.65,5.94,0.35,73,1015.10,965.81,18.83,241,236,1.82,2.71
2025-07-26 17:15,1.15,533.59,167.21,105.25,174.49,799.77,18.75,272.45,375.83,5.79,0.41,74,1015.15,965.72,18.73,235,230,1.81,2.75
2025-07-26 17:30,1.15,495.63,157.60,78.26,137.82,752.91,18.67,235.86,307.27,5.49,0.49,75,1015.19,965.58,18.63,226,223,1.80,2.80
2025-07-26 17:45,1.15,456.42,145.52,54.39,102.42,704.21,18.58,199.92,258.76,5.24,0.56,75,1015.24,965.46,18.52,218,216,1.79,2.92
2025-07-26 18:00,1.15,416.18,131.01,34.22,69.39,653.88,18.50,165.23,209.83,5.10,0.57,76,1015.28,965.42,18.42,212,211,1.79,3.04
2025-07-26 18:15,1.15,375.15,116.29,26.24,57.79,602.11,18.42,142.53,162.52,4.98,0.53,76,1015.33,965.49,18.32,207,205,1.77,2.96
2025-07-26 18:30,1.15,333.61,101.59,19.80,47.82,549.15,18.33,121.40,137.46,4.88,0.43,77,1015.38,965.65,18.22,201,199,1.76,2.80
2025-07-26 18:45,1.16,291.84,87.15,14.68,39.31,495.20,18.25,101.83,114.30,4.84,0.33,77,1015.42,965.82,18.12,196,193,1.74,2.68
2025-07-26 19:00,1.16,250.18,73.16,10.66,32.07,440.52,18.16,83.81,93.05,4.86,0.25,78,1015.47,965.93,18.02,194,190,1.73,2.62
2025-07-26 19:15,1.16,209.00,59.43,6.82,23.47,385.32,18.06,66.25,70.81,4.93,0.20,78,1015.51,965.95,17.94,201,197,1.74,2.59
2025-07-26 19:30,1.16,168.75,47.85,2.68,10.77,329.84,17.96,50.53,46.83,4.95,0.17,79,1015.56,965.92,17.85,214,211,1.76,2.56
2025-07-26 19:45,1.16,130.01,36.34,0.38,1.82,274.33,17.86,36.72,23.79,4.85,0.15,79,1015.60,965.88,17.76,228,225,1.77,2.55
2025-07-26 20:00,1.16,93.52,24.88,0.00,0.00,219.02,17.75,24.88,14.53,4.76,0.15,80,1015.65,965.83,17.67,235,232,1.78,2.58
2025-07-26 20:15,1.16,60.39,18.06,0.00,0.00,164.14,17.69,18.06,10.22,4.76,0.18,80,1015.75,965.77,17.61,230,228,1.78,2.60
2025-07-26 20:30,1.16,32.30,10.78,0.00,0.00,109.94,17.63,10.78,5.90,4.77,0.23,80,1015.84,965.70,17.55,217,214,1.77,2.65
2025-07-26 20:45,1.16,11.84,4.41,0.00,0.00,56.64,17.56,4.41,2.33,4.68,0.29,80,1015.94,965.64,17.49,201,200,1.76,2.70
2025-07-26 21:00,1.16,0.63,0.34,0.00,0.00,4.47,17.50,0.34,0.17,4.55,0.35,80,1016.04,965.64,17.43,190,191,1.76,2.74
2025-07-26 21:15,1.16,0.00,0.00,0.00,0.00,0.00,17.44,0.00,0.00,4.58,0.43,80,1016.14,965.71,17.40,186,189,1.78,2.82
2025-07-26 21:30,1.16,0.00,0.00,0.00,0.00,0.00,17.38,0.00,0.00,4.70,0.52,80,1016.23,965.84,17.36,184,191,1.81,2.89
2025-07-26 21:45,1.16,0.00,0.00,0.00,0.00,0.00,17.32,0.00,0.00,4.83,0.60,81,1016.33,965.99,17.32,184,194,1.84,2.97
2025-07-26 22:00,1.16,0.00,0.00,0.00,0.00,0.00,17.26,0.00,0.00,4.89,0.65,81,1016.43,966.14,17.29,184,197,1.86,3.03
2025-07-26 22:15,1.16,0.00,0.00,0.00,0.00,0.00,17.24,0.00,0.00,4.83,0.65,81,1016.53,966.30,17.27,185,198,1.89,3.05
2025-07-26 22:30,1.16,0.00,0.00,0.00,0.00,0.00,17.21,0.00,0.00,4.71,0.62,81,1016.62,966.48,17.25,186,199,1.91,3.05
2025-07-26 22:45,1.16,0.00,0.00,0.00,0.00,0.00,17.19,0.00,0.00,4.59,0.57,81,1016.72,966.64,17.24,187,200,1.93,3.05
2025-07-26 23:00,1.16,0.00,0.00,0.00,0.00,0.00,17.16,0.00,0.00,4.53,0.52,81,1016.82,966.75,17.22,188,201,1.95,3.06
2025-07-26 23:15,1.16,0.00,0.00,0.00,0.00,0.00,17.16,0.00,0.00,4.52,0.48,82,1016.81,966.78,17.20,189,203,1.95,3.03
2025-07-26 23:30,1.16,0.00,0.00,0.00,0.00,0.00,17.15,0.00,0.00,4.56,0.43,82,1016.80,966.78,17.18,191,204,1.94,3.00
2025-07-26 23:45,1.16,0.00,0.00,0.00,0.00,0.00,17.14,0.00,0.00,4.62,0.38,82,1016.78,966.73,17.16,192,206,1.94,3.00
2025-07-27 00:00,1.16,0.00,0.00,0.00,0.00,0.00,17.14,0.00,0.00,4.64,0.35,82,1016.77,966.65,17.15,194,208,1.94,3.02
2025-07-27 00:15,1.16,0.00,0.00,0.00,0.00,0.00,17.15,0.00,0.00,4.60,0.34,83,1016.76,966.51,17.13,195,210,1.92,3.09
2025-07-27 00:30,1.16,0.00,0.00,0.00,0.00,0.00,17.17,0.00,0.00,4.52,0.34,83,1016.74,966.32,17.12,196,212,1.90,3.19
2025-07-27 00:45,1.16,0.00,0.00,0.00,0.00,0.00,17.19,0.00,0.00,4.45,0.35,83,1016.73,966.12,17.10,197,214,1.88,3.30
2025-07-27 01:00,1.16,0.00,0.00,0.00,0.00,0.00,17.20,0.00,0.00,4.43,0.35,84,1016.72,965.94,17.09,199,215,1.86,3.37
2025-07-27 01:15,1.16,0.00,0.00,0.00,0.00,0.00,17.21,0.00,0.00,4.47,0.34,84,1016.71,965.78,17.07,201,218,1.85,3.41
2025-07-27 01:30,1.16,0.00,0.00,0.00,0.00,0.00,17.22,0.00,0.00,4.54,0.32,85,1016.70,965.63,17.04,203,221,1.83,3.42
2025-07-27 01:45,1.16,0.00,0.00,0.00,0.00,0.00,17.23,0.00,0.00,4.62,0.30,85,1016.68,965.51,17.02,206,225,1.82,3.42
2025-07-27 02:00,1.16,0.00,0.00,0.00,0.00,0.00,17.24,0.00,0.00,4.67,0.30,86,1016.67,965.44,17.00,208,228,1.81,3.41
2025-07-27 02:15,1.16,0.00,0.00,0.00,0.00,0.00,17.24,0.00,0.00,4.74,0.32,86,1016.57,965.48,16.98,210,230,1.82,3.43
2025-07-27 02:30,1.16,0.00,0.00,0.00,0.00,0.00,17.24,0.00,0.00,4.80,0.35,86,1016.48,965.58,16.97,211,232,1.82,3.43
2025-07-27 02:45,1.16,0.00,0.00,0.00,0.00,0.00,17.24,0.00,0.00,4.85,0.38,87,1016.38,965.69,16.95,213,233,1.83,3.43
2025-07-27 03:00,1.16,0.00,0.00,0.00,0.00,0.00,17.24,0.00,0.00,4.86,0.40,87,1016.28,965.74,16.94,213,232,1.84,3.41
2025-07-27 03:15,1.16,0.00,0.00,0.00,0.00,0.00,17.26,0.00,0.00,4.79,0.40,87,1016.19,965.71,16.94,211,228,1.83,3.35
2025-07-27 03:30,1.16,0.00,0.00,0.00,0.00,0.00,17.29,0.00,0.00,4.66,0.40,88,1016.09,965.63,16.95,208,223,1.83,3.28
2025-07-27 03:45,1.16,0.00,0.00,0.00,0.00,0.00,17.31,0.00,0.00,4.53,0.38,88,1015.99,965.53,16.96,206,218,1.83,3.23
2025-07-27 04:00,1.16,0.00,0.00,0.00,0.00,0.00,17.34,0.00,0.00,4.49,0.35,88,1015.90,965.44,16.96,204,214,1.82,3.21
2025-07-27 04:15,1.16,0.00,0.00,0.00,0.00,0.00,17.40,0.00,0.00,4.56,0.30,88,1015.80,965.36,17.00,202,212,1.83,3.22
2025-07-27 04:30,1.16,0.00,0.00,0.00,0.00,0.00,17.46,0.00,0.00,4.70,0.24,88,1015.70,965.28,17.04,199,210,1.83,3.23
2025-07-27 04:45,1.16,0.00,0.00,0.00,0.00,0.00,17.44,0.00,0.00,4.84,0.18,88,1015.61,965.21,17.04,196,210,1.84,3.25
2025-07-27 05:00,1.16,0.00,0.00,0.00,0.00,0.00,17.46,0.00,0.00,4.96,0.12,88,1015.51,965.14,17.06,194,210,1.84,3.27
2025-07-27 05:15,1.16,0.00,0.00,0.00,0.00,0.00,17.52,0.00,0.00,5.05,0.08,88,1015.53,965.08,17.12,196,213,1.85,3.30
2025-07-27 05:30,1.16,0.00,0.00,0.00,0.00,0.00,17.59,0.00,0.00,5.13,0.04,88,1015.55,965.02,17.17,201,219,1.86,3.35
2025-07-27 05:45,1.16,0.00,0.00,0.00,0.00,0.00,17.65,0.00,0.00,5.16,0.02,88,1015.56,964.98,17.23,206,224,1.87,3.40
2025-07-27 06:00,1.16,0.00,0.00,0.00,0.00,0.00,17.71,0.00,0.00,5.12,0.03,87,1015.58,964.93,17.28,208,226,1.87,3.40
2025-07-27 06:15,1.16,7.19,2.79,0.24,2.70,39.20,17.80,3.02,4.26,4.97,0.08,87,1015.60,964.90,17.37,205,222,1.88,3.34
2025-07-27 06:30,1.16,24.51,9.75,0.84,9.68,92.13,17.88,10.59,15.33,4.74,0.17,87,1015.61,964.88,17.46,199,216,1.89,3.23
2025-07-27 06:45,1.16,50.39,20.18,1.79,16.26,146.04,17.97,21.97,28.36,4.52,0.26,86,1015.63,964.86,17.54,195,210,1.89,3.13
2025-07-27 07:00,1.16,82.06,32.92,2.99,19.77,200.70,18.06,35.91,44.79,4.44,0.32,86,1015.65,964.83,17.63,193,206,1.90,3.07
2025-07-27 07:15,1.16,117.55,45.07,7.08,36.71,255.87,18.15,52.16,73.86,4.65,0.34,85,1015.67,964.78,17.74,192,206,1.94,3.10
2025-07-27 07:30,1.15,155.62,56.96,12.95,55.18,311.31,18.25,69.91,121.67,5.02,0.34,85,1015.68,964.72,17.85,191,206,1.99,3.15
2025-07-27 07:45,1.15,195.42,68.21,20.61,74.53,366.79,18.34,88.83,152.40,5.41,0.32,85,1015.70,964.67,17.96,192,209,2.03,3.21
2025-07-27 08:00,1.15,236.31,78.61,30.01,94.31,422.08,18.44,108.62,182.49,5.67,0.30,84,1015.72,964.62,18.08,196,212,2.08,3.27
2025-07-27 08:15,1.15,277.83,89.46,30.33,84.33,476.92,18.57,119.79,182.90,5.68,0.29,84,1015.63,964.58,18.21,203,215,2.11,3.31
2025-07-27 08:30,1.15,319.56,99.65,28.96,72.32,531.09,18.70,128.62,180.50,5.54,0.27,83,1015.54,964.54,18.35,210,219,2.14,3.34
2025-07-27 08:45,1.15,361.18,109.25,25.74,58.41,584.36,18.82,134.99,155.86,5.33,0.25,83,1015.45,964.52,18.49,217,223,2.18,3.34
2025-07-27 09:00,1.15,402.37,118.38,20.41,42.53,636.50,18.95,138.79,148.52,5.20,0.22,82,1015.36,964.51,18.62,223,227,2.21,3.33
2025-07-27 09:15,1.15,442.85,138.56,30.22,58.31,687.28,19.11,168.78,185.63,5.14,0.20,82,1015.27,964.53,18.79,228,231,2.25,3.31
2025-07-27 09:30,1.15,482.39,160.31,40.99,73.81,736.49,19.27,201.30,245.36,5.11,0.18,81,1015.18,964.59,18.95,234,235,2.28,3.28
2025-07-27 09:45,1.15,520.73,183.45,52.68,89.11,783.91,19.42,236.13,285.88,5.10,0.15,81,1015.09,964.63,19.11,238,239,2.32,3.25
2025-07-27 10:00,1.15,557.67,207.83,65.22,104.30,829.34,19.58,273.06,327.48,5.12,0.12,80,1015.00,964.60,19.28,243,244,2.36,3.25
2025-07-27 10:15,1.15,593.00,223.09,82.52,125.41,872.60,19.76,305.60,364.53,5.15,0.09,79,1014.91,964.45,19.45,248,249,2.38,3.26
2025-07-27 10:30,1.15,626.53,237.92,101.07,146.74,913.48,19.94,338.99,401.25,5.19,0.05,79,1014.82,964.22,19.63,253,254,2.40,3.30
2025-07-27 10:45,1.15,658.09,252.24,120.75,168.24,951.82,20.12,372.99,437.48,5.25,0.02,78,1014.73,964.01,19.81,257,259,2.43,3.35
2025-07-27 11:00,1.15,687.50,265.97,141.36,189.86,987.45,20.29,407.34,492.97,5.31,0.00,77,1014.64,963.88,19.99,260,262,2.45,3.41
2025-07-27 11:15,1.14,714.62,280.68,152.13,197.75,1020.22,20.43,432.81,514.72,5.43,0.00,77,1014.59,963.89,20.14,261,265,2.48,3.51
2025-07-27 11:30,1.14,739.32,294.71,162.77,205.59,1050.00,20.57,457.48,535.60,5.56,0.00,76,1014.55,963.98,20.29,263,267,2.51,3.58
2025-07-27 11:45,1.14,761.46,307.98,173.21,213.37,1076.64,20.72,481.20,555.56,5.74,0.02,75,1014.50,964.09,20.45,263,268,2.54,3.67
2025-07-27 12:00,1.14,780.94,320.40,183.38,221.08,1100.04,20.86,503.77,574.57,5.92,0.03,75,1014.45,964.17,20.60,262,267,2.57,3.76
2025-07-27 12:15,1.14,797.65,288.02,168.98,200.07,1120.09,20.91,457.00,516.26,6.14,0.03,74,1014.41,964.20,20.70,258,265,2.63,3.86
2025-07-27 12:30,1.14,811.53,253.07,153.30,178.86,1136.72,20.97,406.37,455.59,6.33,0.03,74,1014.36,964.21,20.80,253,260,2.69,3.95
2025-07-27 12:45,1.14,822.49,215.91,136.56,157.51,1149.84,21.02,352.48,392.96,6.51,0.02,73,1014.31,964.20,20.90,248,256,2.75,4.02
2025-07-27 13:00,1.14,830.49,176.94,118.99,136.11,1159.40,21.08,295.93,328.76,6.72,0.03,73,1014.27,964.16,20.99,245,254,2.81,4.10
2025-07-27 13:15,1.14,835.47,174.50,94.15,107.15,1165.37,21.06,268.65,296.50,6.95,0.03,73,1014.22,964.07,20.99,247,255,2.84,4.14
2025-07-27 13:30,1.14,837.43,172.84,67.30,76.44,1167.71,21.04,240.15,254.40,7.21,0.03,73,1014.17,963.94,20.99,252,258,2.86,4.18
2025-07-27 13:45,1.14,836.35,172.96,37.78,42.96,1166.42,21.03,210.74,211.42,7.46,0.04,73,1014.13,963.82,20.99,257,262,2.89,4.21
2025-07-27 14:00,1.14,832.23,176.83,3.90,4.45,1161.50,21.01,180.73,169.22,7.72,0.05,73,1014.08,963.76,20.99,258,262,2.91,4.23
2025-07-27 14:15,1.14,825.10,214.76,5.27,6.07,1152.96,20.90,220.03,206.73,8.02,0.07,73,1014.02,963.79,20.91,253,258,2.92,4.23
2025-07-27 14:30,1.14,814.98,251.16,6.53,7.59,1140.86,20.78,257.69,242.78,8.30,0.09,73,1013.95,963.88,20.82,243,250,2.92,4.21
2025-07-27 14:45,1.14,801.94,285.59,7.70,9.07,1125.23,20.67,293.29,277.03,8.46,0.13,73,1013.89,963.98,20.73,231,240,2.93,4.16
2025-07-27 15:00,1.14,786.03,317.65,8.77,10.51,1106.15,20.56,326.41,309.21,8.57,0.17,74,1013.82,964.07,20.65,222,233,2.94,4.13
2025-07-27 15:15,1.14,767.33,287.49,6.56,8.03,1083.69,20.33,294.05,275.52,8.80,0.26,74,1013.76,964.13,20.48,219,231,3.00,4.20
2025-07-27 15:30,1.14,745.93,257.56,4.36,5.47,1057.96,20.10,261.93,242.13,9.04,0.37,75,1013.70,964.19,20.31,218,233,3.07,4.26
2025-07-27 15:45,1.15,721.94,228.16,2.18,2.81,1029.06,19.88,230.34,209.37,9.27,0.47,75,1013.63,964.24,20.14,218,236,3.13,4.33
2025-07-27 16:00,1.15,695.48,199.59,0.00,0.00,997.12,19.65,199.59,177.57,9.43,0.50,76,1013.57,964.28,19.98,218,236,3.20,4.39
2025-07-27 16:15,1.15,666.69,205.16,0.87,1.20,962.26,19.46,206.03,182.60,9.44,0.44,77,1013.50,964.31,19.79,216,234,3.19,4.37
2025-07-27 16:30,1.15,635.71,208.87,1.61,2.31,924.66,19.28,210.48,185.92,9.41,0.30,78,1013.44,964.34,19.60,215,231,3.17,4.35
2025-07-27 16:45,1.15,602.70,210.62,2.24,3.35,884.45,19.09,212.86,187.52,9.34,0.17,78,1013.37,964.34,19.42,215,227,3.16,4.35
2025-07-27 17:00,1.15,567.83,210.33,2.76,4.34,841.81,18.90,213.09,187.42,9.26,0.10,79,1013.31,964.30,19.23,215,225,3.14,4.37
2025-07-27 17:15,1.15,531.30,213.81,17.37,28.91,796.94,18.74,231.19,236.41,9.10,0.12,80,1013.33,964.18,19.06,215,225,3.09,4.35
2025-07-27 17:30,1.15,493.29,211.01,16.01,28.31,750.01,18.58,227.02,234.80,8.91,0.18,80,1013.34,964.00,18.88,217,227,3.04,4.36
2025-07-27 17:45,1.15,454.02,205.88,14.47,27.38,701.23,18.42,220.35,207.92,8.70,0.27,81,1013.36,963.82,18.71,219,228,2.99,4.37
