"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2018 00:00:00 - 01/01/2018 01:00:00","BZN|FR","Without sequence","6.74","",""
"01/01/2018 01:00:00 - 01/01/2018 02:00:00","BZN|FR","Without sequence","4.74","",""
"01/01/2018 02:00:00 - 01/01/2018 03:00:00","BZN|FR","Without sequence","3.66","",""
"01/01/2018 03:00:00 - 01/01/2018 04:00:00","BZN|FR","Without sequence","1.26","",""
"01/01/2018 04:00:00 - 01/01/2018 05:00:00","BZN|FR","Without sequence","-20.1","",""
"01/01/2018 05:00:00 - 01/01/2018 06:00:00","BZN|FR","Without sequence","-31.82","",""
"01/01/2018 06:00:00 - 01/01/2018 07:00:00","BZN|FR","Without sequence","-28.66","",""
"01/01/2018 07:00:00 - 01/01/2018 08:00:00","BZN|FR","Without sequence","-13.71","",""
"01/01/2018 08:00:00 - 01/01/2018 09:00:00","BZN|FR","Without sequence","-4.14","",""
"01/01/2018 09:00:00 - 01/01/2018 10:00:00","BZN|FR","Without sequence","2.03","",""
"01/01/2018 10:00:00 - 01/01/2018 11:00:00","BZN|FR","Without sequence","-15.51","",""
"01/01/2018 11:00:00 - 01/01/2018 12:00:00","BZN|FR","Without sequence","-0.42","",""
"01/01/2018 12:00:00 - 01/01/2018 13:00:00","BZN|FR","Without sequence","2.3","",""
"01/01/2018 13:00:00 - 01/01/2018 14:00:00","BZN|FR","Without sequence","2.3","",""
"01/01/2018 14:00:00 - 01/01/2018 15:00:00","BZN|FR","Without sequence","5.0","",""
"01/01/2018 15:00:00 - 01/01/2018 16:00:00","BZN|FR","Without sequence","8.56","",""
"01/01/2018 16:00:00 - 01/01/2018 17:00:00","BZN|FR","Without sequence","9.42","",""
"01/01/2018 17:00:00 - 01/01/2018 18:00:00","BZN|FR","Without sequence","12.46","",""
"01/01/2018 18:00:00 - 01/01/2018 19:00:00","BZN|FR","Without sequence","15.93","",""
"01/01/2018 19:00:00 - 01/01/2018 20:00:00","BZN|FR","Without sequence","22.02","",""
