"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|IT-North","Without sequence","41.88","",""
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|IT-North","Without sequence","38.6","",""
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|IT-North","Without sequence","36.55","",""
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|IT-North","Without sequence","32.32","",""
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|IT-North","Without sequence","30.85","",""
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|IT-North","Without sequence","30.14","",""
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|IT-North","Without sequence","30.17","",""
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|IT-North","Without sequence","30.0","",""
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|IT-North","Without sequence","30.65","",""
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|IT-North","Without sequence","30.65","",""
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|IT-North","Without sequence","30.27","",""
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|IT-North","Without sequence","30.34","",""
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|IT-North","Without sequence","30.99","",""
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|IT-North","Without sequence","30.04","",""
"01/01/2020 14:00:00 - 01/01/2020 15:00:00","BZN|IT-North","Without sequence","30.75","",""
"01/01/2020 15:00:00 - 01/01/2020 16:00:00","BZN|IT-North","Without sequence","32.11","",""
"01/01/2020 16:00:00 - 01/01/2020 17:00:00","BZN|IT-North","Without sequence","35.98","",""
"01/01/2020 17:00:00 - 01/01/2020 18:00:00","BZN|IT-North","Without sequence","42.7","",""
"01/01/2020 18:00:00 - 01/01/2020 19:00:00","BZN|IT-North","Without sequence","44.45","",""
"01/01/2020 19:00:00 - 01/01/2020 20:00:00","BZN|IT-North","Without sequence","47.38","",""
"01/01/2020 20:00:00 - 01/01/2020 21:00:00","BZN|IT-North","Without sequence","47.38","",""
"01/01/2020 21:00:00 - 01/01/2020 22:00:00","BZN|IT-North","Without sequence","42.08","",""
"01/01/2020 22:00:00 - 01/01/2020 23:00:00","BZN|IT-North","Without sequence","40.66","",""
"01/01/2020 23:00:00 - 02/01/2020 00:00:00","BZN|IT-North","Without sequence","36.69","",""
"02/01/2020 00:00:00 - 02/01/2020 01:00:00","BZN|IT-North","Without sequence","35.4","",""
"02/01/2020 01:00:00 - 02/01/2020 02:00:00","BZN|IT-North","Without sequence","31.98","",""
"02/01/2020 02:00:00 - 02/01/2020 03:00:00","BZN|IT-North","Without sequence","30.5","",""
"02/01/2020 03:00:00 - 02/01/2020 04:00:00","BZN|IT-North","Without sequence","28.79","",""
"02/01/2020 04:00:00 - 02/01/2020 05:00:00","BZN|IT-North","Without sequence","28.95","",""
"02/01/2020 05:00:00 - 02/01/2020 06:00:00","BZN|IT-North","Without sequence","31.3","",""
"02/01/2020 06:00:00 - 02/01/2020 07:00:00","BZN|IT-North","Without sequence","41.0","",""
"02/01/2020 07:00:00 - 02/01/2020 08:00:00","BZN|IT-North","Without sequence","48.21","",""
"02/01/2020 08:00:00 - 02/01/2020 09:00:00","BZN|IT-North","Without sequence","48.21","",""
"02/01/2020 09:00:00 - 02/01/2020 10:00:00","BZN|IT-North","Without sequence","48.21","",""
"02/01/2020 10:00:00 - 02/01/2020 11:00:00","BZN|IT-North","Without sequence","45.57","",""
"02/01/2020 11:00:00 - 02/01/2020 12:00:00","BZN|IT-North","Without sequence","45.71","",""
"02/01/2020 12:00:00 - 02/01/2020 13:00:00","BZN|IT-North","Without sequence","45.16","",""
"02/01/2020 13:00:00 - 02/01/2020 14:00:00","BZN|IT-North","Without sequence","44.9","",""
"02/01/2020 14:00:00 - 02/01/2020 15:00:00","BZN|IT-North","Without sequence","47.08","",""
"02/01/2020 15:00:00 - 02/01/2020 16:00:00","BZN|IT-North","Without sequence","48.46","",""
"02/01/2020 16:00:00 - 02/01/2020 17:00:00","BZN|IT-North","Without sequence","48.7","",""
"02/01/2020 17:00:00 - 02/01/2020 18:00:00","BZN|IT-North","Without sequence","50.0","",""
"02/01/2020 18:00:00 - 02/01/2020 19:00:00","BZN|IT-North","Without sequence","50.46","",""
"02/01/2020 19:00:00 - 02/01/2020 20:00:00","BZN|IT-North","Without sequence","49.7","",""
"02/01/2020 20:00:00 - 02/01/2020 21:00:00","BZN|IT-North","Without sequence","48.0","",""
"02/01/2020 21:00:00 - 02/01/2020 22:00:00","BZN|IT-North","Without sequence","48.0","",""
"02/01/2020 22:00:00 - 02/01/2020 23:00:00","BZN|IT-North","Without sequence","42.49","",""
"02/01/2020 23:00:00 - 03/01/2020 00:00:00","BZN|IT-North","Without sequence","38.22","",""
"03/01/2020 00:00:00 - 03/01/2020 01:00:00","BZN|IT-North","Without sequence","33.29","",""
"03/01/2020 01:00:00 - 03/01/2020 02:00:00","BZN|IT-North","Without sequence","31.1","",""
"03/01/2020 02:00:00 - 03/01/2020 03:00:00","BZN|IT-North","Without sequence","29.03","",""
"03/01/2020 03:00:00 - 03/01/2020 04:00:00","BZN|IT-North","Without sequence","28.5","",""
"03/01/2020 04:00:00 - 03/01/2020 05:00:00","BZN|IT-North","Without sequence","29.0","",""
"03/01/2020 05:00:00 - 03/01/2020 06:00:00","BZN|IT-North","Without sequence","33.69","",""
"03/01/2020 06:00:00 - 03/01/2020 07:00:00","BZN|IT-North","Without sequence","40.92","",""
"03/01/2020 07:00:00 - 03/01/2020 08:00:00","BZN|IT-North","Without sequence","43.09","",""
"03/01/2020 08:00:00 - 03/01/2020 09:00:00","BZN|IT-North","Without sequence","43.3","",""
"03/01/2020 09:00:00 - 03/01/2020 10:00:00","BZN|IT-North","Without sequence","44.2","",""
"03/01/2020 10:00:00 - 03/01/2020 11:00:00","BZN|IT-North","Without sequence","44.05","",""
"03/01/2020 11:00:00 - 03/01/2020 12:00:00","BZN|IT-North","Without sequence","42.95","",""
"03/01/2020 12:00:00 - 03/01/2020 13:00:00","BZN|IT-North","Without sequence","42.49","",""
"03/01/2020 13:00:00 - 03/01/2020 14:00:00","BZN|IT-North","Without sequence","42.1","",""
"03/01/2020 14:00:00 - 03/01/2020 15:00:00","BZN|IT-North","Without sequence","42.8","",""
"03/01/2020 15:00:00 - 03/01/2020 16:00:00","BZN|IT-North","Without sequence","45.67","",""
"03/01/2020 16:00:00 - 03/01/2020 17:00:00","BZN|IT-North","Without sequence","48.99","",""
"03/01/2020 17:00:00 - 03/01/2020 18:00:00","BZN|IT-North","Without sequence","51.0","",""
"03/01/2020 18:00:00 - 03/01/2020 19:00:00","BZN|IT-North","Without sequence","53.35","",""
"03/01/2020 19:00:00 - 03/01/2020 20:00:00","BZN|IT-North","Without sequence","50.0","",""
"03/01/2020 20:00:00 - 03/01/2020 21:00:00","BZN|IT-North","Without sequence","48.0","",""
"03/01/2020 21:00:00 - 03/01/2020 22:00:00","BZN|IT-North","Without sequence","39.79","",""
"03/01/2020 22:00:00 - 03/01/2020 23:00:00","BZN|IT-North","Without sequence","40.13","",""
"03/01/2020 23:00:00 - 04/01/2020 00:00:00","BZN|IT-North","Without sequence","38.77","",""
"04/01/2020 00:00:00 - 04/01/2020 01:00:00","BZN|IT-North","Without sequence","39.91","",""
"04/01/2020 01:00:00 - 04/01/2020 02:00:00","BZN|IT-North","Without sequence","39.6","",""
"04/01/2020 02:00:00 - 04/01/2020 03:00:00","BZN|IT-North","Without sequence","35.5","",""
"04/01/2020 03:00:00 - 04/01/2020 04:00:00","BZN|IT-North","Without sequence","34.04","",""
"04/01/2020 04:00:00 - 04/01/2020 05:00:00","BZN|IT-North","Without sequence","34.58","",""
"04/01/2020 05:00:00 - 04/01/2020 06:00:00","BZN|IT-North","Without sequence","37.49","",""
"04/01/2020 06:00:00 - 04/01/2020 07:00:00","BZN|IT-North","Without sequence","41.06","",""
"04/01/2020 07:00:00 - 04/01/2020 08:00:00","BZN|IT-North","Without sequence","43.99","",""
"04/01/2020 08:00:00 - 04/01/2020 09:00:00","BZN|IT-North","Without sequence","44.06","",""
"04/01/2020 09:00:00 - 04/01/2020 10:00:00","BZN|IT-North","Without sequence","42.8","",""
"04/01/2020 10:00:00 - 04/01/2020 11:00:00","BZN|IT-North","Without sequence","41.06","",""
"04/01/2020 11:00:00 - 04/01/2020 12:00:00","BZN|IT-North","Without sequence","40.4","",""
"04/01/2020 12:00:00 - 04/01/2020 13:00:00","BZN|IT-North","Without sequence","40.85","",""
"04/01/2020 13:00:00 - 04/01/2020 14:00:00","BZN|IT-North","Without sequence","40.0","",""
"04/01/2020 14:00:00 - 04/01/2020 15:00:00","BZN|IT-North","Without sequence","40.0","",""
"04/01/2020 15:00:00 - 04/01/2020 16:00:00","BZN|IT-North","Without sequence","41.06","",""
"04/01/2020 16:00:00 - 04/01/2020 17:00:00","BZN|IT-North","Without sequence","42.49","",""
"04/01/2020 17:00:00 - 04/01/2020 18:00:00","BZN|IT-North","Without sequence","45.62","",""
"04/01/2020 18:00:00 - 04/01/2020 19:00:00","BZN|IT-North","Without sequence","47.0","",""
"04/01/2020 19:00:00 - 04/01/2020 20:00:00","BZN|IT-North","Without sequence","47.21","",""
"04/01/2020 20:00:00 - 04/01/2020 21:00:00","BZN|IT-North","Without sequence","46.72","",""
"04/01/2020 21:00:00 - 04/01/2020 22:00:00","BZN|IT-North","Without sequence","45.62","",""
"04/01/2020 22:00:00 - 04/01/2020 23:00:00","BZN|IT-North","Without sequence","41.06","",""
"04/01/2020 23:00:00 - 05/01/2020 00:00:00","BZN|IT-North","Without sequence","40.18","",""
"05/01/2020 00:00:00 - 05/01/2020 01:00:00","BZN|IT-North","Without sequence","44.0","",""
"05/01/2020 01:00:00 - 05/01/2020 02:00:00","BZN|IT-North","Without sequence","40.0","",""
"05/01/2020 02:00:00 - 05/01/2020 03:00:00","BZN|IT-North","Without sequence","39.92","",""
"05/01/2020 03:00:00 - 05/01/2020 04:00:00","BZN|IT-North","Without sequence","34.58","",""
"05/01/2020 04:00:00 - 05/01/2020 05:00:00","BZN|IT-North","Without sequence","32.57","",""
"05/01/2020 05:00:00 - 05/01/2020 06:00:00","BZN|IT-North","Without sequence","29.88","",""
"05/01/2020 06:00:00 - 05/01/2020 07:00:00","BZN|IT-North","Without sequence","33.3","",""
"05/01/2020 07:00:00 - 05/01/2020 08:00:00","BZN|IT-North","Without sequence","35.12","",""
"05/01/2020 08:00:00 - 05/01/2020 09:00:00","BZN|IT-North","Without sequence","36.01","",""
"05/01/2020 09:00:00 - 05/01/2020 10:00:00","BZN|IT-North","Without sequence","37.06","",""
"05/01/2020 10:00:00 - 05/01/2020 11:00:00","BZN|IT-North","Without sequence","37.53","",""
"05/01/2020 11:00:00 - 05/01/2020 12:00:00","BZN|IT-North","Without sequence","38.99","",""
"05/01/2020 12:00:00 - 05/01/2020 13:00:00","BZN|IT-North","Without sequence","38.15","",""
"05/01/2020 13:00:00 - 05/01/2020 14:00:00","BZN|IT-North","Without sequence","35.37","",""
"05/01/2020 14:00:00 - 05/01/2020 15:00:00","BZN|IT-North","Without sequence","34.44","",""
"05/01/2020 15:00:00 - 05/01/2020 16:00:00","BZN|IT-North","Without sequence","36.1","",""
"05/01/2020 16:00:00 - 05/01/2020 17:00:00","BZN|IT-North","Without sequence","40.59","",""
