"MTU (CET/CEST)","Generation - Solar [MW] Day Ahead/ BZN|DE-LU","Generation - Solar [MW] Intraday / BZN|DE-LU","Generation - Solar [MW] Current / BZN|DE-LU","Generation - Wind Offshore [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore [MW] Current / BZN|DE-LU","Generation - Wind Onshore [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore [MW] Current / BZN|DE-LU"
"01.01.2021 00:00 - 01.01.2021 00:15","0","0","0","569","379","121","4276","4652","2604"
"01.01.2021 00:15 - 01.01.2021 00:30","0","0","0","543","399","148","4158","4539","2551"
"01.01.2021 00:30 - 01.01.2021 00:45","0","0","0","520","429","152","4042","4382","2442"
"01.01.2021 00:45 - 01.01.2021 01:00","0","0","0","493","432","140","3933","4196","2334"
"01.01.2021 01:00 - 01.01.2021 01:15","0","0","0","483","460","180","3821","3989","2232"
"01.01.2021 01:15 - 01.01.2021 01:30","0","0","0","469","457","182","3708","3883","2156"
"01.01.2021 01:30 - 01.01.2021 01:45","0","0","0","458","444","172","3598","3744","2064"
"01.01.2021 01:45 - 01.01.2021 02:00","0","0","0","449","436","170","3488","3609","1985"
"01.01.2021 02:00 - 01.01.2021 02:15","0","0","0","438","434","179","3378","3547","1986"
"01.01.2021 02:15 - 01.01.2021 02:30","0","0","0","431","426","186","3267","3416","1904"
"01.01.2021 02:30 - 01.01.2021 02:45","0","0","0","423","387","169","3164","3318","1835"
"01.01.2021 02:45 - 01.01.2021 03:00","0","0","0","412","388","178","3063","3210","1772"
"01.01.2021 03:00 - 01.01.2021 03:15","0","0","0","404","383","177","2969","3185","1779"
"01.01.2021 03:15 - 01.01.2021 03:30","0","0","0","399","378","174","2903","3113","1744"
"01.01.2021 03:30 - 01.01.2021 03:45","0","0","0","395","370","162","2835","2964","1662"
"01.01.2021 03:45 - 01.01.2021 04:00","0","0","0","395","376","164","2764","2865","1619"
"01.01.2021 04:00 - 01.01.2021 04:15","0","0","0","393","378","162","2699","2799","1598"
"01.01.2021 04:15 - 01.01.2021 04:30","0","0","0","382","384","164","2643","2709","1549"
"01.01.2021 04:30 - 01.01.2021 04:45","0","0","0","371","387","170","2590","2598","1480"
"01.01.2021 04:45 - 01.01.2021 05:00","0","0","0","362","376","171","2536","2547","1456"
"01.01.2021 05:00 - 01.01.2021 05:15","0","0","0","357","353","150","2486","2570","1520"
"01.01.2021 05:15 - 01.01.2021 05:30","0","0","0","357","376","150","2452","2544","1499"
"01.01.2021 05:30 - 01.01.2021 05:45","0","0","0","360","376","127","2423","2512","1525"
"01.01.2021 05:45 - 01.01.2021 06:00","0","0","0","355","423","149","2395","2458","1498"
"01.01.2021 06:00 - 01.01.2021 06:15","0","0","0","364","447","176","2377","2393","1468"
"01.01.2021 06:15 - 01.01.2021 06:30","0","0","0","371","471","196","2369","2376","1449"
"01.01.2021 06:30 - 01.01.2021 06:45","0","0","0","373","488","215","2365","2262","1365"
"01.01.2021 06:45 - 01.01.2021 07:00","0","0","0","375","503","235","2359","2250","1346"
"01.01.2021 07:00 - 01.01.2021 07:15","0","0","0","384","515","252","2354","2260","1374"
"01.01.2021 07:15 - 01.01.2021 07:30","0","0","0","390","503","256","2347","2216","1373"
"01.01.2021 07:30 - 01.01.2021 07:45","0","0","0","399","463","252","2340","2147","1317"
"01.01.2021 07:45 - 01.01.2021 08:00","0","0","0","407","452","222","2335","2103","1338"
"01.01.2021 08:00 - 01.01.2021 08:15","7","7","6","415","448","165","2334","2073","1355"
"01.01.2021 08:15 - 01.01.2021 08:30","56","50","35","424","463","181","2337","2067","1383"
"01.01.2021 08:30 - 01.01.2021 08:45","246","206","137","437","469","221","2342","2076","1384"
"01.01.2021 08:45 - 01.01.2021 09:00","445","395","259","454","477","230","2352","2080","1378"
"01.01.2021 09:00 - 01.01.2021 09:15","719","685","445","470","485","243","2363","2089","1431"
"01.01.2021 09:15 - 01.01.2021 09:30","1062","1033","677","498","496","262","2361","2085","1446"
"01.01.2021 09:30 - 01.01.2021 09:45","1432","1404","935","523","507","264","2357","2082","1472"
"01.01.2021 09:45 - 01.01.2021 10:00","1846","1802","1188","546","514","264","2346","2073","1490"
"01.01.2021 10:00 - 01.01.2021 10:15","2236","2179","1450","558","519","237","2327","2056","1489"
"01.01.2021 10:15 - 01.01.2021 10:30","2595","2544","1719","578","542","244","2267","2010","1443"
"01.01.2021 10:30 - 01.01.2021 10:45","2941","2888","1969","598","564","254","2210","1964","1382"
"01.01.2021 10:45 - 01.01.2021 11:00","3266","3210","2264","619","588","300","2158","1918","1339"
"01.01.2021 11:00 - 01.01.2021 11:15","3570","3519","2473","642","613","383","2113","1871","1291"
"01.01.2021 11:15 - 01.01.2021 11:30","3842","3792","2726","667","647","424","2102","1842","1274"
"01.01.2021 11:30 - 01.01.2021 11:45","4057","4006","2885","687","671","414","2103","1816","1221"
"01.01.2021 11:45 - 01.01.2021 12:00","4224","4183","3055","710","701","440","2105","1795","1222"
"01.01.2021 12:00 - 01.01.2021 12:15","4339","4304","3162","742","734","487","2117","1782","1219"
"01.01.2021 12:15 - 01.01.2021 12:30","4375","4358","3237","780","766","525","2139","1776","1210"
"01.01.2021 12:30 - 01.01.2021 12:45","4363","4350","3232","821","794","541","2177","1785","1179"
"01.01.2021 12:45 - 01.01.2021 13:00","4299","4310","3300","865","819","559","2242","1813","1211"
"01.01.2021 13:00 - 01.01.2021 13:15","4173","4145","3272","898","842","575","2309","1878","1237"
"01.01.2021 13:15 - 01.01.2021 13:30","3987","4015","3169","911","854","579","2365","1900","1237"
"01.01.2021 13:30 - 01.01.2021 13:45","3745","3809","3049","923","864","624","2408","1914","1221"
"01.01.2021 13:45 - 01.01.2021 14:00","3472","3543","2830","937","876","647","2445","1930","1252"
"01.01.2021 14:00 - 01.01.2021 14:15","3174","3067","2606","953","892","715","2483","2112","1283"
"01.01.2021 14:15 - 01.01.2021 14:30","2827","2710","2312","962","911","777","2522","2135","1310"
"01.01.2021 14:30 - 01.01.2021 14:45","2442","2318","2002","975","932","818","2559","2165","1304"
"01.01.2021 14:45 - 01.01.2021 15:00","2034","1928","1637","989","950","844","2600","2199","1360"
"01.01.2021 15:00 - 01.01.2021 15:15","1617","1534","1320","997","969","853","2656","2253","1424"
"01.01.2021 15:15 - 01.01.2021 15:30","1215","1132","956","989","943","845","2775","2366","1491"
"01.01.2021 15:30 - 01.01.2021 15:45","834","766","638","982","919","708","2898","2478","1527"
"01.01.2021 15:45 - 01.01.2021 16:00","525","460","379","974","892","619","3016","2590","1613"
"01.01.2021 16:00 - 01.01.2021 16:15","261","226","189","973","864","551","3146","2718","1694"
"01.01.2021 16:15 - 01.01.2021 16:30","131","107","93","980","849","561","3305","2881","1822"
"01.01.2021 16:30 - 01.01.2021 16:45","7","4","14","989","832","578","3464","3047","1980"
"01.01.2021 16:45 - 01.01.2021 17:00","2","1","3","993","818","624","3618","3214","2107"
"01.01.2021 17:00 - 01.01.2021 17:15","0","0","0","995","805","639","3760","3373","2280"
"01.01.2021 17:15 - 01.01.2021 17:30","0","0","0","971","772","641","3901","3513","2400"
"01.01.2021 17:30 - 01.01.2021 17:45","0","0","0","952","736","631","4024","3640","2502"
"01.01.2021 17:45 - 01.01.2021 18:00","0","0","0","929","705","654","4145","3765","2595"
"01.01.2021 18:00 - 01.01.2021 18:15","0","0","0","905","669","650","4251","3872","2679"
"01.01.2021 18:15 - 01.01.2021 18:30","0","0","0","870","643","610","4338","3948","2774"
"01.01.2021 18:30 - 01.01.2021 18:45","0","0","0","835","616","511","4410","4009","2816"
"01.01.2021 18:45 - 01.01.2021 19:00","0","0","0","799","589","476","4468","4059","2897"
"01.01.2021 19:00 - 01.01.2021 19:15","0","0","0","765","572","454","4515","4102","2960"
"01.01.2021 19:15 - 01.01.2021 19:30","0","0","0","743","556","463","4560","4147","2993"
"01.01.2021 19:30 - 01.01.2021 19:45","0","0","0","726","540","536","4611","4199","3002"
"01.01.2021 19:45 - 01.01.2021 20:00","0","0","0","706","527","551","4662","4251","3073"
"01.01.2021 20:00 - 01.01.2021 20:15","0","0","0","698","513","524","4716","4295","3137"
"01.01.2021 20:15 - 01.01.2021 20:30","0","0","0","693","493","494","4763","4322","3184"
"01.01.2021 20:30 - 01.01.2021 20:45","0","0","0","685","486","518","4814","4354","3181"
"01.01.2021 20:45 - 01.01.2021 21:00","0","0","0","681","466","529","4867","4386","3216"
"01.01.2021 21:00 - 01.01.2021 21:15","0","0","0","670","459","532","4916","4420","3173"
"01.01.2021 21:15 - 01.01.2021 21:30","0","0","0","660","453","466","4965","4459","3211"
"01.01.2021 21:30 - 01.01.2021 21:45","0","0","0","653","450","362","5011","4502","3218"
"01.01.2021 21:45 - 01.01.2021 22:00","0","0","0","649","448","339","5054","4541","3271"
"01.01.2021 22:00 - 01.01.2021 22:15","0","0","0","648","456","325","5058","4543","3216"
"01.01.2021 22:15 - 01.01.2021 22:30","0","0","0","646","449","366","5059","4541","3267"
"01.01.2021 22:30 - 01.01.2021 22:45","0","0","0","641","444","398","5059","4534","3291"
"01.01.2021 22:45 - 01.01.2021 23:00","0","0","0","632","438","484","5059","4526","3343"
"01.01.2021 23:00 - 01.01.2021 23:15","0","0","0","636","436","514","5062","4525","3369"
"01.01.2021 23:15 - 01.01.2021 23:30","0","0","0","637","443","494","5053","4521","3399"
"01.01.2021 23:30 - 01.01.2021 23:45","0","0","0","638","445","500","5035","4512","3354"
"01.01.2021 23:45 - 02.01.2021 00:00","0","0","0","637","450","517","5017","4507","3326"
"02.01.2021 00:00 - 02.01.2021 00:15","0","0","0","419","637","519","4454","5093","3271"
"02.01.2021 00:15 - 02.01.2021 00:30","0","0","0","427","548","419","4445","5060","3238"
"02.01.2021 00:30 - 02.01.2021 00:45","0","0","0","433","477","349","4429","5020","3203"
"02.01.2021 00:45 - 02.01.2021 01:00","0","0","0","442","444","323","4411","4967","3166"
"02.01.2021 01:00 - 02.01.2021 01:15","0","0","0","466","424","320","4381","4862","3083"
"02.01.2021 01:15 - 02.01.2021 01:30","0","0","0","452","420","326","4332","4860","3110"
"02.01.2021 01:30 - 02.01.2021 01:45","0","0","0","444","383","303","4283","4820","3104"
"02.01.2021 01:45 - 02.01.2021 02:00","0","0","0","431","362","290","4233","4791","3110"
"02.01.2021 02:00 - 02.01.2021 02:15","0","0","0","419","377","294","4178","4676","3034"
"02.01.2021 02:15 - 02.01.2021 02:30","0","0","0","413","379","292","4120","4605","2991"
"02.01.2021 02:30 - 02.01.2021 02:45","0","0","0","403","438","355","4057","4487","2896"
"02.01.2021 02:45 - 02.01.2021 03:00","0","0","0","402","457","364","3998","4409","2842"
"02.01.2021 03:00 - 02.01.2021 03:15","0","0","0","395","450","368","3937","4399","2841"
"02.01.2021 03:15 - 02.01.2021 03:30","0","0","0","392","495","418","3872","4393","2822"
"02.01.2021 03:30 - 02.01.2021 03:45","0","0","0","393","482","396","3806","4399","2818"
"02.01.2021 03:45 - 02.01.2021 04:00","0","0","0","398","420","345","3739","4382","2803"
"02.01.2021 04:00 - 02.01.2021 04:15","0","0","0","402","377","320","3673","4319","2765"
"02.01.2021 04:15 - 02.01.2021 04:30","0","0","0","406","371","314","3595","4276","2745"
"02.01.2021 04:30 - 02.01.2021 04:45","0","0","0","405","345","298","3520","4278","2737"
"02.01.2021 04:45 - 02.01.2021 05:00","0","0","0","408","347","301","3438","4217","2691"
"02.01.2021 05:00 - 02.01.2021 05:15","0","0","0","413","326","285","3362","4171","2668"
"02.01.2021 05:15 - 02.01.2021 05:30","0","0","0","426","333","288","3288","4031","2612"
"02.01.2021 05:30 - 02.01.2021 05:45","0","0","0","439","316","275","3217","3992","2611"
"02.01.2021 05:45 - 02.01.2021 06:00","0","0","0","452","329","282","3145","3891","2545"
"02.01.2021 06:00 - 02.01.2021 06:15","0","0","0","456","346","289","3100","3835","2516"
"02.01.2021 06:15 - 02.01.2021 06:30","0","0","0","455","381","317","3043","3778","2474"
"02.01.2021 06:30 - 02.01.2021 06:45","0","0","0","452","403","331","2985","3705","2419"
"02.01.2021 06:45 - 02.01.2021 07:00","0","0","0","446","407","347","2924","3573","2355"
"02.01.2021 07:00 - 02.01.2021 07:15","0","0","0","451","400","356","2858","3531","2369"
"02.01.2021 07:15 - 02.01.2021 07:30","0","0","0","464","435","389","2792","3458","2316"
"02.01.2021 07:30 - 02.01.2021 07:45","0","0","0","475","550","487","2720","3348","2232"
"02.01.2021 07:45 - 02.01.2021 08:00","0","0","0","486","556","529","2653","3291","2145"
"02.01.2021 08:00 - 02.01.2021 08:15","4","6","5","492","559","572","2588","3226","2111"
"02.01.2021 08:15 - 02.01.2021 08:30","55","48","31","501","553","537","2522","3140","2064"
"02.01.2021 08:30 - 02.01.2021 08:45","280","235","147","503","546","509","2458","3055","1981"
"02.01.2021 08:45 - 02.01.2021 09:00","533","468","261","512","543","477","2398","2997","1948"
"02.01.2021 09:00 - 02.01.2021 09:15","874","794","422","516","543","430","2337","2916","1903"
"02.01.2021 09:15 - 02.01.2021 09:30","1292","1164","631","513","529","424","2261","2825","1842"
"02.01.2021 09:30 - 02.01.2021 09:45","1720","1558","795","506","516","396","2183","2732","1734"
"02.01.2021 09:45 - 02.01.2021 10:00","2163","1965","1000","497","504","385","2103","2646","1691"
"02.01.2021 10:00 - 02.01.2021 10:15","2585","2348","1210","490","488","358","2012","2549","1629"
"02.01.2021 10:15 - 02.01.2021 10:30","2985","2714","1403","486","486","339","1891","2414","1534"
"02.01.2021 10:30 - 02.01.2021 10:45","3343","3039","1555","490","479","307","1770","2282","1408"
"02.01.2021 10:45 - 02.01.2021 11:00","3708","3354","1691","493","474","299","1648","2148","1339"
"02.01.2021 11:00 - 02.01.2021 11:15","4026","3662","1823","488","470","282","1534","2016","1274"
"02.01.2021 11:15 - 02.01.2021 11:30","4305","3910","1941","482","457","281","1444","1889","1218"
"02.01.2021 11:30 - 02.01.2021 11:45","4533","4097","2026","471","444","272","1365","1760","1172"
"02.01.2021 11:45 - 02.01.2021 12:00","4705","4253","2078","466","431","261","1286","1641","1098"
"02.01.2021 12:00 - 02.01.2021 12:15","4795","4340","2101","458","424","254","1218","1530","1075"
"02.01.2021 12:15 - 02.01.2021 12:30","4829","4383","2100","453","410","248","1163","1442","1037"
"02.01.2021 12:30 - 02.01.2021 12:45","4792","4355","2093","447","392","245","1123","1366","999"
"02.01.2021 12:45 - 02.01.2021 13:00","4697","4281","2035","444","377","255","1101","1311","974"
"02.01.2021 13:00 - 02.01.2021 13:15","4586","4110","1976","439","362","262","1091","1305","1002"
"02.01.2021 13:15 - 02.01.2021 13:30","4444","3889","1973","439","352","279","1076","1267","948"
"02.01.2021 13:30 - 02.01.2021 13:45","4162","3650","1834","432","337","285","1058","1228","876"
"02.01.2021 13:45 - 02.01.2021 14:00","3857","3381","1682","427","326","306","1046","1195","850"
"02.01.2021 14:00 - 02.01.2021 14:15","3495","3118","1512","430","316","317","1047","1121","855"
"02.01.2021 14:15 - 02.01.2021 14:30","3084","2756","1321","438","325","325","1056","1116","863"
"02.01.2021 14:30 - 02.01.2021 14:45","2613","2387","1138","448","333","323","1079","1128","895"
"02.01.2021 14:45 - 02.01.2021 15:00","2175","2001","940","459","341","342","1105","1139","918"
"02.01.2021 15:00 - 02.01.2021 15:15","1737","1603","759","466","415","349","1147","1171","967"
"02.01.2021 15:15 - 02.01.2021 15:30","1300","1205","566","486","431","357","1236","1251","1014"
"02.01.2021 15:30 - 02.01.2021 15:45","898","840","384","502","447","358","1327","1331","1064"
"02.01.2021 15:45 - 02.01.2021 16:00","566","532","247","515","465","388","1423","1412","1139"
"02.01.2021 16:00 - 02.01.2021 16:15","332","309","135","541","484","429","1533","1515","1178"
"02.01.2021 16:15 - 02.01.2021 16:30","164","146","67","570","503","486","1688","1662","1258"
"02.01.2021 16:30 - 02.01.2021 16:45","5","5","7","601","524","523","1837","1810","1342"
"02.01.2021 16:45 - 02.01.2021 17:00","1","1","2","629","544","538","1986","1959","1425"
"02.01.2021 17:00 - 02.01.2021 17:15","0","0","0","659","570","552","2124","2100","1518"
"02.01.2021 17:15 - 02.01.2021 17:30","0","0","0","688","597","599","2245","2231","1574"
"02.01.2021 17:30 - 02.01.2021 17:45","0","0","0","717","623","652","2357","2354","1603"
"02.01.2021 17:45 - 02.01.2021 18:00","0","0","0","743","646","704","2467","2474","1662"
"02.01.2021 18:00 - 02.01.2021 18:15","0","0","0","774","675","753","2558","2588","1774"
"02.01.2021 18:15 - 02.01.2021 18:30","0","0","0","809","711","831","2623","2689","1807"
"02.01.2021 18:30 - 02.01.2021 18:45","0","0","0","841","746","915","2678","2781","1824"
"02.01.2021 18:45 - 02.01.2021 19:00","0","0","0","876","782","1007","2719","2859","1858"
"02.01.2021 19:00 - 02.01.2021 19:15","0","0","0","908","815","1114","2744","2919","1935"
"02.01.2021 19:15 - 02.01.2021 19:30","0","0","0","933","852","1212","2773","2972","1969"
"02.01.2021 19:30 - 02.01.2021 19:45","0","0","0","960","889","1319","2812","3030","2004"
"02.01.2021 19:45 - 02.01.2021 20:00","0","0","0","987","930","1318","2861","3096","2025"
"02.01.2021 20:00 - 02.01.2021 20:15","0","0","0","1014","972","1365","2916","3163","2080"
"02.01.2021 20:15 - 02.01.2021 20:30","0","0","0","1037","1022","1419","2968","3229","2092"
"02.01.2021 20:30 - 02.01.2021 20:45","0","0","0","1063","1068","1470","3031","3302","2121"
"02.01.2021 20:45 - 02.01.2021 21:00","0","0","0","1084","1116","1562","3096","3374","2204"
"02.01.2021 21:00 - 02.01.2021 21:15","0","0","0","1099","1157","1567","3161","3447","2282"
"02.01.2021 21:15 - 02.01.2021 21:30","0","0","0","1112","1203","1585","3237","3527","2322"
"02.01.2021 21:30 - 02.01.2021 21:45","0","0","0","1127","1250","1596","3318","3611","2358"
"02.01.2021 21:45 - 02.01.2021 22:00","0","0","0","1138","1294","1625","3394","3689","2388"
"02.01.2021 22:00 - 02.01.2021 22:15","0","0","0","1186","1377","1626","3469","3769","2440"
"02.01.2021 22:15 - 02.01.2021 22:30","0","0","0","1211","1425","1698","3554","3855","2541"
"02.01.2021 22:30 - 02.01.2021 22:45","0","0","0","1232","1478","1747","3640","3942","2654"
"02.01.2021 22:45 - 02.01.2021 23:00","0","0","0","1254","1537","1777","3731","4035","2810"
"02.01.2021 23:00 - 02.01.2021 23:15","0","0","0","1281","1588","1783","3830","4136","2877"
"02.01.2021 23:15 - 02.01.2021 23:30","0","0","0","1316","1631","1849","3943","4252","2995"
"02.01.2021 23:30 - 02.01.2021 23:45","0","0","0","1345","1673","1924","4062","4377","3138"
"02.01.2021 23:45 - 03.01.2021 00:00","0","0","0","1381","1717","2109","4179","4503","3197"
"03.01.2021 00:00 - 03.01.2021 00:15","0","0","0","2210","2348","2281","4934","5618","3406"
"03.01.2021 00:15 - 03.01.2021 00:30","0","0","0","2257","2516","2443","5105","5892","3539"
"03.01.2021 00:30 - 03.01.2021 00:45","0","0","0","2310","2710","2624","5278","6185","3719"
"03.01.2021 00:45 - 03.01.2021 01:00","0","0","0","2354","2826","2738","5447","6413","3791"
"03.01.2021 01:00 - 03.01.2021 01:15","0","0","0","2394","2883","2783","5617","6591","3855"
"03.01.2021 01:15 - 03.01.2021 01:30","0","0","0","2463","2815","2700","5789","6849","3964"
"03.01.2021 01:30 - 03.01.2021 01:45","0","0","0","2531","2766","2644","5967","7046","4023"
"03.01.2021 01:45 - 03.01.2021 02:00","0","0","0","2595","2816","2682","6148","7278","4079"
"03.01.2021 02:00 - 03.01.2021 02:15","0","0","0","2657","2802","2662","6334","7432","4199"
"03.01.2021 02:15 - 03.01.2021 02:30","0","0","0","2704","2864","2711","6523","7593","4232"
"03.01.2021 02:30 - 03.01.2021 02:45","0","0","0","2752","2933","2773","6717","7756","4251"
"03.01.2021 02:45 - 03.01.2021 03:00","0","0","0","2803","3066","2881","6909","7962","4373"
"03.01.2021 03:00 - 03.01.2021 03:15","0","0","0","2852","3170","2948","7099","8249","4490"
"03.01.2021 03:15 - 03.01.2021 03:30","0","0","0","2895","3353","3103","7310","8400","4573"
"03.01.2021 03:30 - 03.01.2021 03:45","0","0","0","2935","3339","3077","7517","8663","4703"
"03.01.2021 03:45 - 03.01.2021 04:00","0","0","0","2977","3263","2976","7730","8886","4791"
"03.01.2021 04:00 - 03.01.2021 04:15","0","0","0","3023","3362","3045","7950","9053","4882"
"03.01.2021 04:15 - 03.01.2021 04:30","0","0","0","3087","3558","3207","8189","9257","4982"
"03.01.2021 04:30 - 03.01.2021 04:45","0","0","0","3149","3677","3299","8431","9533","5047"
"03.01.2021 04:45 - 03.01.2021 05:00","0","0","0","3209","3789","3368","8675","9900","5239"
"03.01.2021 05:00 - 03.01.2021 05:15","0","0","0","3280","3819","3332","8937","10178","5338"
"03.01.2021 05:15 - 03.01.2021 05:30","0","0","0","3360","3891","3338","9239","10534","5415"
"03.01.2021 05:30 - 03.01.2021 05:45","0","0","0","3446","4058","3476","9530","10893","5517"
"03.01.2021 05:45 - 03.01.2021 06:00","0","0","0","3524","4283","3676","9888","11240","5631"
"03.01.2021 06:00 - 03.01.2021 06:15","0","0","0","3590","4492","3879","10215","11407","5815"
"03.01.2021 06:15 - 03.01.2021 06:30","0","0","0","3713","4619","3963","10543","11479","5864"
"03.01.2021 06:30 - 03.01.2021 06:45","0","0","0","3837","4723","4055","10814","11510","5679"
"03.01.2021 06:45 - 03.01.2021 07:00","0","0","0","3960","4792","4107","11048","11871","5775"
"03.01.2021 07:00 - 03.01.2021 07:15","0","0","0","4087","4799","4138","11289","12429","6269"
"03.01.2021 07:15 - 03.01.2021 07:30","0","0","0","4182","4833","4251","11564","12547","6369"
"03.01.2021 07:30 - 03.01.2021 07:45","0","0","0","4278","4973","4420","11802","12733","6514"
"03.01.2021 07:45 - 03.01.2021 08:00","0","0","0","4370","5066","4453","12074","12961","6662"
"03.01.2021 08:00 - 03.01.2021 08:15","2","3","3","4462","5193","4418","12309","13169","6848"
"03.01.2021 08:15 - 03.01.2021 08:30","27","26","17","4544","5333","4340","12531","13376","6941"
"03.01.2021 08:30 - 03.01.2021 08:45","164","134","88","4620","5383","4343","12725","13569","6946"
"03.01.2021 08:45 - 03.01.2021 09:00","275","242","164","4689","5430","4448","12942","13749","7052"
"03.01.2021 09:00 - 03.01.2021 09:15","420","402","271","4750","5479","4430","13168","13967","7113"
"03.01.2021 09:15 - 03.01.2021 09:30","592","587","390","4780","5516","4379","13352","14123","7167"
"03.01.2021 09:30 - 03.01.2021 09:45","792","798","550","4817","5559","4456","13494","14229","7214"
"03.01.2021 09:45 - 03.01.2021 10:00","1018","1032","676","4856","5602","4532","13598","14300","7280"
"03.01.2021 10:00 - 03.01.2021 10:15","1238","1270","824","4889","5647","4638","13729","14392","7414"
"03.01.2021 10:15 - 03.01.2021 10:30","1444","1521","984","4920","5618","4661","13914","14523","7446"
"03.01.2021 10:30 - 03.01.2021 10:45","1630","1737","1110","4951","5592","4725","14100","14662","7398"
"03.01.2021 10:45 - 03.01.2021 11:00","1813","1938","1162","4978","5558","4777","14289","14793","7360"
"03.01.2021 11:00 - 03.01.2021 11:15","1971","2097","1269","5004","5518","4790","14484","14960","7511"
"03.01.2021 11:15 - 03.01.2021 11:30","2105","2235","1324","5031","5464","4777","14660","15131","7767"
"03.01.2021 11:30 - 03.01.2021 11:45","2214","2342","1386","5057","5416","4772","14832","15303","8145"
"03.01.2021 11:45 - 03.01.2021 12:00","2285","2429","1417","5090","5352","4720","15003","15482","8345"
"03.01.2021 12:00 - 03.01.2021 12:15","2320","2462","1410","5121","5276","4682","15174","15647","8464"
"03.01.2021 12:15 - 03.01.2021 12:30","2326","2474","1392","5150","5230","4707","15332","15814","8691"
"03.01.2021 12:30 - 03.01.2021 12:45","2300","2457","1380","5175","5166","4673","15497","15975","8907"
"03.01.2021 12:45 - 03.01.2021 13:00","2229","2384","1328","5206","5114","4703","15675","16138","8981"
"03.01.2021 13:00 - 03.01.2021 13:15","2133","2291","1257","5242","5076","4721","15847","16242","9198"
"03.01.2021 13:15 - 03.01.2021 13:30","2059","2152","1186","5308","5132","4627","15995","16353","9302"
"03.01.2021 13:30 - 03.01.2021 13:45","1894","1982","1100","5372","5180","4471","16128","16455","9465"
"03.01.2021 13:45 - 03.01.2021 14:00","1728","1804","1013","5434","5232","4362","16245","16549","9625"
"03.01.2021 14:00 - 03.01.2021 14:15","1549","1534","898","5493","5282","4283","16357","16860","9938"
"03.01.2021 14:15 - 03.01.2021 14:30","1370","1345","798","5557","5373","4093","16469","16895","10044"
"03.01.2021 14:30 - 03.01.2021 14:45","1159","1153","681","5619","5464","3864","16557","16907","10189"
"03.01.2021 14:45 - 03.01.2021 15:00","958","963","574","5679","5561","3986","16648","16924","10272"
"03.01.2021 15:00 - 03.01.2021 15:15","761","767","449","5740","5645","4055","16751","16982","10618"
"03.01.2021 15:15 - 03.01.2021 15:30","575","581","327","5785","5706","4142","16895","17125","10801"
"03.01.2021 15:30 - 03.01.2021 15:45","408","416","218","5834","5765","4115","17035","17268","10863"
"03.01.2021 15:45 - 03.01.2021 16:00","281","289","137","5883","5823","3900","17179","17413","10859"
"03.01.2021 16:00 - 03.01.2021 16:15","181","184","76","5931","5880","3691","17302","17547","11052"
"03.01.2021 16:15 - 03.01.2021 16:30","98","97","40","5986","5935","3678","17378","17662","11138"
"03.01.2021 16:30 - 03.01.2021 16:45","3","2","3","6040","5986","3540","17456","17775","11306"
"03.01.2021 16:45 - 03.01.2021 17:00","0","0","1","6093","6040","3628","17535","17889","11351"
"03.01.2021 17:00 - 03.01.2021 17:15","0","0","0","6143","6089","3609","17599","18002","11443"
"03.01.2021 17:15 - 03.01.2021 17:30","0","0","0","6171","6116","3587","17646","18103","11494"
"03.01.2021 17:30 - 03.01.2021 17:45","0","0","0","6209","6155","3574","17698","18206","11572"
"03.01.2021 17:45 - 03.01.2021 18:00","0","0","0","6238","6185","3537","17749","18307","11685"
"03.01.2021 18:00 - 03.01.2021 18:15","0","0","0","6270","6215","3492","17799","18382","11895"
"03.01.2021 18:15 - 03.01.2021 18:30","0","0","0","6298","6241","3442","17844","18432","12032"
"03.01.2021 18:30 - 03.01.2021 18:45","0","0","0","6322","6266","3310","17903","18486","12165"
"03.01.2021 18:45 - 03.01.2021 19:00","0","0","0","6352","6285","3342","17989","18547","12231"
"03.01.2021 19:00 - 03.01.2021 19:15","0","0","0","6375","6311","3288","18056","18573","12242"
"03.01.2021 19:15 - 03.01.2021 19:30","0","0","0","6367","6306","3264","18072","18549","12048"
"03.01.2021 19:30 - 03.01.2021 19:45","0","0","0","6373","6315","3140","18066","18508","11532"
"03.01.2021 19:45 - 03.01.2021 20:00","0","0","0","6382","6324","3130","18046","18452","11521"
"03.01.2021 20:00 - 03.01.2021 20:15","0","0","0","6387","6329","3003","18013","18378","11672"
"03.01.2021 20:15 - 03.01.2021 20:30","0","0","0","6391","6333","3032","17965","18289","11608"
"03.01.2021 20:30 - 03.01.2021 20:45","0","0","0","6396","6345","2971","17902","18177","11564"
"03.01.2021 20:45 - 03.01.2021 21:00","0","0","0","6399","6351","2944","17839","18066","11516"
"03.01.2021 21:00 - 03.01.2021 21:15","0","0","0","6404","6355","2935","17773","17949","11553"
"03.01.2021 21:15 - 03.01.2021 21:30","0","0","0","6411","6370","2978","17690","17826","11497"
"03.01.2021 21:30 - 03.01.2021 21:45","0","0","0","6410","6369","2939","17608","17703","11344"
"03.01.2021 21:45 - 03.01.2021 22:00","0","0","0","6408","6367","2939","17525","17580","10944"
"03.01.2021 22:00 - 03.01.2021 22:15","0","0","0","6481","6445","2933","17032","17093","10593"
