"MTU (CET/CEST)","Generation - Solar [MW] Day Ahead/ BZN|DE-LU","Generation - Solar [MW] Intraday / BZN|DE-LU","Generation - Solar [MW] Current / BZN|DE-LU","Generation - Wind Offshore [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore [MW] Current / BZN|DE-LU","Generation - Wind Onshore [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore [MW] Current / BZN|DE-LU"
"20.02.2021 23:45 - 21.02.2021 00:00","0","0","0","6204","6180","5561","22045","22075","13925"
"21.02.2021 00:00 - 21.02.2021 00:15","0","0","0","6231","6332","5676","21661","22173","13779"
"21.02.2021 00:15 - 21.02.2021 00:30","0","0","0","6219","6333","5690","21496","21890","13584"
"21.02.2021 00:30 - 21.02.2021 00:45","0","0","0","6213","6263","5654","21329","21902","13543"
"21.02.2021 00:45 - 21.02.2021 01:00","0","0","0","6202","6253","5661","21167","21725","13437"
"21.02.2021 01:00 - 21.02.2021 01:15","0","0","0","6008","6253","5668","21041","21623","13398"
"21.02.2021 01:15 - 21.02.2021 01:30","0","0","0","5995","6235","5664","20860","21510","13318"
"21.02.2021 01:30 - 21.02.2021 01:45","0","0","0","5993","6204","5661","20674","21211","13073"
"21.02.2021 01:45 - 21.02.2021 02:00","0","0","0","5985","6197","5667","20495","21028","12883"
"21.02.2021 02:00 - 21.02.2021 02:15","0","0","0","5980","6195","5654","20322","20725","12591"
"21.02.2021 02:15 - 21.02.2021 02:30","0","0","0","5979","6206","5645","20173","20509","12394"
"21.02.2021 02:30 - 21.02.2021 02:45","0","0","0","5982","6174","5638","20002","20287","12231"
"21.02.2021 02:45 - 21.02.2021 03:00","0","0","0","5981","6201","5632","19826","20040","12026"
"21.02.2021 03:00 - 21.02.2021 03:15","0","0","0","5978","6212","5620","19643","19778","11840"
"21.02.2021 03:15 - 21.02.2021 03:30","0","0","0","5964","6197","5613","19458","19510","11665"
"21.02.2021 03:30 - 21.02.2021 03:45","0","0","0","5948","6201","5609","19305","19381","11612"
"21.02.2021 03:45 - 21.02.2021 04:00","0","0","0","5936","6186","5603","19094","19135","11479"
"21.02.2021 04:00 - 21.02.2021 04:15","0","0","0","5918","6141","5587","18883","18898","11372"
"21.02.2021 04:15 - 21.02.2021 04:30","0","0","0","5910","6091","5563","18671","18614","11202"
"21.02.2021 04:30 - 21.02.2021 04:45","0","0","0","5901","6105","5548","18478","18352","11002"
"21.02.2021 04:45 - 21.02.2021 05:00","0","0","0","5896","6116","5516","18278","18060","10846"
"21.02.2021 05:00 - 21.02.2021 05:15","0","0","0","5874","6102","5500","18067","17760","10675"
"21.02.2021 05:15 - 21.02.2021 05:30","0","0","0","5843","6077","5481","17858","17337","10366"
"21.02.2021 05:30 - 21.02.2021 05:45","0","0","0","5811","6041","5461","17648","16998","10152"
"21.02.2021 05:45 - 21.02.2021 06:00","0","0","0","5776","6015","5444","17468","16876","10030"
"21.02.2021 06:00 - 21.02.2021 06:15","0","0","0","5664","5969","5416","17394","16947","10120"
"21.02.2021 06:15 - 21.02.2021 06:30","0","0","0","5620","5958","5397","17174","16623","9987"
"21.02.2021 06:30 - 21.02.2021 06:45","0","0","0","5574","5927","5360","16956","16478","9879"
"21.02.2021 06:45 - 21.02.2021 07:00","0","0","0","5526","5860","5314","16719","16381","9819"
"21.02.2021 07:00 - 21.02.2021 07:15","20","11","7","5469","5766","5247","16470","16378","9881"
"21.02.2021 07:15 - 21.02.2021 07:30","138","122","54","5387","5698","5184","16221","16234","9783"
"21.02.2021 07:30 - 21.02.2021 07:45","756","793","340","5302","5590","5095","15959","16106","9719"
"21.02.2021 07:45 - 21.02.2021 08:00","1692","1857","912","5215","5488","4993","15682","15844","9682"
"21.02.2021 08:00 - 21.02.2021 08:15","2956","3291","1689","5114","5340","4871","15320","15527","9535"
"21.02.2021 08:15 - 21.02.2021 08:30","4331","4873","2569","5061","5197","4731","14867","15063","9454"
"21.02.2021 08:30 - 21.02.2021 08:45","5801","6483","3453","5001","5056","4603","14352","14502","9183"
"21.02.2021 08:45 - 21.02.2021 09:00","7404","8215","4364","4937","4914","4463","13823","13929","8877"
"21.02.2021 09:00 - 21.02.2021 09:15","9056","9990","5374","4875","4774","4371","13169","13263","8456"
"21.02.2021 09:15 - 21.02.2021 09:30","10729","11765","6455","4815","4646","4232","12334","12552","8186"
"21.02.2021 09:30 - 21.02.2021 09:45","12379","13513","7442","4750","4518","4121","11563","11790","8002"
"21.02.2021 09:45 - 21.02.2021 10:00","14014","15212","8405","4682","4390","4004","10756","11011","7679"
"21.02.2021 10:00 - 21.02.2021 10:15","15537","16815","9341","4620","4256","3909","9922","10198","7182"
"21.02.2021 10:15 - 21.02.2021 10:30","16954","18277","10181","4540","4182","3800","9031","9321","6464"
"21.02.2021 10:30 - 21.02.2021 10:45","18238","19627","10931","4463","4097","3680","8142","8445","5566"
"21.02.2021 10:45 - 21.02.2021 11:00","19465","20872","11722","4382","4010","3511","7254","7544","4863"
"21.02.2021 11:00 - 21.02.2021 11:15","20536","21967","12321","4294","3919","3365","6475","6783","4314"
"21.02.2021 11:15 - 21.02.2021 11:30","21449","22882","12707","4178","3822","3118","6040","6310","4038"
"21.02.2021 11:30 - 21.02.2021 11:45","22194","23637","13196","4058","3726","3019","5624","5861","3868"
"21.02.2021 11:45 - 21.02.2021 12:00","22857","24259","13392","3933","3629","2945","5235","5438","3567"
"21.02.2021 12:00 - 21.02.2021 12:15","23399","24767","13594","3808","3528","2887","4900","5074","3311"
"21.02.2021 12:15 - 21.02.2021 12:30","23758","25085","13862","3646","3405","2989","4652","4810","3130"
"21.02.2021 12:30 - 21.02.2021 12:45","23886","25166","13936","3480","3281","2944","4469","4613","3191"
"21.02.2021 12:45 - 21.02.2021 13:00","23937","25128","13899","3316","3160","2865","4308","4421","3164"
"21.02.2021 13:00 - 21.02.2021 13:15","23771","24897","13671","3148","3039","2722","4203","4284","3155"
"21.02.2021 13:15 - 21.02.2021 13:30","23376","24448","13481","2983","2897","2658","4116","4162","3128"
"21.02.2021 13:30 - 21.02.2021 13:45","22791","23804","13279","2817","2749","2520","4038","4042","3106"
"21.02.2021 13:45 - 21.02.2021 14:00","22090","23011","12827","2646","2607","2348","3962","3928","2965"
"21.02.2021 14:00 - 21.02.2021 14:15","21201","21745","12376","2489","2469","2164","3917","3754","2762"
"21.02.2021 14:15 - 21.02.2021 14:30","20132","20648","11866","2351","2323","1932","3892","3696","2696"
"21.02.2021 14:30 - 21.02.2021 14:45","18865","19322","11198","2215","2174","1744","3885","3659","2613"
"21.02.2021 14:45 - 21.02.2021 15:00","17474","17872","10589","2077","2030","1585","3883","3628","2558"
"21.02.2021 15:00 - 21.02.2021 15:15","15893","16256","9656","1949","1981","1466","3873","3652","2494"
"21.02.2021 15:15 - 21.02.2021 15:30","14186","14505","8704","1876","1895","1391","3993","3749","2331"
"21.02.2021 15:30 - 21.02.2021 15:45","12359","12634","7740","1808","1810","1306","4122","3896","2272"
"21.02.2021 15:45 - 21.02.2021 16:00","10536","10745","6760","1739","1735","1239","4268","4044","2256"
"21.02.2021 16:00 - 21.02.2021 16:15","8626","8797","5594","1682","1669","1168","4504","4273","2294"
"21.02.2021 16:15 - 21.02.2021 16:30","6771","6907","4460","1673","1668","1111","4970","4707","2413"
"21.02.2021 16:30 - 21.02.2021 16:45","5053","5138","3374","1667","1676","1029","5436","5178","2531"
"21.02.2021 16:45 - 21.02.2021 17:00","3507","3551","2386","1669","1682","976","5938","5711","2693"
"21.02.2021 17:00 - 21.02.2021 17:15","2118","2133","1436","1684","1701","904","6515","6344","2968"
"21.02.2021 17:15 - 21.02.2021 17:30","1031","1016","654","1771","1764","803","7213","7097","3183"
"21.02.2021 17:30 - 21.02.2021 17:45","329","293","206","1855","1831","762","7884","7829","3402"
"21.02.2021 17:45 - 21.02.2021 18:00","41","25","20","1942","1906","745","8566","8564","3640"
"21.02.2021 18:00 - 21.02.2021 18:15","0","0","0","2044","1989","713","9219","9268","3948"
"21.02.2021 18:15 - 21.02.2021 18:30","0","0","0","2175","2099","677","9821","9920","4283"
"21.02.2021 18:30 - 21.02.2021 18:45","0","0","0","2310","2208","663","10392","10577","4542"
"21.02.2021 18:45 - 21.02.2021 19:00","0","0","0","2441","2318","670","10972","11218","4829"
"21.02.2021 19:00 - 21.02.2021 19:15","0","0","0","2555","2421","706","11421","11738","5064"
"21.02.2021 19:15 - 21.02.2021 19:30","0","0","0","2610","2499","712","11699","12068","5227"
"21.02.2021 19:30 - 21.02.2021 19:45","0","0","0","2662","2565","708","11920","12302","5287"
"21.02.2021 19:45 - 21.02.2021 20:00","0","0","0","2710","2634","710","12104","12515","5461"
"21.02.2021 20:00 - 21.02.2021 20:15","0","0","0","2754","2694","722","12220","12628","5613"
"21.02.2021 20:15 - 21.02.2021 20:30","0","0","0","2727","2714","751","12277","12697","5769"
"21.02.2021 20:30 - 21.02.2021 20:45","0","0","0","2703","2729","715","12308","12766","5853"
"21.02.2021 20:45 - 21.02.2021 21:00","0","0","0","2678","2743","639","12324","12809","5934"
"21.02.2021 21:00 - 21.02.2021 21:15","0","0","0","2651","2759","654","12323","12819","5956"
"21.02.2021 21:15 - 21.02.2021 21:30","0","0","0","2620","2747","655","12266","12774","5971"
"21.02.2021 21:30 - 21.02.2021 21:45","0","0","0","2587","2735","682","12197","12715","5956"
"21.02.2021 21:45 - 21.02.2021 22:00","0","0","0","2555","2715","748","12119","12656","6003"
"21.02.2021 22:00 - 21.02.2021 22:15","0","0","0","2531","2699","850","12019","12568","6004"
"21.02.2021 22:15 - 21.02.2021 22:30","0","0","0","2523","2638","954","11893","12445","6028"
"21.02.2021 22:30 - 21.02.2021 22:45","0","0","0","2506","2576","1012","11761","12316","5980"
"21.02.2021 22:45 - 21.02.2021 23:00","0","0","0","2496","2515","1122","11588","12150","6002"
"21.02.2021 23:00 - 21.02.2021 23:15","0","0","0","2486","2456","1229","11453","12000","5977"
"21.02.2021 23:15 - 21.02.2021 23:30","0","0","0","2484","2416","1342","11361","11869","6025"
"21.02.2021 23:30 - 21.02.2021 23:45","0","0","0","2491","2372","1434","11264","11741","6049"
"21.02.2021 23:45 - 22.02.2021 00:00","0","0","0","2494","2332","1493","11151","11600","6133"
"22.02.2021 00:00 - 22.02.2021 00:15","0","0","0","1825","1662","1587","10596","11404","6504"
"22.02.2021 00:15 - 22.02.2021 00:30","0","0","0","1905","1732","1649","10547","11477","6630"
"22.02.2021 00:30 - 22.02.2021 00:45","0","0","0","1972","1771","1695","10522","11620","6787"
"22.02.2021 00:45 - 22.02.2021 01:00","0","0","0","2038","1768","1689","10519","11639","6832"
"22.02.2021 01:00 - 22.02.2021 01:15","0","0","0","2205","1737","1648","10544","11602","6911"
"22.02.2021 01:15 - 22.02.2021 01:30","0","0","0","2315","1662","1573","10516","11599","6972"
"22.02.2021 01:30 - 22.02.2021 01:45","0","0","0","2414","1667","1583","10493","11625","7078"
"22.02.2021 01:45 - 22.02.2021 02:00","0","0","0","2515","1740","1659","10477","11710","7169"
"22.02.2021 02:00 - 22.02.2021 02:15","0","0","0","2614","1716","1643","10472","11767","7297"
"22.02.2021 02:15 - 22.02.2021 02:30","0","0","0","2697","1700","1615","10505","11903","7457"
"22.02.2021 02:30 - 22.02.2021 02:45","0","0","0","2783","1807","1719","10524","11984","7532"
"22.02.2021 02:45 - 22.02.2021 03:00","0","0","0","2870","1872","1784","10538","12014","7603"
"22.02.2021 03:00 - 22.02.2021 03:15","0","0","0","2948","1980","1861","10523","11934","7582"
"22.02.2021 03:15 - 22.02.2021 03:30","0","0","0","2990","2060","1923","10496","11828","7474"
"22.02.2021 03:30 - 22.02.2021 03:45","0","0","0","3030","2130","2005","10478","11667","7380"
"22.02.2021 03:45 - 22.02.2021 04:00","0","0","0","3066","2197","2046","10447","11685","7415"
"22.02.2021 04:00 - 22.02.2021 04:15","0","0","0","3103","2275","2095","10402","11792","7554"
"22.02.2021 04:15 - 22.02.2021 04:30","0","0","0","3139","2344","2146","10398","11751","7507"
"22.02.2021 04:30 - 22.02.2021 04:45","0","0","0","3177","2432","2227","10396","11838","7562"
"22.02.2021 04:45 - 22.02.2021 05:00","0","0","0","3214","2473","2277","10393","11945","7623"
"22.02.2021 05:00 - 22.02.2021 05:15","0","0","0","3254","2514","2307","10398","11933","7624"
"22.02.2021 05:15 - 22.02.2021 05:30","0","0","0","3319","2560","2354","10437","11945","7651"
"22.02.2021 05:30 - 22.02.2021 05:45","0","0","0","3387","2566","2354","10481","11885","7659"
"22.02.2021 05:45 - 22.02.2021 06:00","0","0","0","3447","2615","2384","10543","11876","7719"
"22.02.2021 06:00 - 22.02.2021 06:15","0","0","0","3493","2702","2486","10606","11848","7780"
"22.02.2021 06:15 - 22.02.2021 06:30","0","0","0","3571","2855","2630","10639","11841","7867"
"22.02.2021 06:30 - 22.02.2021 06:45","0","0","0","3646","2988","2750","10646","11770","7954"
"22.02.2021 06:45 - 22.02.2021 07:00","0","1","0","3720","2956","2716","10656","11710","8062"
"22.02.2021 07:00 - 22.02.2021 07:15","13","35","8","3784","2955","2711","10659","11850","8299"
"22.02.2021 07:15 - 22.02.2021 07:30","146","205","55","3820","3003","2766","10629","11824","8315"
"22.02.2021 07:30 - 22.02.2021 07:45","837","861","286","3858","3005","2779","10591","11699","8313"
"22.02.2021 07:45 - 22.02.2021 08:00","1794","1792","699","3890","3024","2729","10530","11687","8361"
"22.02.2021 08:00 - 22.02.2021 08:15","2986","3053","1266","3923","3040","2643","10409","11555","8520"
"22.02.2021 08:15 - 22.02.2021 08:30","4296","4469","1933","3948","3160","2683","10211","11340","8634"
"22.02.2021 08:30 - 22.02.2021 08:45","5700","5927","2592","3962","3266","2633","9964","11124","8277"
"22.02.2021 08:45 - 22.02.2021 09:00","7243","7484","3292","3981","3372","2706","9715","10890","8100"
"22.02.2021 09:00 - 22.02.2021 09:15","8796","9054","4008","3999","3478","2783","9327","10535","7764"
"22.02.2021 09:15 - 22.02.2021 09:30","10344","10608","4777","4024","3592","2938","8856","10044","7573"
"22.02.2021 09:30 - 22.02.2021 09:45","11859","12123","5533","4046","3704","3173","8318","9528","7558"
"22.02.2021 09:45 - 22.02.2021 10:00","13376","13573","5947","4065","3812","3187","7770","9054","7688"
"22.02.2021 10:00 - 22.02.2021 10:15","14761","14901","6566","4087","3917","3232","7171","8508","7327"
"22.02.2021 10:15 - 22.02.2021 10:30","16036","16121","7230","4120","4006","3410","6547","7923","7063"
"22.02.2021 10:30 - 22.02.2021 10:45","17209","17219","7875","4152","4091","3612","5915","7339","6643"
"22.02.2021 10:45 - 22.02.2021 11:00","18319","18239","8433","4179","4177","3759","5336","6790","6261"
"22.02.2021 11:00 - 22.02.2021 11:15","19301","19224","8979","4201","4255","4086","4801","6278","5906"
"22.02.2021 11:15 - 22.02.2021 11:30","20127","20091","9392","4233","4314","4255","4426","5868","5426"
"22.02.2021 11:30 - 22.02.2021 11:45","20828","20876","9928","4261","4358","4264","4059","5487","5052"
"22.02.2021 11:45 - 22.02.2021 12:00","21475","21614","10656","4290","4410","4404","3715","5131","4722"
"22.02.2021 12:00 - 22.02.2021 12:15","21996","22244","11061","4308","4455","4451","3462","4870","4568"
"22.02.2021 12:15 - 22.02.2021 12:30","22325","22698","11525","4271","4474","4476","3300","4688","4545"
"22.02.2021 12:30 - 22.02.2021 12:45","22450","22976","11698","4235","4494","4443","3180","4561","4596"
"22.02.2021 12:45 - 22.02.2021 13:00","22495","23118","11937","4200","4514","4478","3090","4474","4530"
"22.02.2021 13:00 - 22.02.2021 13:15","22369","23079","12002","4164","4528","4753","3054","4430","4549"
"22.02.2021 13:15 - 22.02.2021 13:30","22025","22807","11822","4110","4523","4808","3026","4401","4545"
"22.02.2021 13:30 - 22.02.2021 13:45","21488","22302","11689","4057","4517","4725","3005","4388","4548"
"22.02.2021 13:45 - 22.02.2021 14:00","20852","21645","11374","3999","4513","4493","2986","4373","4533"
"22.02.2021 14:00 - 22.02.2021 14:15","20048","20652","10944","3947","4511","4605","2978","4233","4489"
"22.02.2021 14:15 - 22.02.2021 14:30","19044","19609","10473","3904","4537","4372","2985","4222","4386"
"22.02.2021 14:30 - 22.02.2021 14:45","17870","18327","9842","3862","4561","4343","2997","4220","4320"
"22.02.2021 14:45 - 22.02.2021 15:00","16559","16945","8913","3824","4586","4393","3016","4221","4314"
"22.02.2021 15:00 - 22.02.2021 15:15","15057","15398","7943","3786","4469","4423","3021","4223","4341"
"22.02.2021 15:15 - 22.02.2021 15:30","13435","13693","6909","3781","4448","4470","3125","4318","4325"
"22.02.2021 15:30 - 22.02.2021 15:45","11703","11862","6040","3773","4425","4567","3240","4438","4306"
"22.02.2021 15:45 - 22.02.2021 16:00","9966","10028","4981","3764","4401","4562","3360","4564","4351"
"22.02.2021 16:00 - 22.02.2021 16:15","8169","8197","4041","3747","4385","4534","3537","4737","4489"
"22.02.2021 16:15 - 22.02.2021 16:30","6424","6451","3122","3727","4393","4585","3858","5026","4634"
"22.02.2021 16:30 - 22.02.2021 16:45","4811","4836","2302","3703","4395","4835","4174","5320","4674"
"22.02.2021 16:45 - 22.02.2021 17:00","3370","3375","1573","3678","4400","4953","4529","5658","4744"
"22.02.2021 17:00 - 22.02.2021 17:15","2068","2078","937","3661","4401","4924","4939","6059","4819"
"22.02.2021 17:15 - 22.02.2021 17:30","1042","1065","451","3673","4454","4793","5457","6546","4944"
"22.02.2021 17:30 - 22.02.2021 17:45","310","358","140","3688","4499","4797","5945","7020","5260"
"22.02.2021 17:45 - 22.02.2021 18:00","30","51","15","3697","4553","4747","6470","7500","5501"
"22.02.2021 18:00 - 22.02.2021 18:15","0","0","0","3727","4629","4752","6993","7959","5805"
"22.02.2021 18:15 - 22.02.2021 18:30","0","0","0","3782","4653","4781","7490","8379","6170"
"22.02.2021 18:30 - 22.02.2021 18:45","0","0","0","3834","4674","4809","7919","8794","6620"
"22.02.2021 18:45 - 22.02.2021 19:00","0","0","0","3887","4691","4823","8386","9236","6944"
"22.02.2021 19:00 - 22.02.2021 19:15","0","0","0","3931","4710","4840","8748","9630","7330"
"22.02.2021 19:15 - 22.02.2021 19:30","0","0","0","3970","4756","4992","8980","9922","7716"
"22.02.2021 19:30 - 22.02.2021 19:45","0","0","0","4006","4802","5192","9173","10170","8063"
"22.02.2021 19:45 - 22.02.2021 20:00","0","0","0","4039","4848","5299","9341","10393","8300"
"22.02.2021 20:00 - 22.02.2021 20:15","0","0","0","4067","4892","5358","9527","10611","8568"
"22.02.2021 20:15 - 22.02.2021 20:30","0","0","0","4083","4925","5349","9730","10831","8901"
"22.02.2021 20:30 - 22.02.2021 20:45","0","0","0","4101","4957","5285","9941","11048","9110"
"22.02.2021 20:45 - 22.02.2021 21:00","0","0","0","4121","4995","5199","10144","11248","9196"
"22.02.2021 21:00 - 22.02.2021 21:15","0","0","0","4154","5034","5115","10319","11420","9147"
"22.02.2021 21:15 - 22.02.2021 21:30","0","0","0","4200","5073","5104","10425","11545","9093"
"22.02.2021 21:30 - 22.02.2021 21:45","0","0","0","4250","5116","5135","10523","11654","9160"
"22.02.2021 21:45 - 22.02.2021 22:00","0","0","0","4293","5156","5133","10620","11759","9239"
"22.02.2021 22:00 - 22.02.2021 22:15","0","0","0","4394","5223","5014","10683","11796","9293"
"22.02.2021 22:15 - 22.02.2021 22:30","0","0","0","4443","5207","4858","10744","11880","9483"
"22.02.2021 22:30 - 22.02.2021 22:45","0","0","0","4492","5190","4785","10804","11964","9662"
"22.02.2021 22:45 - 22.02.2021 23:00","0","0","0","4522","5174","4755","10818","12003","9613"
"22.02.2021 23:00 - 22.02.2021 23:15","0","0","0","4548","5150","4754","10854","12045","9506"
"22.02.2021 23:15 - 22.02.2021 23:30","0","0","0","4532","5089","4816","10909","12065","9623"
"22.02.2021 23:30 - 22.02.2021 23:45","0","0","0","4512","5024","4765","10953","12075","9640"
"22.02.2021 23:45 - 23.02.2021 00:00","0","0","0","4489","4952","4573","10989","12082","9585"
"23.02.2021 00:00 - 23.02.2021 00:15","0","0","0","4630","4999","4462","11909","14060","9387"
"23.02.2021 00:15 - 23.02.2021 00:30","0","0","0","4477","4739","4212","11899","14003","9308"
"23.02.2021 00:30 - 23.02.2021 00:45","0","0","0","4262","4427","3866","11908","14059","9254"
"23.02.2021 00:45 - 23.02.2021 01:00","0","0","0","4045","4100","3535","11941","14104","9088"
"23.02.2021 01:00 - 23.02.2021 01:15","0","0","0","3922","3630","3083","11984","14037","8884"
"23.02.2021 01:15 - 23.02.2021 01:30","0","0","0","3755","3321","2774","11965","13591","8418"
"23.02.2021 01:30 - 23.02.2021 01:45","0","0","0","3595","3222","2664","11947","13427","8083"
"23.02.2021 01:45 - 23.02.2021 02:00","0","0","0","3423","3037","2477","11921","13321","7838"
"23.02.2021 02:00 - 23.02.2021 02:15","0","0","0","3256","2967","2374","11894","12980","7420"
"23.02.2021 02:15 - 23.02.2021 02:30","0","0","0","3158","3010","2400","11905","12709","7203"
"23.02.2021 02:30 - 23.02.2021 02:45","0","0","0","3055","2614","2006","11886","12343","7025"
"23.02.2021 02:45 - 23.02.2021 03:00","0","0","0","2947","2425","1855","11857","12028","6980"
"23.02.2021 03:00 - 23.02.2021 03:15","0","0","0","2845","2256","1679","11810","11744","6862"
"23.02.2021 03:15 - 23.02.2021 03:30","0","0","0","2805","2130","1560","11769","11492","6830"
"23.02.2021 03:30 - 23.02.2021 03:45","0","0","0","2760","2069","1500","11716","11531","6904"
"23.02.2021 03:45 - 23.02.2021 04:00","0","0","0","2716","2038","1463","11656","11420","6876"
"23.02.2021 04:00 - 23.02.2021 04:15","0","0","0","2677","1963","1432","11587","11415","6885"
"23.02.2021 04:15 - 23.02.2021 04:30","0","0","0","2679","1934","1408","11623","11416","7021"
"23.02.2021 04:30 - 23.02.2021 04:45","0","0","0","2676","1959","1417","11686","11693","7283"
"23.02.2021 04:45 - 23.02.2021 05:00","0","0","0","2684","2001","1453","11727","11688","7366"
"23.02.2021 05:00 - 23.02.2021 05:15","0","0","0","2708","1999","1489","11812","11706","7539"
"23.02.2021 05:15 - 23.02.2021 05:30","0","0","0","2823","2122","1628","11889","11687","7647"
"23.02.2021 05:30 - 23.02.2021 05:45","0","0","0","2933","2353","1773","12005","11768","7841"
"23.02.2021 05:45 - 23.02.2021 06:00","0","0","0","3038","2569","1964","12151","11832","7909"
"23.02.2021 06:00 - 23.02.2021 06:15","0","0","0","3140","2730","2137","12318","12169","8021"
"23.02.2021 06:15 - 23.02.2021 06:30","0","0","0","3290","2863","2259","12445","12313","8070"
"23.02.2021 06:30 - 23.02.2021 06:45","0","0","0","3444","3050","2412","12553","12560","8250"
"23.02.2021 06:45 - 23.02.2021 07:00","0","0","0","3592","3224","2601","12635","12692","8393"
"23.02.2021 07:00 - 23.02.2021 07:15","26","14","11","3723","3273","2751","12734","12955","8660"
"23.02.2021 07:15 - 23.02.2021 07:30","191","165","100","3834","3186","2711","12801","12932","8594"
"23.02.2021 07:30 - 23.02.2021 07:45","792","845","439","3948","3459","2884","12845","12973","8342"
"23.02.2021 07:45 - 23.02.2021 08:00","1543","1733","967","4056","3629","3228","12868","13159","8295"
"23.02.2021 08:00 - 23.02.2021 08:15","2481","2834","1606","4155","3736","3308","12874","13263","8049"
"23.02.2021 08:15 - 23.02.2021 08:30","3527","4038","2152","4192","3810","3504","12795","13293","8020"
"23.02.2021 08:30 - 23.02.2021 08:45","4675","5340","2841","4225","3930","3727","12696","13181","7963"
"23.02.2021 08:45 - 23.02.2021 09:00","5982","6747","3585","4261","4023","3894","12581","13006","8117"
"23.02.2021 09:00 - 23.02.2021 09:15","7318","8196","4388","4287","4100","3969","12388","12702","8425"
"23.02.2021 09:15 - 23.02.2021 09:30","8698","9642","5235","4293","4162","4010","12011","12321","8478"
"23.02.2021 09:30 - 23.02.2021 09:45","10052","11043","6032","4291","4216","4048","11669","11930","8614"
"23.02.2021 09:45 - 23.02.2021 10:00","11437","12328","6735","4290","4263","4065","11346","11586","8441"
"23.02.2021 10:00 - 23.02.2021 10:15","12737","13650","7490","4296","4297","4225","10961","11189","8268"
"23.02.2021 10:15 - 23.02.2021 10:30","13933","14851","8191","4320","4316","4425","10465","10689","8011"
"23.02.2021 10:30 - 23.02.2021 10:45","14981","15908","8870","4350","4338","4555","9926","10146","7912"
"23.02.2021 10:45 - 23.02.2021 11:00","15998","16833","9667","4382","4353","4603","9441","9634","7575"
"23.02.2021 11:00 - 23.02.2021 11:15","16900","17703","10131","4414","4368","4604","9077","9235","7249"
"23.02.2021 11:15 - 23.02.2021 11:30","17664","18412","10612","4440","4392","4687","9074","9164","7189"
"23.02.2021 11:30 - 23.02.2021 11:45","18271","18974","10977","4463","4419","4673","9074","9116","7191"
"23.02.2021 11:45 - 23.02.2021 12:00","18808","19383","11291","4484","4447","4586","9088","9088","7176"
"23.02.2021 12:00 - 23.02.2021 12:15","19212","19746","11509","4507","4477","4501","9122","9104","7286"
"23.02.2021 12:15 - 23.02.2021 12:30","19423","19945","11599","4504","4570","4578","9183","9191","7278"
"23.02.2021 12:30 - 23.02.2021 12:45","19496","19988","11690","4503","4665","4593","9266","9356","7398"
"23.02.2021 12:45 - 23.02.2021 13:00","19516","19846","11661","4493","4746","4602","9346","9507","7564"
"23.02.2021 13:00 - 23.02.2021 13:15","19413","19670","11662","4486","4825","4686","9405","9620","7751"
"23.02.2021 13:15 - 23.02.2021 13:30","19116","19353","11559","4471","4862","4524","9446","9720","8043"
"23.02.2021 13:30 - 23.02.2021 13:45","18633","18876","11222","4460","4897","4392","9490","9828","7987"
"23.02.2021 13:45 - 23.02.2021 14:00","18102","18213","10812","4452","4934","4361","9543","9928","8088"
"23.02.2021 14:00 - 23.02.2021 14:15","17410","17681","10378","4447","5007","4439","9537","9642","8274"
"23.02.2021 14:15 - 23.02.2021 14:30","16562","16820","9937","4448","5030","4491","9487","9636","8453"
"23.02.2021 14:30 - 23.02.2021 14:45","15492","15804","9357","4450","5054","4510","9420","9592","8425"
"23.02.2021 14:45 - 23.02.2021 15:00","14372","14622","8763","4452","5077","4481","9353","9549","8427"
"23.02.2021 15:00 - 23.02.2021 15:15","13070","13393","7986","4461","4886","4463","9236","9425","8539"
"23.02.2021 15:15 - 23.02.2021 15:30","11646","11986","7091","4469","4888","4551","9024","9303","8405"
"23.02.2021 15:30 - 23.02.2021 15:45","10117","10469","6255","4480","4892","4567","8807","9156","8332"
"23.02.2021 15:45 - 23.02.2021 16:00","8607","8899","5300","4495","4896","4680","8603","9009","8013"
"23.02.2021 16:00 - 23.02.2021 16:15","7084","7365","4340","4511","4906","4803","8432","8910","7488"
"23.02.2021 16:15 - 23.02.2021 16:30","5598","5833","3414","4555","4923","4849","8346","8912","7139"
"23.02.2021 16:30 - 23.02.2021 16:45","4212","4392","2513","4603","4941","4848","8371","9043","6872"
"23.02.2021 16:45 - 23.02.2021 17:00","2975","3072","1763","4644","4945","4832","8444","9231","6823"
"23.02.2021 17:00 - 23.02.2021 17:15","1871","1920","1106","4680","4946","4757","8561","9439","6765"
"23.02.2021 17:15 - 23.02.2021 17:30","985","973","561","4698","4950","4733","8861","9782","6824"
"23.02.2021 17:30 - 23.02.2021 17:45","321","307","185","4715","4951","4790","9154","10125","6927"
"23.02.2021 17:45 - 23.02.2021 18:00","40","36","19","4728","4955","4897","9453","10473","7036"
"23.02.2021 18:00 - 23.02.2021 18:15","0","0","0","4778","4998","4991","9778","10836","7201"
"23.02.2021 18:15 - 23.02.2021 18:30","0","0","0","4803","5050","5038","10149","11236","7470"
"23.02.2021 18:30 - 23.02.2021 18:45","0","0","0","4832","5097","5042","10539","11656","7844"
