"MTU (CET/CEST)","Generation - Solar [MW] Day Ahead/ BZN|DE-LU","Generation - Solar [MW] Intraday / BZN|DE-LU","Generation - Solar [MW] Current / BZN|DE-LU","Generation - Wind Offshore [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore [MW] Current / BZN|DE-LU","Generation - Wind Onshore [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore [MW] Current / BZN|DE-LU"
"17.04.2023 18:30 - 17.04.2023 18:45","4951","4903","4115","1766","1720","1876","12288","12203","13549"
"17.04.2023 18:45 - 17.04.2023 19:00","3594","3552","2933","1841","1804","1952","12238","12185","13579"
"17.04.2023 19:00 - 17.04.2023 19:15","2482","2417","1972","1906","1875","2061","12208","12171","13697"
"17.04.2023 19:15 - 17.04.2023 19:30","1599","1546","1231","1943","1930","2091","12327","12290","13733"
"17.04.2023 19:30 - 17.04.2023 19:45","925","909","726","1979","1981","2130","12451","12420","13804"
"17.04.2023 19:45 - 17.04.2023 20:00","464","472","367","2021","2036","2200","12619","12613","13772"
"17.04.2023 20:00 - 17.04.2023 20:15","157","167","137","2058","2082","2173","12870","12870","13963"
"17.04.2023 20:15 - 17.04.2023 20:30","43","41","27","2086","2118","2162","13169","13119","13839"
"17.04.2023 20:30 - 17.04.2023 20:45","16","17","3","2122","2147","2106","13453","13336","14014"
"17.04.2023 20:45 - 17.04.2023 21:00","0","0","0","2160","2178","2061","13720","13504","14014"
"17.04.2023 21:00 - 17.04.2023 21:15","0","0","0","2192","2212","2021","13948","13605","14176"
"17.04.2023 21:15 - 17.04.2023 21:30","0","0","0","2203","2204","2059","14029","13617","14131"
"17.04.2023 21:30 - 17.04.2023 21:45","0","0","0","2219","2202","2087","14110","13642","14115"
"17.04.2023 21:45 - 17.04.2023 22:00","0","0","0","2226","2190","2081","14164","13662","14158"
"17.04.2023 22:00 - 17.04.2023 22:15","0","0","0","2253","2200","2017","14117","13581","14219"
"17.04.2023 22:15 - 17.04.2023 22:30","0","0","0","2215","2162","2006","14049","13483","14193"
"17.04.2023 22:30 - 17.04.2023 22:45","0","0","0","2171","2126","1992","13979","13381","14048"
"17.04.2023 22:45 - 17.04.2023 23:00","0","0","0","2134","2088","1940","13914","13280","13906"
"17.04.2023 23:00 - 17.04.2023 23:15","0","0","0","2096","2044","1926","13838","13183","13719"
"17.04.2023 23:15 - 17.04.2023 23:30","0","0","0","2037","2014","1923","13693","13073","13533"
"17.04.2023 23:30 - 17.04.2023 23:45","0","0","0","1982","1985","1825","13549","12960","13360"
"17.04.2023 23:45 - 18.04.2023 00:00","0","0","0","1924","1954","1856","13402","12849","13268"
"18.04.2023 00:00 - 18.04.2023 00:15","0","0","0","2130","1780","1780","13243","12808","12808"
"18.04.2023 00:15 - 18.04.2023 00:30","0","0","0","2119","1834","1834","13156","13206","13206"
"18.04.2023 00:30 - 18.04.2023 00:45","0","0","0","2106","1926","1926","13070","13275","13275"
"18.04.2023 00:45 - 18.04.2023 01:00","0","0","0","2093","1948","1948","12980","13264","13264"
"18.04.2023 01:00 - 18.04.2023 01:15","0","0","0","2039","1924","1924","12889","13147","13147"
"18.04.2023 01:15 - 18.04.2023 01:30","0","0","0","2037","1904","1904","12819","13012","13012"
"18.04.2023 01:30 - 18.04.2023 01:45","0","0","0","2031","1859","1859","12746","12962","12962"
"18.04.2023 01:45 - 18.04.2023 02:00","0","0","0","2034","1794","1794","12670","12795","12795"
"18.04.2023 02:00 - 18.04.2023 02:15","0","0","0","2030","1846","1846","12621","12658","12658"
"18.04.2023 02:15 - 18.04.2023 02:30","0","0","0","2034","1836","1836","12621","12644","12644"
"18.04.2023 02:30 - 18.04.2023 02:45","0","0","0","2038","1830","1830","12629","12571","12571"
"18.04.2023 02:45 - 18.04.2023 03:00","0","0","0","2040","1922","1922","12633","12349","12349"
"18.04.2023 03:00 - 18.04.2023 03:15","0","0","0","2052","1970","1970","12638","12341","12341"
"18.04.2023 03:15 - 18.04.2023 03:30","0","0","0","2076","2016","2016","12703","12290","12290"
"18.04.2023 03:30 - 18.04.2023 03:45","0","0","0","2101","2029","2029","12778","12459","12459"
"18.04.2023 03:45 - 18.04.2023 04:00","0","0","0","2128","2012","2012","12867","12589","12589"
"18.04.2023 04:00 - 18.04.2023 04:15","0","0","0","2155","1993","1993","12960","12687","12687"
"18.04.2023 04:15 - 18.04.2023 04:30","0","0","0","2208","1950","1950","13044","12760","12760"
"18.04.2023 04:30 - 18.04.2023 04:45","0","0","0","2261","1958","1958","13132","12753","12753"
"18.04.2023 04:45 - 18.04.2023 05:00","0","0","0","2316","1948","1948","13209","12797","12797"
"18.04.2023 05:00 - 18.04.2023 05:15","0","0","0","2367","2000","2000","13281","12833","12833"
"18.04.2023 05:15 - 18.04.2023 05:30","0","0","0","2429","2057","2057","13313","12913","12913"
"18.04.2023 05:30 - 18.04.2023 05:45","0","0","0","2494","2145","2145","13341","12981","12981"
"18.04.2023 05:45 - 18.04.2023 06:00","0","0","0","2559","2249","2249","13368","12982","12982"
"18.04.2023 06:00 - 18.04.2023 06:15","6","7","7","2587","2342","2342","13465","13123","13123"
"18.04.2023 06:15 - 18.04.2023 06:30","35","41","41","2604","2406","2406","13476","13355","13355"
"18.04.2023 06:30 - 18.04.2023 06:45","162","188","188","2592","2452","2452","13479","13425","13425"
"18.04.2023 06:45 - 18.04.2023 07:00","429","492","493","2612","2542","2542","13469","13484","13484"
"18.04.2023 07:00 - 18.04.2023 07:15","913","982","979","2514","2423","2423","13423","13482","13482"
"18.04.2023 07:15 - 18.04.2023 07:30","1636","1729","1730","2544","2405","2405","13197","13080","13065"
"18.04.2023 07:30 - 18.04.2023 07:45","2552","2642","2650","2573","2370","2370","12941","12978","12939"
"18.04.2023 07:45 - 18.04.2023 08:00","3599","3689","3655","2599","2405","2363","12618","12673","12738"
"18.04.2023 08:00 - 18.04.2023 08:15","4760","4817","4712","2625","2433","2400","12281","12371","12285"
"18.04.2023 08:15 - 18.04.2023 08:30","5981","5997","5730","2652","2452","2397","11995","12124","12131"
"18.04.2023 08:30 - 18.04.2023 08:45","7249","7233","6880","2670","2466","2369","11735","11924","11768"
"18.04.2023 08:45 - 18.04.2023 09:00","8540","8506","8066","2698","2479","2379","11499","11767","11559"
"18.04.2023 09:00 - 18.04.2023 09:15","9782","9758","9201","2717","2486","2475","11367","11633","11410"
"18.04.2023 09:15 - 18.04.2023 09:30","11031","11023","10297","2716","2481","2515","11442","11744","11617"
"18.04.2023 09:30 - 18.04.2023 09:45","12222","12249","11470","2708","2478","2561","11534","11854","11706"
"18.04.2023 09:45 - 18.04.2023 10:00","13356","13396","12412","2710","2476","2560","11645","11973","11899"
"18.04.2023 10:00 - 18.04.2023 10:15","14444","14451","13381","2707","2471","2570","11779","12117","12082"
"18.04.2023 10:15 - 18.04.2023 10:30","15466","15403","14311","2726","2556","2437","12032","12340","12378"
"18.04.2023 10:30 - 18.04.2023 10:45","16345","16190","15077","2743","2549","2350","12281","12576","12962"
"18.04.2023 10:45 - 18.04.2023 11:00","17061","16806","15561","2752","2545","2114","12530","12837","13535"
"18.04.2023 11:00 - 18.04.2023 11:15","17602","17227","16074","2769","2541","2058","12817","13108","13970"
"18.04.2023 11:15 - 18.04.2023 11:30","18298","17922","16535","2780","2571","2062","13145","13503","14442"
"18.04.2023 11:30 - 18.04.2023 11:45","18897","18516","17048","2797","2600","2042","13472","13896","14954"
"18.04.2023 11:45 - 18.04.2023 12:00","19362","18982","17428","2808","2627","2029","13820","14285","15277"
"18.04.2023 12:00 - 18.04.2023 12:15","19783","19393","17829","2835","2661","1972","14146","14708","15397"
"18.04.2023 12:15 - 18.04.2023 12:30","20147","19738","18081","2887","2731","1920","14459","15071","15813"
"18.04.2023 12:30 - 18.04.2023 12:45","20437","19977","18332","2935","2804","1967","14763","15405","16077"
"18.04.2023 12:45 - 18.04.2023 13:00","20627","20108","18355","2988","2872","1930","15065","15736","16400"
"18.04.2023 13:00 - 18.04.2023 13:15","20709","20193","18402","3042","2942","1855","15378","16085","16555"
"18.04.2023 13:15 - 18.04.2023 13:30","20665","20201","18259","3102","3054","1833","15682","16455","16589"
"18.04.2023 13:30 - 18.04.2023 13:45","20523","20122","18237","3153","3166","1943","15998","16818","16925"
"18.04.2023 13:45 - 18.04.2023 14:00","20285","19944","18091","3194","3259","1980","16339","17211","17364"
"18.04.2023 14:00 - 18.04.2023 14:15","20074","19995","18073","3085","3179","1989","16676","17243","17654"
"18.04.2023 14:15 - 18.04.2023 14:30","19985","19822","18014","3126","3237","2020","16956","17519","17865"
"18.04.2023 14:30 - 18.04.2023 14:45","19802","19528","17856","3163","3294","2092","17210","17748","18256"
"18.04.2023 14:45 - 18.04.2023 15:00","19510","19122","17826","3198","3352","2158","17445","17948","18444"
"18.04.2023 15:00 - 18.04.2023 15:15","19073","18622","17343","3226","3138","2209","17668","18124","18464"
"18.04.2023 15:15 - 18.04.2023 15:30","18474","18010","16722","3263","3163","2262","17849","18246","18505"
"18.04.2023 15:30 - 18.04.2023 15:45","17730","17285","16093","3291","3194","2255","18023","18365","18649"
"18.04.2023 15:45 - 18.04.2023 16:00","16889","16476","15330","3318","3220","2258","18195","18471","18712"
"18.04.2023 16:00 - 18.04.2023 16:15","16035","15627","14784","3337","3238","2231","18344","18574","18618"
"18.04.2023 16:15 - 18.04.2023 16:30","15131","14732","14104","3350","3259","2187","18471","18632","18610"
"18.04.2023 16:30 - 18.04.2023 16:45","14156","13756","13172","3369","3280","2252","18596","18682","18730"
"18.04.2023 16:45 - 18.04.2023 17:00","13084","12712","12159","3380","3303","2279","18702","18735","18773"
"18.04.2023 17:00 - 18.04.2023 17:15","12090","11721","11167","3528","3540","2438","18805","18747","18697"
"18.04.2023 17:15 - 18.04.2023 17:30","10989","10676","10065","3588","3594","2458","18785","18699","18650"
"18.04.2023 17:30 - 18.04.2023 17:45","9745","9487","8920","3684","3650","2527","18754","18642","18446"
"18.04.2023 17:45 - 18.04.2023 18:00","8454","8237","7719","3749","3699","2616","18721","18600","18484"
"18.04.2023 18:00 - 18.04.2023 18:15","7162","6966","6411","3925","3745","2754","18658","18531","18447"
"18.04.2023 18:15 - 18.04.2023 18:30","5864","5691","5099","3981","3791","2815","18431","18374","18496"
"18.04.2023 18:30 - 18.04.2023 18:45","4583","4436","3853","4035","3994","2950","18208","18213","18357"
"18.04.2023 18:45 - 18.04.2023 19:00","3388","3274","2760","4166","4126","3093","17958","18012","18094"
"18.04.2023 19:00 - 18.04.2023 19:15","2366","2292","1917","4217","4259","3181","17759","17842","17884"
"18.04.2023 19:15 - 18.04.2023 19:30","1560","1504","1241","4274","4320","3220","17900","17915","17864"
"18.04.2023 19:30 - 18.04.2023 19:45","918","872","714","4305","4382","3343","18057","17980","17888"
"18.04.2023 19:45 - 18.04.2023 20:00","436","426","360","4405","4437","3531","18287","18083","17879"
"18.04.2023 20:00 - 18.04.2023 20:15","166","165","148","4441","4494","3638","18642","18286","17827"
"18.04.2023 20:15 - 18.04.2023 20:30","53","59","37","4457","4552","3679","19040","18562","18179"
"18.04.2023 20:30 - 18.04.2023 20:45","25","22","9","4466","4555","3787","19414","18830","18078"
"18.04.2023 20:45 - 18.04.2023 21:00","0","0","0","4481","4553","3794","19748","19052","18282"
"18.04.2023 21:00 - 18.04.2023 21:15","0","0","0","4495","4556","3917","20036","19222","18575"
"18.04.2023 21:15 - 18.04.2023 21:30","0","0","0","4492","4528","3933","20203","19330","18634"
"18.04.2023 21:30 - 18.04.2023 21:45","0","0","0","4495","4491","3939","20386","19455","18854"
"18.04.2023 21:45 - 18.04.2023 22:00","0","0","0","4491","4457","3910","20546","19573","19178"
"18.04.2023 22:00 - 18.04.2023 22:15","0","0","0","4511","4448","3846","20504","19501","19215"
"18.04.2023 22:15 - 18.04.2023 22:30","0","0","0","4455","4393","3835","20500","19493","19264"
"18.04.2023 22:30 - 18.04.2023 22:45","0","0","0","4404","4331","3884","20490","19481","19240"
"18.04.2023 22:45 - 18.04.2023 23:00","0","0","0","4347","4273","3840","20454","19463","19176"
"18.04.2023 23:00 - 18.04.2023 23:15","0","0","0","4282","4212","3907","20403","19428","19232"
"18.04.2023 23:15 - 18.04.2023 23:30","0","0","0","4230","4178","3867","20233","19290","19216"
"18.04.2023 23:30 - 18.04.2023 23:45","0","0","0","4181","4151","3819","20062","19147","19113"
"18.04.2023 23:45 - 19.04.2023 00:00","0","0","0","4130","4115","3755","19878","19002","18990"
"19.04.2023 00:00 - 19.04.2023 00:15","0","0","0","3998","3370","3370","19254","19332","19332"
"19.04.2023 00:15 - 19.04.2023 00:30","0","0","0","3981","3472","3472","19064","18992","18992"
"19.04.2023 00:30 - 19.04.2023 00:45","0","0","0","3965","3560","3560","18869","18955","18955"
"19.04.2023 00:45 - 19.04.2023 01:00","0","0","0","3946","3508","3508","18671","18794","18794"
"19.04.2023 01:00 - 19.04.2023 01:15","0","0","0","3835","3371","3371","18459","18587","18587"
"19.04.2023 01:15 - 19.04.2023 01:30","0","0","0","3791","3321","3321","18226","18249","18249"
"19.04.2023 01:30 - 19.04.2023 01:45","0","0","0","3749","3331","3331","17997","17885","17885"
"19.04.2023 01:45 - 19.04.2023 02:00","0","0","0","3705","3260","3260","17775","17483","17483"
"19.04.2023 02:00 - 19.04.2023 02:15","0","0","0","3664","3298","3298","17572","17077","17077"
"19.04.2023 02:15 - 19.04.2023 02:30","0","0","0","3632","3276","3276","17396","16849","16849"
"19.04.2023 02:30 - 19.04.2023 02:45","0","0","0","3602","3303","3303","17214","16469","16469"
"19.04.2023 02:45 - 19.04.2023 03:00","0","0","0","3568","3297","3297","17028","16319","16319"
"19.04.2023 03:00 - 19.04.2023 03:15","0","0","0","3539","3430","3430","16841","16161","16161"
"19.04.2023 03:15 - 19.04.2023 03:30","0","0","0","3497","3371","3371","16746","16056","16056"
"19.04.2023 03:30 - 19.04.2023 03:45","0","0","0","3446","3328","3328","16655","16120","16120"
"19.04.2023 03:45 - 19.04.2023 04:00","0","0","0","3397","3086","3086","16576","16317","16317"
"19.04.2023 04:00 - 19.04.2023 04:15","0","0","0","3387","2971","2971","16510","16435","16435"
"19.04.2023 04:15 - 19.04.2023 04:30","0","0","0","3336","2763","2763","16513","16494","16494"
"19.04.2023 04:30 - 19.04.2023 04:45","0","0","0","3282","2665","2665","16517","16587","16587"
"19.04.2023 04:45 - 19.04.2023 05:00","0","0","0","3230","2617","2617","16519","16691","16691"
"19.04.2023 05:00 - 19.04.2023 05:15","0","0","0","3186","2695","2695","16535","16813","16813"
"19.04.2023 05:15 - 19.04.2023 05:30","0","0","0","3163","2664","2664","16604","16933","16933"
"19.04.2023 05:30 - 19.04.2023 05:45","0","0","0","3129","2659","2659","16673","17035","17035"
"19.04.2023 05:45 - 19.04.2023 06:00","0","0","0","3093","2647","2647","16735","16979","16979"
"19.04.2023 06:00 - 19.04.2023 06:15","14","12","12","3052","2709","2709","16913","17118","17118"
"19.04.2023 06:15 - 19.04.2023 06:30","76","78","77","3047","2743","2743","16989","17342","17342"
"19.04.2023 06:30 - 19.04.2023 06:45","284","294","294","3031","2657","2657","17055","17391","17391"
"19.04.2023 06:45 - 19.04.2023 07:00","672","693","693","3022","2579","2579","17096","17365","17365"
"19.04.2023 07:00 - 19.04.2023 07:15","1328","1370","1372","3000","2535","2535","17106","17263","17263"
"19.04.2023 07:15 - 19.04.2023 07:30","2317","2370","2368","3004","2437","2437","16816","16947","16946"
"19.04.2023 07:30 - 19.04.2023 07:45","3566","3629","3644","3010","2344","2344","16514","16256","16237"
"19.04.2023 07:45 - 19.04.2023 08:00","4967","5082","5071","3004","2339","2296","16161","15842","15734"
"19.04.2023 08:00 - 19.04.2023 08:15","6440","6616","6556","3007","2047","1962","15664","15543","15549"
"19.04.2023 08:15 - 19.04.2023 08:30","8040","8300","8122","3003","2054","1927","15201","15313","15262"
"19.04.2023 08:30 - 19.04.2023 08:45","9701","10038","9855","2995","2028","1885","14682","14666","14247"
"19.04.2023 08:45 - 19.04.2023 09:00","11380","11807","11509","2995","2031","1873","14213","14448","13945"
"19.04.2023 09:00 - 19.04.2023 09:15","13031","13495","13079","2882","1896","1700","14011","14125","13786"
"19.04.2023 09:15 - 19.04.2023 09:30","14710","15239","14816","2900","1918","1691","14208","14390","13991"
"19.04.2023 09:30 - 19.04.2023 09:45","16319","16908","16546","2913","1943","1771","14523","14813","14622"
"19.04.2023 09:45 - 19.04.2023 10:00","17844","18478","17993","2932","1965","1829","14885","15290","14911"
"19.04.2023 10:00 - 19.04.2023 10:15","19245","19897","19369","2951","1996","1950","15331","15807","15683"
"19.04.2023 10:15 - 19.04.2023 10:30","20523","21218","20521","2968","2236","1900","15840","16392","16678"
"19.04.2023 10:30 - 19.04.2023 10:45","21703","22435","21582","2987","2276","1932","16361","17106","17389"
"19.04.2023 10:45 - 19.04.2023 11:00","22751","23483","22544","3009","2319","1941","16925","17886","19372"
"19.04.2023 11:00 - 19.04.2023 11:15","23507","24291","23161","3001","2356","1933","17466","18491","19986"
"19.04.2023 11:15 - 19.04.2023 11:30","24365","25121","23955","2994","2391","1879","18100","19180","20696"
"19.04.2023 11:30 - 19.04.2023 11:45","25081","25841","24661","2914","2399","1864","18618","19878","21776"
"19.04.2023 11:45 - 19.04.2023 12:00","25687","26470","25280","2911","2639","2093","19104","20626","22903"
"19.04.2023 12:00 - 19.04.2023 12:15","26228","27020","25701","2913","2663","2100","19597","21269","23441"
"19.04.2023 12:15 - 19.04.2023 12:30","26688","27494","26169","2918","2663","2056","20060","21799","24115"
"19.04.2023 12:30 - 19.04.2023 12:45","26906","27734","26382","2922","2657","2025","20642","22323","24373"
"19.04.2023 12:45 - 19.04.2023 13:00","27071","27897","26433","2924","2646","1998","21235","22833","24548"
"19.04.2023 13:00 - 19.04.2023 13:15","27144","28000","26491","2938","2649","1947","21828","23329","24994"
"19.04.2023 13:15 - 19.04.2023 13:30","27107","28010","26143","2957","2668","1905","22229","23721","25339"
"19.04.2023 13:30 - 19.04.2023 13:45","26926","27892","25959","2980","2691","1841","22632","24110","25699"
"19.04.2023 13:45 - 19.04.2023 14:00","26612","27623","25681","2999","2709","1846","23041","24481","25989"
"19.04.2023 14:00 - 19.04.2023 14:15","26135","27404","25117","3018","2734","1874","23472","24489","26508"
"19.04.2023 14:15 - 19.04.2023 14:30","25789","27026","24762","3052","2799","1950","23820","24763","26522"
"19.04.2023 14:30 - 19.04.2023 14:45","25290","26494","24122","3086","2871","1995","24136","25001","26802"
"19.04.2023 14:45 - 19.04.2023 15:00","24662","25809","23550","3124","2929","2035","24417","25204","27009"
"19.04.2023 15:00 - 19.04.2023 15:15","23950","25045","22649","3161","2705","2043","24679","25393","27284"
"19.04.2023 15:15 - 19.04.2023 15:30","23116","24184","21845","3211","2761","2048","24909","25570","27392"
"19.04.2023 15:30 - 19.04.2023 15:45","22157","23173","20786","3442","2875","2021","25121","25739","27438"
"19.04.2023 15:45 - 19.04.2023 16:00","21100","22072","19742","3507","2934","1995","25343","25911","27667"
"19.04.2023 16:00 - 19.04.2023 16:15","19934","20848","18552","3594","3009","1964","25549","26076","27833"
"19.04.2023 16:15 - 19.04.2023 16:30","18635","19468","17245","3646","3093","2043","25792","26226","27956"
"19.04.2023 16:30 - 19.04.2023 16:45","17232","17966","15908","3694","3181","2125","26043","26370","28012"
"19.04.2023 16:45 - 19.04.2023 17:00","15758","16373","14511","3744","3257","2194","26299","26529","28002"
"19.04.2023 17:00 - 19.04.2023 17:15","14259","14759","13107","3888","3473","2219","26508","26629","28081"
"19.04.2023 17:15 - 19.04.2023 17:30","12683","13107","11591","3946","3585","2363","26511","26542","27893"
"19.04.2023 17:30 - 19.04.2023 17:45","11099","11416","10186","4004","3683","2534","26502","26424","27488"
"19.04.2023 17:45 - 19.04.2023 18:00","9505","9723","8669","4065","3772","2711","26489","26357","27442"
"19.04.2023 18:00 - 19.04.2023 18:15","7905","8026","7136","4086","3837","2769","26414","26241","27253"
"19.04.2023 18:15 - 19.04.2023 18:30","6306","6359","5639","4096","3866","2856","26030","25906","26947"
"19.04.2023 18:30 - 19.04.2023 18:45","4794","4776","4205","4100","3849","2890","25598","25562","26581"
"19.04.2023 18:45 - 19.04.2023 19:00","3466","3404","3033","4105","3873","3027","25102","25137","26136"
"19.04.2023 19:00 - 19.04.2023 19:15","2376","2313","2110","4111","3886","2988","24613","24700","25731"
"19.04.2023 19:15 - 19.04.2023 19:30","1548","1480","1349","4235","4054","3050","24232","24296","25186"
"19.04.2023 19:30 - 19.04.2023 19:45","947","910","851","4250","4068","3129","23840","23897","24665"
"19.04.2023 19:45 - 19.04.2023 20:00","502","494","499","4266","4076","3162","23509","23590","23974"
"19.04.2023 20:00 - 19.04.2023 20:15","213","215","223","4298","4091","3190","23342","23440","23729"
"19.04.2023 20:15 - 19.04.2023 20:30","53","55","51","4288","4081","3231","23180","23313","23395"
"19.04.2023 20:30 - 19.04.2023 20:45","14","17","8","4283","4077","3184","22983","23129","23164"
"19.04.2023 20:45 - 19.04.2023 21:00","0","0","0","4276","4070","3111","22743","22892","22750"
"19.04.2023 21:00 - 19.04.2023 21:15","0","0","0","4263","4048","3032","22492","22626","22606"
"19.04.2023 21:15 - 19.04.2023 21:30","0","0","0","4283","4063","3023","22256","22344","22376"
"19.04.2023 21:30 - 19.04.2023 21:45","0","0","0","4304","4071","2975","22027","22063","22038"
"19.04.2023 21:45 - 19.04.2023 22:00","0","0","0","4321","4072","2877","21782","21752","21748"
"19.04.2023 22:00 - 19.04.2023 22:15","0","0","0","4372","4084","2817","21308","21189","21062"
"19.04.2023 22:15 - 19.04.2023 22:30","0","0","0","4383","4141","2817","21004","20875","20664"
"19.04.2023 22:30 - 19.04.2023 22:45","0","0","0","4390","4175","2915","20694","20558","20333"
"19.04.2023 22:45 - 19.04.2023 23:00","0","0","0","4391","4185","3009","20388","20234","20090"
"19.04.2023 23:00 - 19.04.2023 23:15","0","0","0","4409","4202","3160","20079","19941","19781"
"19.04.2023 23:15 - 19.04.2023 23:30","0","0","0","4421","4203","3215","19817","19686","19949"
"19.04.2023 23:30 - 19.04.2023 23:45","0","0","0","4433","4128","3289","19547","19424","19834"
"19.04.2023 23:45 - 20.04.2023 00:00","0","0","0","4446","4117","3356","19273","19171","19803"
"20.04.2023 00:00 - 20.04.2023 00:15","0","0","0","4229","3305","3305","19543","17957","17957"
"20.04.2023 00:15 - 20.04.2023 00:30","0","0","0","4319","3332","3332","19350","17781","17781"
"20.04.2023 00:30 - 20.04.2023 00:45","0","0","0","4413","3447","3447","19151","17416","17416"
"20.04.2023 00:45 - 20.04.2023 01:00","0","0","0","4499","3497","3497","18946","16996","16996"
"20.04.2023 01:00 - 20.04.2023 01:15","0","0","0","4260","3752","3752","18727","16582","16582"
"20.04.2023 01:15 - 20.04.2023 01:30","0","0","0","4316","3914","3914","18540","16113","16113"
"20.04.2023 01:30 - 20.04.2023 01:45","0","0","0","4258","3913","3913","18350","15956","15956"
"20.04.2023 01:45 - 20.04.2023 02:00","0","0","0","4268","3928","3928","18169","15843","15843"
"20.04.2023 02:00 - 20.04.2023 02:15","0","0","0","4305","3991","3991","17985","15637","15637"
"20.04.2023 02:15 - 20.04.2023 02:30","0","0","0","4328","3902","3902","17797","15603","15603"
"20.04.2023 02:30 - 20.04.2023 02:45","0","0","0","4350","3908","3908","17599","15212","15212"
"20.04.2023 02:45 - 20.04.2023 03:00","0","0","0","4374","3916","3916","17388","14915","14915"
"20.04.2023 03:00 - 20.04.2023 03:15","0","0","0","4391","3945","3945","17164","14780","14780"
"20.04.2023 03:15 - 20.04.2023 03:30","0","0","0","4400","3757","3757","16926","14483","14483"
"20.04.2023 03:30 - 20.04.2023 03:45","0","0","0","4407","3716","3716","16691","14395","14395"
"20.04.2023 03:45 - 20.04.2023 04:00","0","0","0","4418","3810","3810","16461","14449","14449"
"20.04.2023 04:00 - 20.04.2023 04:15","0","0","0","4430","4035","4035","16234","14363","14363"
"20.04.2023 04:15 - 20.04.2023 04:30","0","0","0","4448","4102","4102","16027","14262","14262"
"20.04.2023 04:30 - 20.04.2023 04:45","0","0","0","4462","4074","4074","15823","14047","14047"
"20.04.2023 04:45 - 20.04.2023 05:00","0","0","0","4475","3958","3958","15606","13810","13810"
"20.04.2023 05:00 - 20.04.2023 05:15","0","0","0","4490","3758","3758","15395","13683","13683"
"20.04.2023 05:15 - 20.04.2023 05:30","0","0","0","4501","3524","3524","15235","13651","13651"
"20.04.2023 05:30 - 20.04.2023 05:45","0","0","0","4510","3481","3481","15068","13692","13692"
"20.04.2023 05:45 - 20.04.2023 06:00","0","0","0","4522","3390","3390","14885","13488","13488"
"20.04.2023 06:00 - 20.04.2023 06:15","12","15","15","4704","3389","3389","14873","13419","13419"
"20.04.2023 06:15 - 20.04.2023 06:30","55","64","64","4718","3326","3326","14731","13524","13524"
"20.04.2023 06:30 - 20.04.2023 06:45","195","217","217","4710","3566","3566","14595","13297","13297"
"20.04.2023 06:45 - 20.04.2023 07:00","449","490","489","4702","3646","3646","14451","13142","13142"
"20.04.2023 07:00 - 20.04.2023 07:15","880","941","935","4685","3897","3897","14299","12893","12893"
"20.04.2023 07:15 - 20.04.2023 07:30","1549","1735","1728","4673","3946","3946","14138","12654","12683"
"20.04.2023 07:30 - 20.04.2023 07:45","2398","2637","2645","4621","3919","3919","13961","12384","12401"
"20.04.2023 07:45 - 20.04.2023 08:00","3364","3675","3656","4623","3950","3883","13752","12206","12256"
"20.04.2023 08:00 - 20.04.2023 08:15","4385","4781","4714","4777","3999","3819","13528","12012","12026"
"20.04.2023 08:15 - 20.04.2023 08:30","5462","5964","5842","4767","4027","3844","13375","11909","11880"
"20.04.2023 08:30 - 20.04.2023 08:45","6582","7167","6991","4749","4035","3916","13244","11861","11734"
"20.04.2023 08:45 - 20.04.2023 09:00","7677","8305","8022","4589","4061","4021","13120","11893","11763"
"20.04.2023 09:00 - 20.04.2023 09:15","8739","9421","9070","4508","3987","4092","13042","11891","11501"
"20.04.2023 09:15 - 20.04.2023 09:30","9783","10500","10096","4513","4018","4108","13134","11999","11483"
"20.04.2023 09:30 - 20.04.2023 09:45","10777","11523","11108","4513","4053","3992","13245","12121","11642"
"20.04.2023 09:45 - 20.04.2023 10:00","11679","12468","11902","4514","4079","3873","13379","12272","11641"
"20.04.2023 10:00 - 20.04.2023 10:15","12529","13362","12791","4514","4112","3716","13514","12425","11936"
"20.04.2023 10:15 - 20.04.2023 10:30","13325","14185","13591","4513","4606","3671","13693","12715","12174"
"20.04.2023 10:30 - 20.04.2023 10:45","14035","14912","14320","4477","4634","3596","13875","13008","12425"
"20.04.2023 10:45 - 20.04.2023 11:00","14647","15510","14521","4475","4657","3466","14051","13309","12503"
"20.04.2023 11:00 - 20.04.2023 11:15","15290","16115","15145","4449","4396","3361","14221","13609","12567"
"20.04.2023 11:15 - 20.04.2023 11:30","15952","16731","15603","4438","4414","3272","14368","13816","12681"
"20.04.2023 11:30 - 20.04.2023 11:45","16527","17259","15993","4426","4429","3325","14514","14017","12876"
"20.04.2023 11:45 - 20.04.2023 12:00","16949","17699","16262","4415","4459","3092","14676","14350","13312"
"20.04.2023 12:00 - 20.04.2023 12:15","17327","18118","16547","4407","4472","3076","14831","14566","13509"
"20.04.2023 12:15 - 20.04.2023 12:30","17633","18490","16783","4397","4472","2903","15035","14798","13857"
"20.04.2023 12:30 - 20.04.2023 12:45","17857","18755","17166","4379","4475","2760","15241","15026","14063"
"20.04.2023 12:45 - 20.04.2023 13:00","17955","18882","17208","4363","4480","2693","15447","15253","14293"
