"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2017 00:00:00 - 01/01/2017 01:00:00","BZN|FR","Without sequence","58.82","",""
"01/01/2017 01:00:00 - 01/01/2017 02:00:00","BZN|FR","Without sequence","58.23","",""
"01/01/2017 02:00:00 - 01/01/2017 03:00:00","BZN|FR","Without sequence","51.95","",""
"01/01/2017 03:00:00 - 01/01/2017 04:00:00","BZN|FR","Without sequence","47.27","",""
"01/01/2017 04:00:00 - 01/01/2017 05:00:00","BZN|FR","Without sequence","45.49","",""
"01/01/2017 05:00:00 - 01/01/2017 06:00:00","BZN|FR","Without sequence","44.5","",""
"01/01/2017 06:00:00 - 01/01/2017 07:00:00","BZN|FR","Without sequence","44.5","",""
"01/01/2017 07:00:00 - 01/01/2017 08:00:00","BZN|FR","Without sequence","44.72","",""
"01/01/2017 08:00:00 - 01/01/2017 09:00:00","BZN|FR","Without sequence","44.22","",""
"01/01/2017 09:00:00 - 01/01/2017 10:00:00","BZN|FR","Without sequence","42.06","",""
"01/01/2017 10:00:00 - 01/01/2017 11:00:00","BZN|FR","Without sequence","45.7","",""
"01/01/2017 11:00:00 - 01/01/2017 12:00:00","BZN|FR","Without sequence","47.91","",""
"01/01/2017 12:00:00 - 01/01/2017 13:00:00","BZN|FR","Without sequence","49.57","",""
"01/01/2017 13:00:00 - 01/01/2017 14:00:00","BZN|FR","Without sequence","48.69","",""
"01/01/2017 14:00:00 - 01/01/2017 15:00:00","BZN|FR","Without sequence","46.91","",""
"01/01/2017 15:00:00 - 01/01/2017 16:00:00","BZN|FR","Without sequence","46.51","",""
"01/01/2017 16:00:00 - 01/01/2017 17:00:00","BZN|FR","Without sequence","46.52","",""
"01/01/2017 17:00:00 - 01/01/2017 18:00:00","BZN|FR","Without sequence","51.59","",""
"01/01/2017 18:00:00 - 01/01/2017 19:00:00","BZN|FR","Without sequence","59.07","",""
"01/01/2017 19:00:00 - 01/01/2017 20:00:00","BZN|FR","Without sequence","62.1","",""
"01/01/2017 20:00:00 - 01/01/2017 21:00:00","BZN|FR","Without sequence","56.26","",""
"01/01/2017 21:00:00 - 01/01/2017 22:00:00","BZN|FR","Without sequence","55.0","",""
"01/01/2017 22:00:00 - 01/01/2017 23:00:00","BZN|FR","Without sequence","56.02","",""
"01/01/2017 23:00:00 - 02/01/2017 00:00:00","BZN|FR","Without sequence","52.0","",""
"02/01/2017 00:00:00 - 02/01/2017 01:00:00","BZN|FR","Without sequence","54.99","",""
"02/01/2017 01:00:00 - 02/01/2017 02:00:00","BZN|FR","Without sequence","50.18","",""
