"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2021 00:00:00 - 01/01/2021 01:00:00","BZN|IT-North","Without sequence","50.87","",""
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|IT-North","Without sequence","48.19","",""
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|IT-North","Without sequence","44.68","",""
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|IT-North","Without sequence","42.92","",""
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|IT-North","Without sequence","40.39","",""
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|IT-North","Without sequence","40.2","",""
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|IT-North","Without sequence","39.63","",""
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|IT-North","Without sequence","40.09","",""
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|IT-North","Without sequence","41.27","",""
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|IT-North","Without sequence","41.67","",""
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|IT-North","Without sequence","45.0","",""
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|IT-North","Without sequence","47.2","",""
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|IT-North","Without sequence","48.43","",""
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|IT-North","Without sequence","45.49","",""
"01/01/2021 14:00:00 - 01/01/2021 15:00:00","BZN|IT-North","Without sequence","44.73","",""
"01/01/2021 15:00:00 - 01/01/2021 16:00:00","BZN|IT-North","Without sequence","46.59","",""
"01/01/2021 16:00:00 - 01/01/2021 17:00:00","BZN|IT-North","Without sequence","52.99","",""
"01/01/2021 17:00:00 - 01/01/2021 18:00:00","BZN|IT-North","Without sequence","60.26","",""
"01/01/2021 18:00:00 - 01/01/2021 19:00:00","BZN|IT-North","Without sequence","60.61","",""
"01/01/2021 19:00:00 - 01/01/2021 20:00:00","BZN|IT-North","Without sequence","60.36","",""
"01/01/2021 20:00:00 - 01/01/2021 21:00:00","BZN|IT-North","Without sequence","57.4","",""
"01/01/2021 21:00:00 - 01/01/2021 22:00:00","BZN|IT-North","Without sequence","53.86","",""
"01/01/2021 22:00:00 - 01/01/2021 23:00:00","BZN|IT-North","Without sequence","53.45","",""
"01/01/2021 23:00:00 - 02/01/2021 00:00:00","BZN|IT-North","Without sequence","49.72","",""
"02/01/2021 00:00:00 - 02/01/2021 01:00:00","BZN|IT-North","Without sequence","46.69","",""
"02/01/2021 01:00:00 - 02/01/2021 02:00:00","BZN|IT-North","Without sequence","42.43","",""
"02/01/2021 02:00:00 - 02/01/2021 03:00:00","BZN|IT-North","Without sequence","41.09","",""
"02/01/2021 03:00:00 - 02/01/2021 04:00:00","BZN|IT-North","Without sequence","40.0","",""
"02/01/2021 04:00:00 - 02/01/2021 05:00:00","BZN|IT-North","Without sequence","37.55","",""
"02/01/2021 05:00:00 - 02/01/2021 06:00:00","BZN|IT-North","Without sequence","39.0","",""
"02/01/2021 06:00:00 - 02/01/2021 07:00:00","BZN|IT-North","Without sequence","42.09","",""
"02/01/2021 07:00:00 - 02/01/2021 08:00:00","BZN|IT-North","Without sequence","46.57","",""
"02/01/2021 08:00:00 - 02/01/2021 09:00:00","BZN|IT-North","Without sequence","51.33","",""
"02/01/2021 09:00:00 - 02/01/2021 10:00:00","BZN|IT-North","Without sequence","54.6","",""
"02/01/2021 10:00:00 - 02/01/2021 11:00:00","BZN|IT-North","Without sequence","53.17","",""
"02/01/2021 11:00:00 - 02/01/2021 12:00:00","BZN|IT-North","Without sequence","52.15","",""
"02/01/2021 12:00:00 - 02/01/2021 13:00:00","BZN|IT-North","Without sequence","55.95","",""
"02/01/2021 13:00:00 - 02/01/2021 14:00:00","BZN|IT-North","Without sequence","52.0","",""
"02/01/2021 14:00:00 - 02/01/2021 15:00:00","BZN|IT-North","Without sequence","52.0","",""
"02/01/2021 15:00:00 - 02/01/2021 16:00:00","BZN|IT-North","Without sequence","53.89","",""
"02/01/2021 16:00:00 - 02/01/2021 17:00:00","BZN|IT-North","Without sequence","59.99","",""
"02/01/2021 17:00:00 - 02/01/2021 18:00:00","BZN|IT-North","Without sequence","62.0","",""
"02/01/2021 18:00:00 - 02/01/2021 19:00:00","BZN|IT-North","Without sequence","63.08","",""
"02/01/2021 19:00:00 - 02/01/2021 20:00:00","BZN|IT-North","Without sequence","62.17","",""
"02/01/2021 20:00:00 - 02/01/2021 21:00:00","BZN|IT-North","Without sequence","60.03","",""
"02/01/2021 21:00:00 - 02/01/2021 22:00:00","BZN|IT-North","Without sequence","55.03","",""
"02/01/2021 22:00:00 - 02/01/2021 23:00:00","BZN|IT-North","Without sequence","52.25","",""
"02/01/2021 23:00:00 - 03/01/2021 00:00:00","BZN|IT-North","Without sequence","48.45","",""
"03/01/2021 00:00:00 - 03/01/2021 01:00:00","BZN|IT-North","Without sequence","46.11","",""
"03/01/2021 01:00:00 - 03/01/2021 02:00:00","BZN|IT-North","Without sequence","43.0","",""
"03/01/2021 02:00:00 - 03/01/2021 03:00:00","BZN|IT-North","Without sequence","39.55","",""
"03/01/2021 03:00:00 - 03/01/2021 04:00:00","BZN|IT-North","Without sequence","37.44","",""
"03/01/2021 04:00:00 - 03/01/2021 05:00:00","BZN|IT-North","Without sequence","35.64","",""
"03/01/2021 05:00:00 - 03/01/2021 06:00:00","BZN|IT-North","Without sequence","35.5","",""
"03/01/2021 06:00:00 - 03/01/2021 07:00:00","BZN|IT-North","Without sequence","36.14","",""
"03/01/2021 07:00:00 - 03/01/2021 08:00:00","BZN|IT-North","Without sequence","36.97","",""
"03/01/2021 08:00:00 - 03/01/2021 09:00:00","BZN|IT-North","Without sequence","41.07","",""
"03/01/2021 09:00:00 - 03/01/2021 10:00:00","BZN|IT-North","Without sequence","44.49","",""
"03/01/2021 10:00:00 - 03/01/2021 11:00:00","BZN|IT-North","Without sequence","49.0","",""
"03/01/2021 11:00:00 - 03/01/2021 12:00:00","BZN|IT-North","Without sequence","50.3","",""
"03/01/2021 12:00:00 - 03/01/2021 13:00:00","BZN|IT-North","Without sequence","52.04","",""
"03/01/2021 13:00:00 - 03/01/2021 14:00:00","BZN|IT-North","Without sequence","46.64","",""
"03/01/2021 14:00:00 - 03/01/2021 15:00:00","BZN|IT-North","Without sequence","44.01","",""
"03/01/2021 15:00:00 - 03/01/2021 16:00:00","BZN|IT-North","Without sequence","45.53","",""
"03/01/2021 16:00:00 - 03/01/2021 17:00:00","BZN|IT-North","Without sequence","49.92","",""
"03/01/2021 17:00:00 - 03/01/2021 18:00:00","BZN|IT-North","Without sequence","58.0","",""
"03/01/2021 18:00:00 - 03/01/2021 19:00:00","BZN|IT-North","Without sequence","59.5","",""
"03/01/2021 19:00:00 - 03/01/2021 20:00:00","BZN|IT-North","Without sequence","61.09","",""
"03/01/2021 20:00:00 - 03/01/2021 21:00:00","BZN|IT-North","Without sequence","60.0","",""
"03/01/2021 21:00:00 - 03/01/2021 22:00:00","BZN|IT-North","Without sequence","59.4","",""
"03/01/2021 22:00:00 - 03/01/2021 23:00:00","BZN|IT-North","Without sequence","55.36","",""
"03/01/2021 23:00:00 - 04/01/2021 00:00:00","BZN|IT-North","Without sequence","53.06","",""
"04/01/2021 00:00:00 - 04/01/2021 01:00:00","BZN|IT-North","Without sequence","50.23","",""
"04/01/2021 01:00:00 - 04/01/2021 02:00:00","BZN|IT-North","Without sequence","46.64","",""
"04/01/2021 02:00:00 - 04/01/2021 03:00:00","BZN|IT-North","Without sequence","43.79","",""
"04/01/2021 03:00:00 - 04/01/2021 04:00:00","BZN|IT-North","Without sequence","41.65","",""
"04/01/2021 04:00:00 - 04/01/2021 05:00:00","BZN|IT-North","Without sequence","41.62","",""
"04/01/2021 05:00:00 - 04/01/2021 06:00:00","BZN|IT-North","Without sequence","44.5","",""
"04/01/2021 06:00:00 - 04/01/2021 07:00:00","BZN|IT-North","Without sequence","58.88","",""
"04/01/2021 07:00:00 - 04/01/2021 08:00:00","BZN|IT-North","Without sequence","62.0","",""
"04/01/2021 08:00:00 - 04/01/2021 09:00:00","BZN|IT-North","Without sequence","64.84","",""
"04/01/2021 09:00:00 - 04/01/2021 10:00:00","BZN|IT-North","Without sequence","68.25","",""
"04/01/2021 10:00:00 - 04/01/2021 11:00:00","BZN|IT-North","Without sequence","65.97","",""
"04/01/2021 11:00:00 - 04/01/2021 12:00:00","BZN|IT-North","Without sequence","63.9","",""
"04/01/2021 12:00:00 - 04/01/2021 13:00:00","BZN|IT-North","Without sequence","62.3","",""
"04/01/2021 13:00:00 - 04/01/2021 14:00:00","BZN|IT-North","Without sequence","62.0","",""
"04/01/2021 14:00:00 - 04/01/2021 15:00:00","BZN|IT-North","Without sequence","61.97","",""
"04/01/2021 15:00:00 - 04/01/2021 16:00:00","BZN|IT-North","Without sequence","62.45","",""
"04/01/2021 16:00:00 - 04/01/2021 17:00:00","BZN|IT-North","Without sequence","63.9","",""
"04/01/2021 17:00:00 - 04/01/2021 18:00:00","BZN|IT-North","Without sequence","67.02","",""
"04/01/2021 18:00:00 - 04/01/2021 19:00:00","BZN|IT-North","Without sequence","71.05","",""
"04/01/2021 19:00:00 - 04/01/2021 20:00:00","BZN|IT-North","Without sequence","70.18","",""
"04/01/2021 20:00:00 - 04/01/2021 21:00:00","BZN|IT-North","Without sequence","65.0","",""
"04/01/2021 21:00:00 - 04/01/2021 22:00:00","BZN|IT-North","Without sequence","61.39","",""
"04/01/2021 22:00:00 - 04/01/2021 23:00:00","BZN|IT-North","Without sequence","59.8","",""
"04/01/2021 23:00:00 - 05/01/2021 00:00:00","BZN|IT-North","Without sequence","54.69","",""
"05/01/2021 00:00:00 - 05/01/2021 01:00:00","BZN|IT-North","Without sequence","54.79","",""
"05/01/2021 01:00:00 - 05/01/2021 02:00:00","BZN|IT-North","Without sequence","50.3","",""
"05/01/2021 02:00:00 - 05/01/2021 03:00:00","BZN|IT-North","Without sequence","49.53","",""
"05/01/2021 03:00:00 - 05/01/2021 04:00:00","BZN|IT-North","Without sequence","44.58","",""
"05/01/2021 04:00:00 - 05/01/2021 05:00:00","BZN|IT-North","Without sequence","45.05","",""
"05/01/2021 05:00:00 - 05/01/2021 06:00:00","BZN|IT-North","Without sequence","49.53","",""
"05/01/2021 06:00:00 - 05/01/2021 07:00:00","BZN|IT-North","Without sequence","58.15","",""
"05/01/2021 07:00:00 - 05/01/2021 08:00:00","BZN|IT-North","Without sequence","62.0","",""
"05/01/2021 08:00:00 - 05/01/2021 09:00:00","BZN|IT-North","Without sequence","65.06","",""
"05/01/2021 09:00:00 - 05/01/2021 10:00:00","BZN|IT-North","Without sequence","66.97","",""
"05/01/2021 10:00:00 - 05/01/2021 11:00:00","BZN|IT-North","Without sequence","67.74","",""
"05/01/2021 11:00:00 - 05/01/2021 12:00:00","BZN|IT-North","Without sequence","67.4","",""
